,CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
356783,ANDREW YEARDLEY DESIGN & BUILD LIMITED,07434994,,,14 HEATHER LEA AVENUE,DORE,SHEFFIELD,,,S17 3DJ,Private Limited Company,Active,United Kingdom,,10/11/2010,30.0,11.0,31/08/2025,30/11/2023,TOTAL EXEMPTION FULL,08/12/2016,10/11/2015,0,0,0,0,43999 - Other specialised construction activities n.e.c.,55900 - Other accommodation,,,0,0,http://business.data.gov.uk/id/company/07434994,,,,,,,,,,,,,,,,,,,,,24/11/2025,10/11/2024
356929,ANDREWS ALLEN ASSOCIATES LIMITED,08342702,,,38 BRADLEY STREET,,SHEFFIELD,,ENGLAND,S10 1PB,Private Limited Company,Active,United Kingdom,,31/12/2012,31.0,12.0,31/12/2024,31/12/2022,TOTAL EXEMPTION FULL,28/01/2017,31/12/2015,0,0,0,0,71111 - Architectural activities,,,,0,0,http://business.data.gov.uk/id/company/08342702,,,,,,,,,,,,,,,,,,,,,12/09/2025,29/08/2024
357032,ANDREWS ENGINEER SERVICES LIMITED,11194655,,,21 HIGH STREET,KILLAMARSH,SHEFFIELD,DERBYSHIRE,ENGLAND,S21 1BB,Private Limited Company,Active,United Kingdom,,08/02/2018,28.0,2.0,30/11/2025,28/02/2024,MICRO ENTITY,08/03/2019,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11194655,,,,,,,,,,,,,,,,,,,,,16/11/2025,02/11/2024
357379,ANDRO AND EVE LTD,11625301,,,364 - 366 CEMETERY ROAD,,SHEFFIELD,,ENGLAND,S11 8FT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,16/10/2018,31.0,3.0,31/12/2024,31/03/2023,UNAUDITED ABRIDGED,13/11/2019,,0,0,0,0,90010 - Performing arts,90030 - Artistic creation,93290 - Other amusement and recreation activities n.e.c.,,0,0,http://business.data.gov.uk/id/company/11625301,,,,,,,,,,,,,,,,,,,,,29/10/2025,15/10/2024
357686,ANDRZEJOWSKI LIMITED,04453801,,,AIZLEWOOD'S MILL,NURSERY STREET,SHEFFIELD,,ENGLAND,S3 8GG,Private Limited Company,Active,United Kingdom,,02/06/2002,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,30/06/2017,02/06/2016,0,0,0,0,86101 - Hospital activities,,,,0,0,http://business.data.gov.uk/id/company/04453801,,,,,,,,,,,,,,,,,,,,,16/06/2025,02/06/2024
357934,ANDY BATE LIMITED,11249030,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,11/03/2018,31.0,3.0,31/12/2024,31/03/2023,MICRO ENTITY,08/04/2019,,0,0,0,0,90030 - Artistic creation,,,,0,0,http://business.data.gov.uk/id/company/11249030,,,,,,,,,,,,,,,,,,,,,10/04/2025,27/03/2024
357944,ANDY BELL MUSIC LTD,10041739,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,03/03/2016,31.0,3.0,31/12/2024,31/03/2023,MICRO ENTITY,31/03/2017,,0,0,0,0,59200 - Sound recording and music publishing activities,,,,0,0,http://business.data.gov.uk/id/company/10041739,02/11/2017,HUDSON RECORDS LIMITED,,,,,,,,,,,,,,,,,,,16/03/2025,02/03/2024
358117,ANDY DAYKIN ASSOCIATES LIMITED,07391825,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,29/09/2010,30.0,9.0,30/06/2025,30/09/2023,MICRO ENTITY,27/10/2016,29/09/2015,0,0,0,0,63990 - Other information service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/07391825,,,,,,,,,,,,,,,,,,,,,13/10/2025,29/09/2024
358174,ANDY FILE ASSOCIATES LTD,06928585,,,AIZLEWOOD'S MILL,NURSERY STREET,SHEFFIELD,SOUTH YORKSHIRE,,S3 8GG,Private Limited Company,Active,United Kingdom,,09/06/2009,30.0,6.0,31/03/2025,30/06/2023,TOTAL EXEMPTION FULL,07/07/2017,09/06/2016,0,0,0,0,78109 - Other activities of employment placement agencies,78200 - Temporary employment agency activities,,,0,0,http://business.data.gov.uk/id/company/06928585,,,,,,,,,,,,,,,,,,,,,23/06/2025,09/06/2024
358303,ANDY HUDSON SALES LTD,09847879,,,400-402 RICHMOND ROAD,,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S13 8LZ,Private Limited Company,Active,United Kingdom,,29/10/2015,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,26/11/2016,,0,0,0,0,45112 - Sale of used cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/09847879,,,,,,,,,,,,,,,,,,,,,11/11/2024,28/10/2023
358453,ANDY MCAULEY LTD,12074914,,,19 BLAKE STREET,,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S6 3JQ,Private Limited Company,Active,United Kingdom,,28/06/2019,30.0,6.0,31/03/2025,30/06/2023,UNAUDITED ABRIDGED,26/07/2020,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/12074914,,,,,,,,,,,,,,,,,,,,,11/07/2025,27/06/2024
358537,ANDY OZZY LISTER LIMITED,10942555,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,01/09/2017,30.0,9.0,30/06/2025,30/09/2023,MICRO ENTITY,29/09/2018,,0,0,0,0,59200 - Sound recording and music publishing activities,,,,0,0,http://business.data.gov.uk/id/company/10942555,,,,,,,,,,,,,,,,,,,,,14/09/2025,31/08/2024
358806,ANDY WHITE ELECTRICAL SERVICES LTD,10106061,,,71 CHARLTON DRIVE,,SHEFFIELD,,ENGLAND,S35 3PA,Private Limited Company,Active,United Kingdom,,06/04/2016,30.0,4.0,31/01/2025,30/04/2023,TOTAL EXEMPTION FULL,04/05/2017,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/10106061,,,,,,,,,,,,,,,,,,,,,13/04/2025,30/03/2024
358938,ANDY'S PARCELS LIMITED,15326426,,,141 HIGH STREET,ECKINGTON,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S21 4BL,Private Limited Company,Active,United Kingdom,,04/12/2023,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/15326426,,,,,,,,,,,,,,,,,,,,,17/12/2024,
358943,ANDY'S PUB LTD,15590439,,,NAILMAKERS ARMS,BACKMOOR ROAD,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S8 8LB,Private Limited Company,Active,United Kingdom,,24/03/2024,31.0,3.0,24/12/2025,,NO ACCOUNTS FILED,21/04/2025,,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/15590439,,,,,,,,,,,,,,,,,,,,,06/04/2025,
359001,ANDYCHADDERS LTD,15092452,,,24 SPOON WAY,STANNINGTON,SHEFFIELD,,ENGLAND,S6 6EZ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,23/08/2023,31.0,8.0,23/05/2025,,NO ACCOUNTS FILED,20/09/2024,,0,0,0,0,56210 - Event catering activities,,,,0,0,http://business.data.gov.uk/id/company/15092452,,,,,,,,,,,,,,,,,,,,,05/09/2024,
359081,ANDYS LABOUR SERVICES LTD,15607907,,,128 WADSLEY LANE,,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S6 4ED,Private Limited Company,Active,United Kingdom,,02/04/2024,30.0,4.0,02/01/2026,,NO ACCOUNTS FILED,30/04/2025,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15607907,,,,,,,,,,,,,,,,,,,,,15/04/2025,
359254,ANEES PHARM LTD,15509893,,,63 FIRTH PARK ROAD,,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S5 6WL,Private Limited Company,Active,United Kingdom,,21/02/2024,29.0,2.0,21/11/2025,,NO ACCOUNTS FILED,21/03/2025,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/15509893,,,,,,,,,,,,,,,,,,,,,06/03/2025,
359465,ANEN LTD,14640264,,,11 DEEPWELL DRIVE,HALFWAY,SHEFFIELD,,ENGLAND,S20 4RW,Private Limited Company,Active,United Kingdom,,06/02/2023,28.0,2.0,30/11/2025,28/02/2024,MICRO ENTITY,05/03/2024,,0,0,0,0,47730 - Dispensing chemist in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14640264,,,,,,,,,,,,,,,,,,,,,19/02/2025,05/02/2024
359468,ANENI L.P.,SL027816,,,311 SHOREHAM STREET,,SHEFFIELD,SOUTH YORKSHIRE,,S2 4FAM,Limited Partnership,Active,United Kingdom,,03/08/2016,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,1,1,http://business.data.gov.uk/id/company/SL027816,,,,,,,,,,,,,,,,,,,,,25/11/2025,11/11/2024
359711,ANEWAL LTD,14597874,,,5 EAST BANK ROAD,,SHEFFIELD,,UNITED KINGDOM,S2 3PT,Private Limited Company,Active,United Kingdom,,17/01/2023,31.0,1.0,31/10/2025,31/01/2024,MICRO ENTITY,14/02/2024,,0,0,0,0,46450 - Wholesale of perfume and cosmetics,47750 - Retail sale of cosmetic and toilet articles in specialised stores,,,0,0,http://business.data.gov.uk/id/company/14597874,,,,,,,,,,,,,,,,,,,,,27/02/2025,13/02/2024
360409,ANGEL COFUND,07864831,,,COOPER BUILDINGS,ARUNDEL STREET,SHEFFIELD,,ENGLAND,S1 2NS,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,29/11/2011,31.0,12.0,30/09/2025,31/12/2023,SMALL,27/12/2016,29/11/2015,1,1,0,0,64303 - Activities of venture and development capital companies,,,,0,0,http://business.data.gov.uk/id/company/07864831,,,,,,,,,,,,,,,,,,,,,05/12/2025,21/11/2024
360450,ANGEL COUTURE LTD,14113039,,,STUDIO 14 HOYLE MILL,"HOYLE MILL LANE, THURLSTONE",SHEFFIELD,,ENGLAND,S36 9PZ,Private Limited Company,Active,United Kingdom,,17/05/2022,31.0,5.0,28/02/2025,31/05/2023,TOTAL EXEMPTION FULL,14/06/2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14113039,,,,,,,,,,,,,,,,,,,,,30/05/2025,16/05/2024
360624,ANGEL FORCE SECURITY LTD,16034348,,,89 HALIFAX ROAD,,SHEFFIELD,,ENGLAND,S6 1LA,Private Limited Company,Active,United Kingdom,,22/10/2024,31.0,10.0,22/07/2026,,NO ACCOUNTS FILED,19/11/2025,,0,0,0,0,80100 - Private security activities,,,,0,0,http://business.data.gov.uk/id/company/16034348,,,,,,,,,,,,,,,,,,,,,04/11/2025,
360639,ANGEL GADETS LTD,16060971,,,26 LOUGHTON ROAD,DINNINGTON,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S25 2PS,Private Limited Company,Active,United Kingdom,,05/11/2024,30.0,11.0,05/08/2026,,NO ACCOUNTS FILED,03/12/2025,,0,0,0,0,46520 - Wholesale of electronic and telecommunications equipment and parts,47421 - Retail sale of mobile telephones,,,0,0,http://business.data.gov.uk/id/company/16060971,,,,,,,,,,,,,,,,,,,,,18/11/2025,
360911,ANGEL NAIL SALON LTD,09620130,,,853 CHESTERFIELD ROAD,,SHEFFIELD,,UNITED KINGDOM,S8 0SQ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,03/06/2015,29.0,2.0,30/11/2025,29/02/2024,MICRO ENTITY,01/07/2017,03/06/2016,1,1,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/09620130,,,,,,,,,,,,,,,,,,,,,17/06/2025,03/06/2024
360912,ANGEL NAIL TREATMENTS LIMITED,15479264,,,853 CHESTERFIELD ROAD,,SHEFFIELD,,ENGLAND,S8 0SQ,Private Limited Company,Active,United Kingdom,,10/02/2024,29.0,2.0,10/11/2025,,NO ACCOUNTS FILED,10/03/2025,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/15479264,,,,,,,,,,,,,,,,,,,,,23/02/2025,
360925,ANGEL NAILS 677 LTD,14489281,,,677 STANIFORTH ROAD,,SHEFFIELD,,ENGLAND,S9 4RE,Private Limited Company,Active,United Kingdom,,16/11/2022,30.0,11.0,31/08/2025,30/11/2023,MICRO ENTITY,14/12/2023,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/14489281,,,,,,,,,,,,,,,,,,,,,29/11/2024,15/11/2023
361126,ANGEL ROSE MUSIC LIMITED,06569519,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,17/04/2008,30.0,6.0,31/03/2025,30/06/2023,MICRO ENTITY,15/05/2017,17/04/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/06569519,,,,,,,,,,,,,,,,,,,,,01/05/2025,17/04/2024
361415,ANGELA BRUMPTON LIMITED,10572758,,,590 MANCHESTER ROAD,,SHEFFIELD,,UNITED KINGDOM,S10 5PT,Private Limited Company,Active,United Kingdom,,19/01/2017,31.0,1.0,31/10/2025,31/01/2024,MICRO ENTITY,16/02/2018,,0,0,0,0,69102 - Solicitors,,,,0,0,http://business.data.gov.uk/id/company/10572758,,,,,,,,,,,,,,,,,,,,,01/02/2025,18/01/2024
361443,ANGELA DAVIES CONSULTING LIMITED,14573057,,,74 CARTER KNOWLE AVENUE,,SHEFFIELD,,ENGLAND,S11 9FU,Private Limited Company,Active,United Kingdom,,05/01/2023,31.0,1.0,31/10/2025,31/01/2024,MICRO ENTITY,02/02/2024,,0,0,0,0,70229 - Management consultancy activities other than financial management,85422 - Post-graduate level higher education,91011 - Library activities,,0,0,http://business.data.gov.uk/id/company/14573057,,,,,,,,,,,,,,,,,,,,,18/01/2025,04/01/2024
361648,ANGELA TAYLOR MANAGEMENT SOLUTIONS LIMITED,12283587,,,OMEGA COURT,364 - 366 CEMETERY ROAD,SHEFFIELD,,ENGLAND,S11 8FT,Private Limited Company,Active,United Kingdom,,28/10/2019,31.0,10.0,31/07/2025,31/10/2023,UNAUDITED ABRIDGED,25/11/2020,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/12283587,,,,,,,,,,,,,,,,,,,,,10/06/2025,27/05/2024
361811,ANGELFISH CONSULTING LTD,12619893,,,8A WALSHAW ROAD,WORRALL,SHEFFIELD,,ENGLAND,S35 0AS,Private Limited Company,Active,United Kingdom,,26/05/2020,31.0,1.0,31/10/2025,31/01/2024,DORMANT,23/06/2021,,0,0,0,0,62020 - Information technology consultancy activities,70229 - Management consultancy activities other than financial management,,,0,0,http://business.data.gov.uk/id/company/12619893,,,,,,,,,,,,,,,,,,,,,08/06/2025,25/05/2024
362064,ANGELINA200 LTD,11470642,,,838 MOWBRAY ACCOUNTING LIMITED,838 ECCLESALL ROAD,SHEFFIELD,,UNITED KINGDOM,S11 8TD,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,18/07/2018,31.0,8.0,31/05/2024,31/08/2022,TOTAL EXEMPTION FULL,15/08/2019,,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/11470642,,,,,,,,,,,,,,,,,,,,,31/07/2023,17/07/2022
362402,ANGELS AQUATICS & PET SUPPLIES LIMITED,11044931,,,27 PARSON CROSS ROAD,,SHEFFIELD,,UNITED KINGDOM,S6 1JT,Private Limited Company,Active,United Kingdom,,02/11/2017,30.0,11.0,31/08/2025,30/11/2023,TOTAL EXEMPTION FULL,30/11/2018,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/11044931,,,,,,,,,,,,,,,,,,,,,25/10/2023,11/10/2022
362536,ANGELS INSTEAD LIMITED,14156962,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,UNITED KINGDOM,S11 9PA,Private Limited Company,Active,United Kingdom,,07/06/2022,30.0,6.0,31/03/2025,30/06/2023,MICRO ENTITY,05/07/2023,,0,0,0,0,59111 - Motion picture production activities,,,,0,0,http://business.data.gov.uk/id/company/14156962,,,,,,,,,,,,,,,,,,,,,20/06/2025,06/06/2024
362943,ANGIES NAILS LIMITED,11870116,,,838 MOWBRAY ACCOUNTING,838 ECCLESALL ROAD,SHEFFIELD,SY,UNITED KINGDOM,S11 8TD,Private Limited Company,Active,United Kingdom,,08/03/2019,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,05/04/2020,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/11870116,,,,,,,,,,,,,,,,,,,,,21/03/2025,07/03/2024
363460,ANGLIA AUTOS LTD,15658949,,,3 SHARROW LANE,,SHEFFIELD,,ENGLAND,S11 8AE,Private Limited Company,Active,United Kingdom,,18/04/2024,30.0,4.0,18/01/2026,,NO ACCOUNTS FILED,16/05/2025,,0,0,0,0,45112 - Sale of used cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/15658949,,,,,,,,,,,,,,,,,,,,,01/05/2025,
363749,ANGLIA PRIME CARE LIMITED,10705028,,,OFFICE D1,EUROPA LINK,SHEFFIELD,,ENGLAND,S9 1XZ,Private Limited Company,Active,United Kingdom,,03/04/2017,30.0,4.0,31/01/2025,30/04/2023,MICRO ENTITY,01/05/2018,,0,0,0,0,87900 - Other residential care activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10705028,,,,,,,,,,,,,,,,,,,,,09/11/2024,26/10/2023
363856,ANGLIA TRADING  CORPORATION LTD,08020879,,,93 BOLE HILL LANE,,SHEFFIELD,,ENGLAND,S10 1SD,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,05/04/2012,29.0,3.0,19/03/2024,31/03/2022,MICRO ENTITY,29/03/2017,01/03/2016,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/08020879,,,,,,,,,,,,,,,,,,,,,23/03/2024,09/03/2023
364136,ANGLIAN TILING & FINISHINGS LTD,06189628,,,6-8 MANVERS ROAD,SWALLOWNEST,SHEFFIELD,,ENGLAND,S26 4UD,Private Limited Company,Active,United Kingdom,,28/03/2007,31.0,3.0,31/12/2025,31/03/2024,TOTAL EXEMPTION FULL,25/04/2017,28/03/2016,0,0,0,0,43330 - Floor and wall covering,,,,0,0,http://business.data.gov.uk/id/company/06189628,27/06/2012,NATIONWIDE TILING CONTRACTORS LTD,09/03/2012,NATIONWIDE TILING CONTRACTORS (SOUTHERN) LTD,,,,,,,,,,,,,,,,,11/04/2025,28/03/2024
364141,ANGLIAN TRAILER CENTRE LIMITED,02569456,,,MONTGOMERY HOUSE SHEEPHOUSE WOOD,STOCKSBRIDGE,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S36 4GS,Private Limited Company,Active,United Kingdom,,18/12/1990,31.0,12.0,30/09/2025,31/12/2023,DORMANT,15/01/2017,18/12/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/02569456,,,,,,,,,,,,,,,,,,,,,01/01/2025,18/12/2023
364339,ANGLO AMERICAN LINE LIMITED,02033170,,,UNITS 3-5 NEWHALL ROAD BUSINESS PARK,NEWHALL ROAD,SHEFFIELD,,ENGLAND,S9 2QD,Private Limited Company,Active,United Kingdom,,02/07/1986,31.0,12.0,30/09/2025,31/12/2023,DORMANT,28/09/2016,31/08/2015,0,0,0,0,52290 - Other transportation support activities,,,,0,0,http://business.data.gov.uk/id/company/02033170,,,,,,,,,,,,,,,,,,,,,26/08/2025,12/08/2024
364486,ANGLO COMMERCIAL ENTERPRISES LTD,11544414,,,GRANGEWOOD CHAPEL LANE,PENISTONE,SHEFFIELD,,UNITED KINGDOM,S36 6AQ,Private Limited Company,Active,United Kingdom,,30/08/2018,31.0,8.0,31/05/2025,31/08/2023,TOTAL EXEMPTION FULL,27/09/2019,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/11544414,,,,,,,,,,,,,,,,,,,,,12/09/2025,29/08/2024
364567,ANGLO ESTATES LIMITED,04776962,,,137 LAUGHTON ROAD,DINNINGTON,SHEFFIELD,,ENGLAND,S25 2PP,Private Limited Company,Active,United Kingdom,,27/05/2003,31.0,10.0,31/07/2025,31/10/2023,TOTAL EXEMPTION FULL,24/06/2017,27/05/2016,25,0,0,25,41100 - Development of building projects,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,0,0,http://business.data.gov.uk/id/company/04776962,23/02/2005,ANGLO NORTHERN LIMITED,,,,,,,,,,,,,,,,,,,10/06/2025,27/05/2024
364571,ANGLO EUROPE AVIATION LIMITED,07775218,,,ECCLESALL CHAMBERS,40 CEMETERY AVENUE,SHEFFIELD,SOUTH YORKSHIRE,,S11 8NT,Private Limited Company,Active,United Kingdom,,15/09/2011,30.0,9.0,30/06/2025,30/09/2023,DORMANT,07/10/2016,09/09/2015,0,0,0,0,51102 - Non-scheduled passenger air transport,,,,0,0,http://business.data.gov.uk/id/company/07775218,,,,,,,,,,,,,,,,,,,,,23/09/2025,09/09/2024
364675,ANGLO INTERNATIONAL EXPRESS LTD,04870494,,,UNIT 6  12 O'CLOCK COURT,ATTERCLIFFE ROAD,SHEFFIELD,,,S4 7WW,Private Limited Company,Liquidation,United Kingdom,,19/08/2003,30.0,9.0,30/06/2023,30/09/2021,MICRO ENTITY,13/07/2017,15/06/2016,1,1,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/04870494,12/08/2019,ANGLO EUROPEAN EXPRESS (DONCASTER) LIMITED,,,,,,,,,,,,,,,,,,,04/02/2023,21/01/2022
364846,ANGLO ROOFING LTD,07569513,,,2 HOLLAND ROAD,HIGH GREEN,SHEFFIELD,,ENGLAND,S35 4HF,Private Limited Company,Active,United Kingdom,,18/03/2011,31.0,3.0,31/12/2024,31/03/2023,MICRO ENTITY,15/04/2017,18/03/2016,0,0,0,0,43910 - Roofing activities,,,,0,0,http://business.data.gov.uk/id/company/07569513,,,,,,,,,,,,,,,,,,,,,31/01/2025,17/01/2024
365121,ANGLO-PACIFIC ENGINEERING LIMITED,03165723,,,CANNON HOUSE,RUTLAND ROAD,SHEFFIELD,,ENGLAND,S3 8DP,Private Limited Company,Active,United Kingdom,,28/02/1996,31.0,3.0,31/12/2025,31/03/2024,MICRO ENTITY,28/03/2017,28/02/2016,0,0,0,0,71121 - Engineering design activities for industrial process and production,,,,0,0,http://business.data.gov.uk/id/company/03165723,,,,,,,,,,,,,,,,,,,,,01/03/2025,15/02/2024
365243,ANGLOPOLIS LIMITED,06605362,,,364 - 366 CEMETERY ROAD,,SHEFFIELD,,ENGLAND,S11 8FT,Private Limited Company,Active,United Kingdom,,29/05/2008,31.0,5.0,28/02/2025,31/05/2023,TOTAL EXEMPTION FULL,26/06/2017,29/05/2016,0,0,0,0,86220 - Specialists medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/06605362,,,,,,,,,,,,,,,,,,,,,12/06/2025,29/05/2024
365717,ANGUS HOLDINGS LTD,13298711,,,62 MARKET STREET OFFICE B5,ECKINGTON,SHEFFIELD,,ENGLAND,S21 4JH,Private Limited Company,Active,United Kingdom,,29/03/2021,31.0,3.0,31/12/2025,31/03/2024,DORMANT,26/04/2022,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/13298711,,,,,,,,,,,,,,,,,,,,,11/04/2025,28/03/2024
365734,ANGUS INVESTMENTS LIMITED,11040852,,,WILDFIRE HOUSE,BRADBURY STREET,SHEFFIELD,,,S8 9QQ,Private Limited Company,Active,United Kingdom,,31/10/2017,31.0,10.0,31/07/2025,31/10/2023,TOTAL EXEMPTION FULL,28/11/2018,,2,2,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11040852,,,,,,,,,,,,,,,,,,,,,13/11/2025,30/10/2024
366072,ANI AFTER SCHOOL CLUB LTD,13389875,,,345 EXETER DRIVE,EXETER DRIVE,SHEFFIELD,,ENGLAND,S3 7UE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,12/05/2021,31.0,5.0,28/02/2025,31/05/2023,TOTAL EXEMPTION FULL,09/06/2022,,0,0,0,0,85600 - Educational support services,,,,0,0,http://business.data.gov.uk/id/company/13389875,,,,,,,,,,,,,,,,,,,,,25/05/2025,11/05/2024
366183,ANIA.FACEFITNESS LTD,15959446,,,7 WREN CRESCENT,,SHEFFIELD,,ENGLAND,S2 5DR,Private Limited Company,Active,United Kingdom,,16/09/2024,30.0,9.0,16/06/2026,,NO ACCOUNTS FILED,14/10/2025,,0,0,0,0,96040 - Physical well-being activities,,,,0,0,http://business.data.gov.uk/id/company/15959446,,,,,,,,,,,,,,,,,,,,,29/09/2025,
366341,ANII TASTY TAKEAWAY LTD,14637190,,,132 INFIRMARY ROAD,,SHEFFIELD,,ENGLAND,S6 3DH,Private Limited Company,Active,United Kingdom,,03/02/2023,28.0,2.0,30/11/2025,28/02/2024,MICRO ENTITY,02/03/2024,,0,0,0,0,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,56290 - Other food services,,0,0,http://business.data.gov.uk/id/company/14637190,,,,,,,,,,,,,,,,,,,,,16/02/2025,02/02/2024
366361,ANIKA AGGARWAL LTD,09105184,,,14 OXCLOSE PARK RISE,HALFWAY,SHEFFIELD,,ENGLAND,S20 8GW,Private Limited Company,Active,United Kingdom,,27/06/2014,30.0,6.0,31/03/2025,30/06/2023,UNAUDITED ABRIDGED,25/07/2017,27/06/2016,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/09105184,,,,,,,,,,,,,,,,,,,,,11/07/2025,27/06/2024
