DateTime,Temp (C) ,Pressure (hPa),Rain (mm),Wind Speed 10 m (m/s),Wind Speed 24 m (m/s),Wind Direction 10 m (deg.M),Wind Direction 24 m (deg.M),PBL height (m)
01/01/2023 01:00,9.009995,968,0,4.227997,5.422997,194.5,186.399902,1184.41
01/01/2023 02:00,9.360001,969,0,4.716003,5.489998,227.199951,223.199951,1227.78
01/01/2023 03:00,9.259995,970,0,5.542999,7.554001,225.899902,218.5,1188.65
01/01/2023 04:00,8.789993,970,0,5.244003,6.156998,221.399902,222.199951,1048.78
01/01/2023 05:00,8.190002,971,0,4.869003,6.073997,229,223.100098,994.19
01/01/2023 06:00,8.160004,972,0,5.791,6.778,216.899902,209,978.61
01/01/2023 07:00,8.589996,973,0,6.226997,7.789001,217.199951,210.100098,979.72
01/01/2023 08:00,7.811996,974,0,4.591003,6.070999,222,219.600098,1040.70
01/01/2023 09:00,8.160004,975,0,5.933998,7.147003,223.399902,212.899902,1088.06
01/01/2023 10:00,8.850006,976,0,4.332001,5.126999,225.899902,211.800049,1236.90
01/01/2023 11:00,7.795998,977,0,3.317001,4.638,207.600098,203.100098,1284.69
01/01/2023 12:00,8.300003,977,0,2.625,3.234001,211.5,202.899902,1343.24
01/01/2023 13:00,9.039993,977,0,4.261002,5.872002,213.100098,208.5,1399.22
01/01/2023 14:00,9.389999,977,0,4.675003,5.532997,221.199951,212.199951,1363.98
01/01/2023 15:00,9.210007,977,0,3.925999,4.446999,208.199951,193.100098,1191.67
01/01/2023 16:00,9.169998,977,0,3.347,4.019997,214.399902,209.100098,938.73
01/01/2023 17:00,9.119995,977,0,4.112999,5.008003,209,206.300049,796.75
01/01/2023 18:00,8.919998,977,0,3.612999,4.237,202.600098,189.899902,727.79
01/01/2023 19:00,8.919998,978,0,1.839001,2.643002,203.800049,189.300049,674.58
01/01/2023 20:00,8.339996,978,0,1.535,2.129002,205.899902,203.600098,607.98
01/01/2023 21:00,8.330002,978,0,1.131001,2.000999,254.800049,248.300049,551.96
01/01/2023 22:00,8.399994,978,0,4.264999,5.374001,209.199951,203.199951,442.03
01/01/2023 23:00,7.711998,978,0,2.563,3.210999,213.399902,198.100098,456.74
02/01/2023 00:00,7.490997,979,0,2.870998,3.831001,224.800049,214.100098,429.04
02/01/2023 01:00,7.198997,979,0,2.898998,3.667,227.100098,216.300049,457.24
02/01/2023 02:00,7.337997,979,0,3.934002,5.205002,226.300049,219.800049,441.91
02/01/2023 03:00,7.424004,980,0,1.533001,2.927002,246.5,234.699951,383.23
02/01/2023 04:00,6.961998,981,0,1.313999,2.359001,258.899902,270.299805,436.16
02/01/2023 05:00,6.038002,982,0,0.839,1.6,269.700195,275.700195,507.13
02/01/2023 06:00,5.684998,983,0,0.415,0.53,95.800049,288.399902,488.71
02/01/2023 07:00,5.248001,984,0,1.493,2.59,261.100098,262.899902,426.52
02/01/2023 08:00,4.690002,986,0,1.559,2.771,265.100098,262.899902,369.11
02/01/2023 09:00,4.489998,988,0,1.184,2.605999,266.799805,266.700195,345.65
02/01/2023 10:00,5.030998,989,0,1.122999,1.851999,239.399902,250.5,316.91
02/01/2023 11:00,5.858002,990,0,1.555,2.305,254.199951,250.300049,685.40
02/01/2023 12:00,6.005997,991,0,1.563,2.845001,269,267.700195,905.16
02/01/2023 13:00,6.278999,991,0,1.796,3.136002,259.700195,261.200195,989.37
02/01/2023 14:00,6.516998,992,0,1.707001,2.841999,269.399902,270.299805,1005.28
02/01/2023 15:00,6.215004,993,0,1.072001,2.054001,276.899902,268.100098,834.36
02/01/2023 16:00,5.116997,994,0,1.092001,2.131001,237.699951,231.199951,221.23
02/01/2023 17:00,4.088997,995,0,0.51,1.211,225.600098,223.600098,114.42
02/01/2023 18:00,2.679001,995,0,0.269,0.545,268.600098,292.5,73.49
02/01/2023 19:00,1.790001,996,0,0.202,0.607,0,226.300049,67.62
02/01/2023 20:00,2.226002,996,0,1.089001,1.875,192.199951,204.399902,79.81
02/01/2023 21:00,2.014,997,0,1.000999,1.454,143.800049,173.899902,97.57
02/01/2023 22:00,1.717001,996,0,1.297001,2.535,223.800049,211.800049,167.62
02/01/2023 23:00,0.815,997,0,0.433,0.628,122.800049,48.080017,162.96
03/01/2023 00:00,0.144,997,0,0.261,1.281,149.199951,202.199951,184.25
03/01/2023 01:00,0.128,996,0,1.061001,2.325001,142.300049,150.600098,218.24
03/01/2023 02:00,-0.847,996,0,0.737,0.97,128.399902,85.099976,204.83
03/01/2023 03:00,-0.63,995,0,1.127001,2.187,151,135.300049,213.84
03/01/2023 04:00,0.006,994,0,0.837,0.903,67.880005,84.400024,299.99
03/01/2023 05:00,1.323999,993,0,0.897,1.448999,111.699951,122.400024,358.94
03/01/2023 06:00,0.888,992,0,0.529,0.733,22.209991,320.700195,380.63
03/01/2023 07:00,3.352001,991,0,2.059002,2.780998,195.5,174.100098,458.65
03/01/2023 08:00,3.928001,990,0,1.844999,3.095001,172.800049,162.399902,598.42
03/01/2023 09:00,5.129997,989,0,2.292999,3.382999,214.699951,206.100098,727.37
03/01/2023 10:00,6.940002,989,0,4.448997,4.995003,217.600098,206,709.82
03/01/2023 11:00,8.259995,988,0,2.727001,4.050003,222.300049,202.899902,650.93
03/01/2023 12:00,8.860001,987,0,3.07,4.719002,187.5,171,717.98
03/01/2023 13:00,9.580002,986,0,3.606998,4.668999,194.5,183.5,810.07
03/01/2023 14:00,9.990005,984,0,3.568001,4.963997,179.800049,178.800049,906.08
03/01/2023 15:00,10.149994,983,0,3.194,4.82,182.100098,171.600098,998.40
03/01/2023 16:00,10.550003,981,0,4.537003,6.198997,196.100098,185.5,1039.76
03/01/2023 17:00,11.490005,981,0,4.942001,6.271004,205.699951,198.300049,883.03
03/01/2023 18:00,11.440002,980,0,4.230003,5.441002,209.300049,192.399902,828.79
03/01/2023 19:00,11.610001,979,0,3.375,5.165001,207.899902,189.899902,838.47
03/01/2023 20:00,11.830002,978,0,3.841,5.327003,202,195.600098,890.67
03/01/2023 21:00,11.979996,978,0,4.077003,5.301003,212.199951,203.5,947.76
03/01/2023 22:00,12.410004,977,0,3.411999,4.031998,213,195.899902,965.54
03/01/2023 23:00,12.610001,977,0,5.368004,6.896004,225,212.5,1063.69
04/01/2023 00:00,12.520004,976,0,5.306999,6.282997,222.600098,211.800049,1087.37
04/01/2023 01:00,12.449997,977,0,5.677002,7.021004,229.5,220.600098,1130.45
04/01/2023 02:00,12.199997,977,0,5.055,6.960999,234.199951,220.199951,1070.74
04/01/2023 03:00,12.039993,977,0.2,4.973,6.081001,230.800049,220,1127.76
04/01/2023 04:00,12.190002,977,0,5.780998,7.834999,225.5,212.399902,1294.82
04/01/2023 05:00,13,977,0,5.303001,8.949997,250.899902,241,1274.52
04/01/2023 06:00,12.300003,977,0,5.068001,7.541,243,235.5,1172.66
04/01/2023 07:00,11.600006,977,0,5.826004,7.726997,232.300049,227.600098,1240.71
04/01/2023 08:00,12.289993,977,0,6.861,9.009995,243.300049,234.800049,1203.67
04/01/2023 09:00,12.050003,978,0,5.901001,8.520004,247.600098,240.100098,1149.21
04/01/2023 10:00,12.020004,979,0,4.967003,8.300003,248.699951,245.800049,1399.34
04/01/2023 11:00,12.050003,980,0,6.590004,9.580002,249.600098,245.300049,1380.92
04/01/2023 12:00,12.160004,980,0,6.749001,9.5,241.600098,244.800049,1378.65
04/01/2023 13:00,12.610001,980,0,5.765999,8.300003,252.100098,240.399902,1418.17
04/01/2023 14:00,12.559998,980,0,5.400002,7.899002,251.699951,255.800049,1362.62
04/01/2023 15:00,12.070007,981,0,5.253998,7.605003,252.399902,250.100098,1346.59
04/01/2023 16:00,10.680008,983,0,4.035004,7.473,264,254,1263.81
04/01/2023 17:00,11.149994,983,0,5.403,9.199997,264.200195,256.5,1242.12
04/01/2023 18:00,11.029999,983,0,4.427002,8.449997,269.100098,255.199951,1181.98
04/01/2023 19:00,10.389999,984,0,4.763,7.668999,260,256.399902,1124.87
04/01/2023 20:00,10.639999,985,0,4.577003,7.903,263.700195,257.799805,1131.03
04/01/2023 21:00,10.669998,985,0,3.247002,6.085999,262.899902,259.600098,1123.59
04/01/2023 22:00,10.449997,986,0,2.575001,4.803001,261.799805,255.300049,1170.60
04/01/2023 23:00,10.990005,988,0,3.011002,4.023003,242.100098,243.5,1157.81
05/01/2023 00:00,11.410004,989,0,4.521004,6.792999,260.200195,261,1138.85
05/01/2023 01:00,10.990005,989,0,3.317001,5.793999,276.700195,269.700195,1070.37
05/01/2023 02:00,10.699997,990,0,2.655998,5.218002,269.600098,265.700195,1035.33
05/01/2023 03:00,10.740005,991,0,2.432999,3.932999,252.699951,247.899902,1036.11
05/01/2023 04:00,10.710007,991,0,1.965,2.588001,245,242,1013.00
05/01/2023 05:00,10.5,991,0,2.289001,3.163002,243.699951,229.899902,831.69
05/01/2023 06:00,10.240005,991,0,3.098,3.525002,221,220.899902,646.41
05/01/2023 07:00,9.830002,991,0,1.912001,2.540001,214.5,214.199951,489.28
05/01/2023 08:00,8.75,991,0,1.315001,2.701,144.800049,143.399902,441.12
05/01/2023 09:00,9.180008,991,0,2.451,3.230999,210.800049,198,425.02
05/01/2023 10:00,8.910004,990,0,2.053001,2.708,203.699951,192.699951,407.00
05/01/2023 11:00,10.190002,990,0,4.591003,5.324997,218.899902,208.399902,554.28
05/01/2023 12:00,11.660004,989,0,5.176003,6.139,227.100098,216,845.04
05/01/2023 13:00,12.139999,988,0,4.219002,5.290001,213,202.600098,933.73
05/01/2023 14:00,11.589996,987,0,2.861,3.741001,185,180.100098,944.94
05/01/2023 15:00,11.770004,986,0,2.701,3.877998,205.300049,189.5,1016.35
05/01/2023 16:00,11.869995,986,0,3.139999,4.277,191.5,184.100098,992.85
05/01/2023 17:00,11.960007,985,0,4.202003,5.207001,203.699951,192.800049,1023.09
05/01/2023 18:00,12.070007,984,0,3.508999,4.959,212.699951,195.899902,1039.52
05/01/2023 19:00,11.889999,983,0,3.465,4.802002,179.800049,171,1096.36
05/01/2023 20:00,11.820007,982,0,2.699001,3.729,204.600098,191.199951,1118.80
05/01/2023 21:00,11.580002,980,0,4.827003,5.980003,205.5,194.300049,1187.73
05/01/2023 22:00,11.889999,979,0,5.855003,7.397003,207.5,193.199951,1150.65
05/01/2023 23:00,9.369995,980,0,3.120998,5.544998,273.700195,271.899902,1118.32
06/01/2023 00:00,7.967003,981,0,2.323002,3.382999,262.5,266.600098,1059.35
06/01/2023 01:00,8.009995,981,0,2.417,2.981998,213.199951,197.600098,1087.41
06/01/2023 02:00,8.149994,981,0,2.455002,3.115002,234.399902,228.5,1067.31
06/01/2023 03:00,8.220001,982,0,4.230003,6.750999,248.100098,240.100098,1027.03
06/01/2023 04:00,7.966003,982,0,4.749001,7.400002,239.199951,235.300049,1011.65
06/01/2023 05:00,7.852997,982,0,5.538002,7.333,234,236.5,962.10
06/01/2023 06:00,7.721001,983,0,4.336998,6.144997,241.800049,237.800049,894.47
06/01/2023 07:00,7.155998,983,0,3.361,4.418999,224.699951,212.800049,911.07
06/01/2023 08:00,7.060997,983,0,5.343002,6.644997,215.600098,204.199951,849.65
06/01/2023 09:00,7.150002,984,0,4.418999,5.636002,213.199951,205.600098,802.68
06/01/2023 10:00,7.726997,984,0,4.444,5.495003,207.800049,199.199951,854.16
06/01/2023 11:00,8.580002,984,0,4.336998,5.754997,221.899902,212.199951,917.55
06/01/2023 12:00,9.020004,983,0,3.404999,4.035004,214.199951,200.399902,948.72
06/01/2023 13:00,9.240005,983,0,3.019001,3.923,199.899902,195,995.11
06/01/2023 14:00,9.589996,983,0,3.355999,3.66,211.399902,193.899902,957.25
06/01/2023 15:00,9.320007,982,0,3.563999,4.745003,222.199951,209.699951,882.34
06/01/2023 16:00,8.800003,982,0,3.789001,4.189003,216,200.100098,801.81
06/01/2023 17:00,9.309998,981,0,3.157001,4.037003,219.699951,203.899902,741.60
06/01/2023 18:00,9.020004,981,0,2.077999,3.612999,182.600098,176.300049,718.73
06/01/2023 19:00,8.869995,980,0,3.665001,5.577003,171.5,155.100098,678.15
06/01/2023 20:00,8.460007,979,0,2.075001,3.227001,170.600098,153.699951,647.06
06/01/2023 21:00,8.800003,978,0,1.367001,2.472,172.399902,152.300049,834.13
06/01/2023 22:00,10.039993,976,0,2.530998,3.994999,176,156.600098,943.30
06/01/2023 23:00,11.949997,975,0,4.153,6.369003,191.300049,176.399902,1245.76
07/01/2023 00:00,12.5,974,0,4.903999,6.212997,206.899902,183.100098,1218.97
07/01/2023 01:00,12.380005,973,0,5.363998,7.149002,201.899902,182.300049,1176.30
07/01/2023 02:00,12.119995,971,0,4.776001,6.802002,183.399902,174.199951,1154.99
07/01/2023 03:00,12.190002,971,0,4.535004,7.205002,180.5,176.399902,1198.42
07/01/2023 04:00,11.830002,969,0,5.939003,7.777,186.300049,180.300049,1310.00
07/01/2023 05:00,11.940002,968,0,5.010002,6.856003,188,179.100098,1323.42
07/01/2023 06:00,11.729996,967,0,4.810997,6.856003,184.100098,178.100098,1303.98
07/01/2023 07:00,11.5,965,0,5.029999,7.390999,178.5,171,1321.88
07/01/2023 08:00,11.009995,964,0,4.416,7.482002,175.199951,162.5,1345.54
07/01/2023 09:00,11.100006,964,0,4.796997,5.981003,191.899902,173.600098,1259.76
07/01/2023 10:00,10.779999,963,0,3.959,6.311996,168.5,169.300049,1116.21
07/01/2023 11:00,11.520004,962,0,5.828003,9.029999,187.5,174.600098,1041.78
07/01/2023 12:00,11.770004,962,0,4.404999,5.624001,192,181.899902,1127.48
07/01/2023 13:00,12.330002,961,0,4.778,5.941002,216.600098,206.5,1092.82
07/01/2023 14:00,11.860001,960,0,3.084999,3.896999,198.5,190.5,1080.93
07/01/2023 15:00,11.190002,960,0,3.097,4.371002,213.199951,196,1067.42
07/01/2023 16:00,10.600006,960,0,4.25,5.051003,198.100098,191.100098,983.44
07/01/2023 17:00,10.059998,959,0,3.368999,4.098999,196.5,183.600098,999.65
07/01/2023 18:00,8.180008,959,0,3.813999,4.981003,221.800049,216.899902,1064.95
07/01/2023 19:00,8.220001,959,0,4.175003,5.241997,233.300049,224.600098,1007.67
07/01/2023 20:00,7.596001,960,0,3.932999,5,223.300049,208.5,966.52
07/01/2023 21:00,7.096001,960,0,4.795998,5.561996,201,193.899902,1019.08
07/01/2023 22:00,7.554001,960,0,5.033997,6.253998,201.699951,182.399902,1163.32
07/01/2023 23:00,7.502998,959,0,5.364998,6.857002,208.100098,201.100098,1080.40
08/01/2023 00:00,7.675003,959,0,5.715004,7.123001,203.100098,198.800049,1066.62
08/01/2023 01:00,7.606003,959,0,5.834999,8.169998,207,191.100098,1007.83
08/01/2023 02:00,7.665001,959,0,6.472,8.479996,206.600098,188.699951,1001.83
08/01/2023 03:00,7.772003,959,0,6.039001,7.783997,219,210.5,1029.30
08/01/2023 04:00,7.445999,959,0,4.071999,4.938004,201.699951,191.600098,977.77
08/01/2023 05:00,7.276001,959,0,3.664001,4.752998,210.800049,191.300049,861.17
08/01/2023 06:00,6.940002,959,0,3.108002,4.684998,214.800049,194.399902,726.10
08/01/2023 07:00,6.601997,960,0,2.568001,3.798,222.800049,213.100098,675.20
08/01/2023 08:00,6.167999,960,0,3.306,4.306999,222.699951,213.300049,663.00
08/01/2023 09:00,5.800003,959,0,1.327,2.421001,118.699951,117.800049,639.56
08/01/2023 10:00,6.529999,958,0,3.032001,4.289001,198.399902,183.399902,642.95
08/01/2023 11:00,6.859001,957,0,3.337002,4.126999,197.399902,181.600098,808.66
08/01/2023 12:00,7.213997,955,0,3.089001,4.600998,188.300049,173.5,980.56
08/01/2023 13:00,7.538002,954,0,4.724998,6.890999,184.300049,180.300049,981.54
08/01/2023 14:00,7.854004,953,0,5.347,6.408997,222.100098,209.800049,920.44
08/01/2023 15:00,7.709,953,0,3.964001,5.306,231.5,214.699951,833.60
08/01/2023 16:00,7.087997,953,0,3.268002,4.461998,208.600098,202.5,685.90
08/01/2023 17:00,6.666,953,0,2.067001,3.220001,200.300049,186.5,601.70
08/01/2023 18:00,6.695999,953,0,5.254997,7.266998,229,224.800049,639.16
08/01/2023 19:00,5.844002,954,0,4.053001,4.894997,219.199951,216.800049,617.44
08/01/2023 20:00,5.806999,954,0,4.889,5.709,228.800049,210,595.90
08/01/2023 21:00,5.115997,954,0,2.980999,4.888,229.199951,226.199951,586.15
08/01/2023 22:00,4.920998,954,0,4.772003,6.938004,221.600098,214.699951,543.58
08/01/2023 23:00,5.144997,954,0,2.681,3.444,232.5,219.199951,478.46
09/01/2023 00:00,5.074997,955,0,1.162001,1.681,219.199951,215.899902,479.02
09/01/2023 01:00,5.977997,956,0,1.59,2.806999,278,264.200195,482.16
09/01/2023 02:00,6.150002,957,0,0.925,2.202999,254.199951,255.399902,513.29
09/01/2023 03:00,6.751999,958,0,2.173,3.030998,228.600098,214.199951,636.86
09/01/2023 04:00,7.018997,958,0,1.903,2.764,271,252.699951,742.43
09/01/2023 05:00,6.824997,959,0,2.117001,4.225998,249.199951,243,728.85
09/01/2023 06:00,6.306,960,0,3.262001,5.457001,242,240.300049,701.01
09/01/2023 07:00,5.985001,961,0,4.139,6.352997,241.5,234.699951,726.74
09/01/2023 08:00,5.532997,963,0,3.181999,5.072998,246.399902,234.899902,747.02
09/01/2023 09:00,6.144997,965,0,2.224998,3.434002,258.899902,253.300049,804.76
09/01/2023 10:00,5.913002,966,0,2.508999,3.595001,250.800049,249.199951,994.11
09/01/2023 11:00,6.017998,968,0,1.966,3.542,293.5,287.100098,1061.92
09/01/2023 12:00,7.32,969,0,3.030998,5.821999,264.200195,257.299805,1104.50
09/01/2023 13:00,7.363998,970,0,3.791,6.695,260.399902,255.800049,1105.63
09/01/2023 14:00,7.276001,971,0,2.983002,5.948997,257.899902,257.700195,1183.19
09/01/2023 15:00,7.318001,973,0,2.612,3.937,261.399902,248.699951,1116.59
09/01/2023 16:00,7.406998,974,0,3.099998,5.046997,254.399902,244,1119.10
09/01/2023 17:00,6.692001,975,0,5.019997,6.745003,245.899902,247,1185.33
09/01/2023 18:00,7.085999,976,0,3.278999,5.259003,238.100098,239.899902,1179.67
09/01/2023 19:00,7.357002,976,0,3.084999,4.863998,263,268.600098,1073.04
09/01/2023 20:00,7.476997,978,0,2.522999,4.391998,273.5,259.600098,1004.16
09/01/2023 21:00,7.072998,979,0,2.390999,3.937,274.399902,266.600098,978.82
09/01/2023 22:00,7.246002,980,0,3.532001,5.538002,267.200195,262.600098,977.46
09/01/2023 23:00,7.175003,982,0,1.976999,3.206001,253.100098,261.399902,836.57
10/01/2023 00:00,7.197998,983,0,3.463001,5.156998,254.300049,253,711.52
10/01/2023 01:00,7.111,982,0,4.127998,6.18,266.200195,256.200195,546.09
10/01/2023 02:00,6.276001,983,0,2.355,3.415001,249.100098,239.399902,405.30
10/01/2023 03:00,6.348999,983,0,3.144001,4.017998,214,201,384.57
10/01/2023 04:00,6.128998,983,0,3.056999,4.189003,203.199951,193.199951,364.21
10/01/2023 05:00,5.568001,982,0,3.757,5.583,200.5,184.800049,355.87
10/01/2023 06:00,4.999001,982,0,2.158001,3.998001,168.199951,155.100098,508.71
10/01/2023 07:00,5.157997,980,0,1.805,3.034,176.300049,166.100098,719.65
10/01/2023 08:00,5.282997,979,0,3.740002,4.623001,209.5,189.800049,876.73
10/01/2023 09:00,5.292,976,0,3.474998,5.432999,163.800049,156.199951,1033.21
10/01/2023 10:00,5.942001,974,0,3.632999,5.184998,196.699951,180.100098,917.04
10/01/2023 11:00,6.921997,972,0,3.780998,5.046997,206.5,186.399902,773.27
10/01/2023 12:00,7.960999,970,0,3.841,4.535004,197.699951,189.399902,792.10
10/01/2023 13:00,9.639999,968,0,3.477001,4.407997,217.5,199.5,880.97
10/01/2023 14:00,12.570007,966,0,5.583,6.324997,211.699951,202,1021.30
10/01/2023 15:00,12.669998,966,0,4.448997,6.261002,220.699951,208.600098,1117.42
10/01/2023 16:00,13.100006,965,0,4.392998,5.193001,204,195.199951,1159.89
10/01/2023 17:00,13.139999,963,0,5.267998,7.612999,221.800049,215.5,1223.14
10/01/2023 18:00,12.990005,962,0,7.831001,8.350006,215.399902,210.699951,1345.17
10/01/2023 19:00,13,961,0,7.114998,7.707001,220,211.5,1408.60
10/01/2023 20:00,11.660004,963,0.2,4.611,7.412003,262,260,1349.39
10/01/2023 21:00,11.039993,965,0,5.193001,8.830002,253.399902,246.199951,1217.90
10/01/2023 22:00,10.779999,967,0,3.263,5.841003,279.799805,265.299805,1329.75
10/01/2023 23:00,10.399994,969,0,2.813,4.877998,265.899902,256.5,1290.24
11/01/2023 00:00,9.419998,970,0,2.146999,3.344002,264.700195,254.5,1217.50
11/01/2023 01:00,9.229996,972,0,2.530998,4.191002,255.300049,251.300049,1161.49
11/01/2023 02:00,8.660004,973,0,3.310001,5.226997,244.399902,233.600098,1137.60
11/01/2023 03:00,8.110001,973,0,3.915001,5.614998,244.100098,236,1093.90
11/01/2023 04:00,8.020004,973,0,3.793999,5.611,239.5,232.300049,1086.55
11/01/2023 05:00,7.605003,974,0,4.174004,5.916,232.199951,225.300049,1115.34
11/01/2023 06:00,7.598999,974,0,4.959,6.361,233.100098,229.300049,1099.93
11/01/2023 07:00,7.373001,974,0,4.878998,6.551003,232.800049,222.699951,1045.96
11/01/2023 08:00,6.885002,974,0,5.168999,6.702003,238.199951,227.5,1032.42
11/01/2023 09:00,6.792999,975,0,4.730003,6.133003,228.100098,232.800049,1069.52
11/01/2023 10:00,7.375,975,0,5.378998,7.696999,240.100098,231.5,1186.83
11/01/2023 11:00,6.962997,975,0,6.212997,7.883003,220.699951,213.100098,1402.57
11/01/2023 12:00,8,974,0,6.302002,7.586998,224.699951,223.199951,1316.25
11/01/2023 13:00,8.430008,973,0,5.771004,7.114998,222.699951,212.5,1241.90
11/01/2023 14:00,7.574997,972,0.2,5.385002,6.915001,221.800049,213.300049,1228.07
11/01/2023 15:00,7.432999,971,0,6.112999,8.75,217.899902,219.100098,1333.11
11/01/2023 16:00,7.703003,972,0,5.785004,8.149994,232.699951,227.399902,1386.59
11/01/2023 17:00,7.850998,973,0,4.232002,6.629997,255.399902,246.100098,1274.86
11/01/2023 18:00,7.675003,973,0,4.046997,5.724998,257.399902,247.5,1095.73
11/01/2023 19:00,7.240997,974,0,3.215,4.824997,239.699951,235.300049,1034.34
11/01/2023 20:00,7.236,974,0,3.402,4.033997,227.100098,217.699951,1046.06
11/01/2023 21:00,7.945999,973,0,4.421997,6.044998,222.5,211.399902,938.23
11/01/2023 22:00,7.269997,972,0,2.277,3.500999,183.100098,178.399902,866.89
11/01/2023 23:00,7.471001,969,0,2.494999,3.880001,177.899902,164.300049,1021.70
12/01/2023 00:00,8.070007,966,0,2.948002,4.582001,201.199951,185.699951,1181.92
12/01/2023 01:00,8.710007,964,0,4.322998,5.541,213.800049,210.600098,1303.71
12/01/2023 02:00,11.740005,962,0,6.025002,9.270004,240.5,237,1535.54
12/01/2023 03:00,11.690002,962,0,5.771004,8.740005,258.399902,245.800049,1540.84
12/01/2023 04:00,11.809998,964,0,4.943001,7.946999,265,261.100098,1456.33
12/01/2023 05:00,10.770004,966,0,3.323002,5.472,275.399902,274.799805,1273.40
12/01/2023 06:00,10.149994,968,0,1.434999,2.209,190.600098,193.699951,1083.65
12/01/2023 07:00,10.580002,968,0,2.935001,3.929001,202.699951,196.600098,995.13
12/01/2023 08:00,10.690002,968,0,2.574001,3.700001,221.199951,219.899902,849.54
12/01/2023 09:00,10.399994,968,0,2.637001,3.423,210.399902,202.300049,793.19
12/01/2023 10:00,11.100006,968,0,2.999001,3.902,206,196.300049,838.66
12/01/2023 11:00,11.770004,966,0,4.512001,5.496002,224.199951,210.199951,1064.75
12/01/2023 12:00,12.029999,965,0,5.418999,7.224998,221.5,218.300049,1332.21
12/01/2023 13:00,12.720001,964,0,6.458,9.839996,233.899902,231.300049,1429.60
12/01/2023 14:00,12.610001,964,0,7.086998,9.020004,235.300049,231.100098,1538.88
12/01/2023 15:00,11.419998,964,0,4.541,6.668999,241.800049,235.5,1495.44
12/01/2023 16:00,9.089996,964,0,4.733002,7.086998,244.699951,241.699951,1486.34
12/01/2023 17:00,8.770004,965,0,5.352997,7.997002,245,244.300049,1583.37
12/01/2023 18:00,8.669998,965,0,4.691002,6.958,235.899902,239.199951,1625.24
12/01/2023 19:00,8.119995,965,0,4.920998,6.778,235.699951,226.899902,1598.65
12/01/2023 20:00,7.808998,964,0,5.249001,7.390999,227.5,217.300049,1606.02
12/01/2023 21:00,8,963,0,6.959,9.529999,228.199951,226,1647.29
12/01/2023 22:00,8.050003,963,0,7.642998,10.009995,237.100098,224.899902,1809.21
12/01/2023 23:00,7.112999,962,0,7.413002,10.649994,245.699951,239.399902,1757.81
13/01/2023 00:00,6.838997,962,0,6.858002,8.460007,235.300049,224.300049,1598.26
13/01/2023 01:00,6.279999,961,0,7.959999,10.649994,243.399902,235.600098,1577.19
13/01/2023 02:00,6.699997,961,0,8.240005,11.339996,245.5,237.699951,1476.07
13/01/2023 03:00,7.402,961,0,7.922997,11.440002,247,246.800049,1433.50
13/01/2023 04:00,7.278,963,0,5.621002,9.100006,256.5,246,1418.34
13/01/2023 05:00,7.893997,963,0,6.490997,11.75,262.399902,256.799805,1433.17
13/01/2023 06:00,7.871002,965,0,5.723,9.789993,267.399902,261.299805,1433.35
13/01/2023 07:00,7.675003,966,0,4.893997,8.779999,260.700195,260.5,1382.91
13/01/2023 08:00,7.588997,968,0,5.665001,9.970001,263.399902,257.600098,1316.70
13/01/2023 09:00,8.149994,972,0,4.549004,7.817001,269.299805,261.799805,1266.88
13/01/2023 10:00,8.039993,973,0,4.723999,6.717003,260.899902,260.5,1292.60
13/01/2023 11:00,7.762001,975,0,3.019001,4.749001,259.399902,263.100098,1273.21
13/01/2023 12:00,7.796997,976,0,4.820999,7.337997,261.700195,259.700195,1282.35
13/01/2023 13:00,8.059998,977,0,5.004997,6.806,263.399902,264.700195,1311.58
13/01/2023 14:00,7.840004,978,0,3.289001,5.296997,273.200195,265,1283.09
13/01/2023 15:00,8.160004,979,0,4.672997,8.070007,261.799805,259.799805,1262.87
13/01/2023 16:00,8.410004,981,0,4.32,7.414001,258.799805,260.799805,1164.60
13/01/2023 17:00,8.169998,982,0,4.047997,6.205002,273.299805,266.799805,1102.66
13/01/2023 18:00,7.766998,983,0,1.951,2.679001,236.600098,231,933.61
13/01/2023 19:00,7.493004,983,0,2.682999,3.855,230.800049,225.199951,781.88
13/01/2023 20:00,7.157997,983,0,2.966,4.341003,248,242.800049,632.55
13/01/2023 21:00,6.672997,983,0,4.126999,5.355003,229.699951,223.800049,511.27
13/01/2023 22:00,6.573997,982,0,3.792999,4.995003,214.5,203.199951,378.79
13/01/2023 23:00,5.618004,981,0,2.133999,3.771,141.399902,131.5,476.55
14/01/2023 00:00,6.218002,979,0,4.981003,6.287003,215.5,195.800049,655.91
14/01/2023 01:00,6.304001,978,0,3.202999,4.141998,212.100098,203.399902,840.05
14/01/2023 02:00,6.504997,975,0,3.438999,4.982002,188.399902,175.399902,943.27
14/01/2023 03:00,6.607002,972,0,3.740002,5.465004,194.300049,171.800049,1031.73
14/01/2023 04:00,7.356003,969,0,2.927002,5.153,177.699951,167,1175.13
14/01/2023 05:00,8.089996,966,0,3.529999,5.722,178.300049,178.199951,1178.79
14/01/2023 06:00,8.320007,963,0,3.146,4.042999,164,166.399902,1090.77
14/01/2023 07:00,8.839996,960,0,2.120998,3.474998,173.300049,164.699951,961.80
14/01/2023 08:00,9.419998,959,0,0.99,1.476999,206.699951,197.800049,842.57
14/01/2023 09:00,9.779999,959,0,1.490999,2.015999,216.899902,201.899902,857.44
14/01/2023 10:00,9.669998,960,0,2.316002,3.463001,284.700195,283.899902,838.66
