DateTime,Temp (C) ,Pressure (hPa),Rain (mm),Wind Speed 10 m (m/s),Wind Speed 24 m (m/s),Wind Direction 10 m (deg.M),Wind Direction 24 m (deg.M),PBL height (m)
03/03/2023 01:00,4.411003,1007,0,1.364,2.243,39.72998,35.359985,111.84
03/03/2023 02:00,4.149002,1007,0,1.648001,2.556999,32.289978,24.869995,146.62
03/03/2023 03:00,3.987999,1007,0,1.684999,2.473999,40.150024,31.140015,164.39
03/03/2023 04:00,3.972,1007,0,1.294001,2.043999,9.559998,10.180008,160.52
03/03/2023 05:00,3.872002,1007,0,1.927,2.998001,28.170013,20.470001,178.00
03/03/2023 06:00,3.837002,1007,0,1.377001,2.328999,17.070007,1.858999,204.40
03/03/2023 07:00,3.573002,1007,0,1.202999,1.958,359.299805,344.700195,202.79
03/03/2023 08:00,3.773998,1008,0,1.792,2.413002,34.609985,20.429993,297.05
03/03/2023 09:00,3.702,1009,0,2.417,3.418999,23.480011,15.979996,580.75
03/03/2023 10:00,4.055,1009,0,2.783001,4.090004,40.400024,31.040009,788.09
03/03/2023 11:00,5.057999,1009,0,1.599001,2.207001,0,2.055,758.18
03/03/2023 12:00,5.184998,1009,0,2.289001,3.021,24.850006,14.070007,760.78
03/03/2023 13:00,6.196999,1009,0,1.882,2.679001,1.937,357.700195,767.46
03/03/2023 14:00,6.763,1008,0,1.965,2.803001,60.090027,53.150024,837.60
03/03/2023 15:00,7.017998,1008,0,1.967001,2.723999,47.890015,31.869995,854.01
03/03/2023 16:00,7.096001,1008,0,2.030998,2.792999,35.210022,27.350006,867.91
03/03/2023 17:00,7.060997,1008,0,2.151001,3.035999,43.340027,33.140015,815.85
03/03/2023 18:00,6.777,1008,0,2.164001,3.101002,30.23999,35.099976,526.36
03/03/2023 19:00,6.585999,1009,0,1.858999,2.750999,18.130005,17.01001,353.80
03/03/2023 20:00,6.162003,1009,0,1.938999,2.904999,17.01001,3.935001,377.97
03/03/2023 21:00,5.709999,1010,0,2.269001,3.234001,32.830017,12.130005,409.08
03/03/2023 22:00,5.400002,1010,0,2.004002,2.629002,21.48999,9.430008,367.66
03/03/2023 23:00,5.344002,1010,0,1.799,2.617001,14.210007,12.039993,386.62
04/03/2023 00:00,5.219002,1010,0,2.033001,2.743,0.39,349,401.37
04/03/2023 01:00,5.222,1010,0,2.084999,2.941002,13.619995,4.002998,395.31
04/03/2023 02:00,4.907997,1010,0,1.941,2.983002,18.230011,4.474998,398.30
04/03/2023 03:00,4.296997,1009,0,2.296001,3.667,356.600098,343.200195,321.15
04/03/2023 04:00,4.102997,1009,0,1.362,2.729,342.299805,330.200195,246.72
04/03/2023 05:00,3.967999,1009,0,1.315001,2.333,304.5,297.100098,182.50
04/03/2023 06:00,4.008003,1009,0,1.526001,2.210999,299,295.799805,179.38
04/03/2023 07:00,3.941002,1009,0,1.292999,2.374001,290.899902,288.600098,175.88
04/03/2023 08:00,4.100998,1010,0,1.659,2.738998,309.399902,303.899902,241.43
04/03/2023 09:00,4.161003,1010,0,2.033001,3.532001,308.600098,308.100098,465.63
04/03/2023 10:00,4.463997,1010,0,1.641001,2.733002,309,296.5,801.68
04/03/2023 11:00,4.726997,1009,0,1.893,2.946999,331.600098,327,876.58
04/03/2023 12:00,5.140999,1009,0,1.497999,2.288002,295.399902,298,910.04
04/03/2023 13:00,5.947998,1008,0,1.437,2.284,323.700195,321.700195,883.88
04/03/2023 14:00,5.834,1007,0,1.740999,2.477001,10.740005,359.899902,887.26
04/03/2023 15:00,5.769997,1006,0,1.167,1.805,281.899902,309.299805,880.00
04/03/2023 16:00,5.583,1006,0,1.695999,2.304001,309.100098,304.299805,853.20
04/03/2023 17:00,5.287003,1006,0,1.611,2.758999,346.299805,334.399902,706.21
04/03/2023 18:00,4.894997,1005,0,1.32,2.165001,311,301.600098,325.00
04/03/2023 19:00,4.341003,1005,0,1.422001,2.167999,256.399902,248,243.43
04/03/2023 20:00,4.074997,1005,0,0.875,1.733999,262.100098,267.100098,197.70
04/03/2023 21:00,4.113998,1005,0,0.826,1.697001,280.100098,283.200195,155.53
04/03/2023 22:00,4.164001,1004,0,1.139,1.857,268.700195,269.799805,112.42
04/03/2023 23:00,4.233002,1003,0,1.222,2.084999,260.700195,256.799805,110.89
05/03/2023 00:00,4.222,1003,0,1.087999,1.677999,4.440002,1.326,115.43
05/03/2023 01:00,3.988998,1002,0,0.785,1.379,281.700195,290.100098,123.49
05/03/2023 02:00,3.707001,1001,0,0.613,1.382,281.600098,272.799805,116.85
05/03/2023 03:00,3.473999,1000,0,1.171,1.681,253.899902,251.399902,124.05
05/03/2023 04:00,3.379002,999,0,1.158001,1.856001,254.100098,251.100098,174.96
05/03/2023 05:00,3.273998,998,0,0.474,0.823,262.600098,273,206.17
05/03/2023 06:00,3.265999,997,0,0.71,1.250999,278.899902,281.399902,202.98
05/03/2023 07:00,3.318001,997,0,0.633,1.017,249.199951,246.100098,192.74
05/03/2023 08:00,3.860001,996,0,0.839,1.009001,218.699951,214.699951,269.26
05/03/2023 09:00,3.993,995,0,1.965,3.377998,260.700195,260,385.14
05/03/2023 10:00,3.740002,995,0,1.291,1.933001,259.899902,260.200195,616.72
05/03/2023 11:00,3.629002,994,0,2.113998,3.219002,231.100098,234.300049,875.69
05/03/2023 12:00,3.827999,993,0,1.629,2.762001,264.700195,251.5,1002.23
05/03/2023 13:00,4.723999,992,0,1.426001,1.951,332,318.5,970.21
05/03/2023 14:00,5.045998,991,0,1.445,2.625,333.200195,324.700195,1071.31
05/03/2023 15:00,5.448997,990,0,0.89,1.608,331.700195,328.700195,1045.61
05/03/2023 16:00,5.561996,989,0,0.709,0.92,293,292.200195,995.95
05/03/2023 17:00,5.592003,988,0,0.401,0.607,151.899902,168.199951,812.88
05/03/2023 18:00,5.654999,987,0,0.41,0.987,251.199951,248.100098,136.16
05/03/2023 19:00,5.652,987,0,0.902,1.587,278.5,276.600098,90.08
05/03/2023 20:00,5.018997,986,0,1.25,2.147999,298.399902,302.700195,75.62
05/03/2023 21:00,3.136002,986,0,0.583,0.997,216.100098,244.699951,65.00
05/03/2023 22:00,3.756001,985,0,0.977,1.681999,244.800049,246.300049,40.43
05/03/2023 23:00,3.658001,984,0,0.229,0.767,0,248.399902,39.20
06/03/2023 00:00,3.155998,984,0,0.309,1.091,259.5,246.899902,45.89
06/03/2023 01:00,4.237999,983,0,1.125999,1.775,234.5,226.600098,59.74
06/03/2023 02:00,3.956001,982,0,0.65,1.291,204.399902,198.5,87.99
06/03/2023 03:00,4.147003,980,0,1.950001,2.541,223.100098,209.100098,135.35
06/03/2023 04:00,4.340004,979,0,1.579,2.361,238.300049,236.899902,194.43
06/03/2023 05:00,4.304001,978,0,0.791,1.460001,238.399902,239.199951,305.25
06/03/2023 06:00,4.854004,977,0,1.269001,2.688999,275.700195,260.899902,399.84
06/03/2023 07:00,5.246002,976,0,1.332001,2.146999,241.899902,244.899902,487.75
06/03/2023 08:00,5.657997,976,0,2.139,3.744999,245,257.100098,580.11
06/03/2023 09:00,6.337997,976,0,2.361,4.217003,276.100098,262,774.12
06/03/2023 10:00,6.956001,975,0,2.105,2.973,271.899902,272.700195,908.46
06/03/2023 11:00,7.896004,974,0,2.931999,4.849998,269.100098,260.299805,1019.34
06/03/2023 12:00,7.420998,974,0,2.52,5.027,263.100098,260.100098,1061.78
06/03/2023 13:00,7.848,973,0,3.034,4.667999,276.100098,261.399902,1241.20
06/03/2023 14:00,5.560997,973,0,2.778999,4.826004,267.100098,264.5,1138.71
06/03/2023 15:00,6.822998,973,0,2.834,4.161003,260.799805,257.700195,1103.89
06/03/2023 16:00,7.183998,972,0,2.804001,4.140999,293.700195,288.5,1097.53
06/03/2023 17:00,6.705002,972,0,2.927002,4.616997,284.899902,282.299805,1031.90
06/03/2023 18:00,5.653,972,0,2.368999,3.769001,268.600098,262.5,889.35
06/03/2023 19:00,4.818001,972,0,1.259001,2.695,268.700195,263.200195,754.60
06/03/2023 20:00,4.327003,972,0,1.534,2.797001,268.100098,265.5,557.77
06/03/2023 21:00,4.235001,972,0,1.335001,2.563,268.100098,260.100098,457.31
06/03/2023 22:00,4.074997,971,0,0.327,1.051001,300.399902,278.5,370.60
06/03/2023 23:00,4.114998,971,0,1.184,2.177002,264.700195,258.899902,347.42
07/03/2023 00:00,4.225998,971,0,0.911,1.973,272.799805,280.5,252.77
07/03/2023 01:00,3.907001,971,0,1.579,3.025002,357.200195,348.600098,231.80
07/03/2023 02:00,2.960999,971,0,1.593,2.601002,0.448,346.799805,186.59
07/03/2023 03:00,2.445,971,0,2.693001,3.691002,16.700012,0.536,194.92
07/03/2023 04:00,2.033001,970,0,1.705,2.488998,14.270004,356.700195,245.27
07/03/2023 05:00,1.243,970,0,0.998,1.909,356.399902,336.899902,241.52
07/03/2023 06:00,0.722,970,0,0.57,1.032,25.230011,341.799805,194.36
07/03/2023 07:00,0.511,970,0,0.851,1.384001,274.200195,280.899902,151.62
07/03/2023 08:00,1.292,971,0,1.211,1.788,320.899902,321.200195,249.23
07/03/2023 09:00,2.448002,971,0,2.743999,3.727001,355.399902,336.600098,434.69
07/03/2023 10:00,3.02,971,0,2.047001,3.464001,349.100098,333.100098,759.48
07/03/2023 11:00,3.702999,971,0,2.792,4.448997,351.200195,340.700195,1127.31
07/03/2023 12:00,4.856003,971,0,1.974001,3.134998,328.299805,320.100098,1346.38
07/03/2023 13:00,5.240997,971,0,2.057999,3.285,338.600098,331.200195,1642.81
07/03/2023 14:00,5.694,971,0,2.443001,3.645,346.600098,336.5,1870.07
07/03/2023 15:00,6.190002,971,0,2.302002,3.469002,281.200195,287.399902,1740.95
07/03/2023 16:00,5.635002,971,0,2.175999,3.243,303.299805,283.700195,1338.67
07/03/2023 17:00,5.628998,971,0,1.829,3.415001,267.899902,261,1087.46
07/03/2023 18:00,3.938,971,0,0.937,1.809,264.100098,273.600098,285.76
07/03/2023 19:00,2.675999,971,0,0.859,1.146999,250.699951,264.799805,161.23
07/03/2023 20:00,1.15,972,0,0.49,1.246,266.600098,257.299805,105.35
07/03/2023 21:00,0.535,971,0,0.661,1.438999,273.799805,265,64.11
07/03/2023 22:00,-0.474,971,0,0.467,1.063,0,273.399902,35.80
07/03/2023 23:00,-1.177999,970,0,0.789,0.996,198.600098,231.100098,23.46
08/03/2023 00:00,-1.041,969,0,0.674,1.424999,268.899902,263,19.52
08/03/2023 01:00,-1.409,969,0,1.416,2.026001,236.699951,239.300049,19.92
08/03/2023 02:00,-1.351,968,0,0.917,1.457001,244.5,251.199951,31.97
08/03/2023 03:00,-1.704,967,0,0.636,1.027,236.100098,239.199951,69.12
08/03/2023 04:00,-1.916,966,0,0.267,0.699,0,249.5,102.03
08/03/2023 05:00,-1.482,965,0,0.585,1.228001,0,326.899902,120.05
08/03/2023 06:00,-1.121,965,0,0.909,1.499001,342.700195,348.799805,142.03
08/03/2023 07:00,-1.268,965,0,1.712999,2.172001,358.799805,4.433998,190.20
08/03/2023 08:00,-1.173,965,0,1.747999,2.137001,20.790009,12.889999,268.62
08/03/2023 09:00,-0.701,965,0,1.152,1.444,7.281998,358,457.91
08/03/2023 10:00,0.14,965,0,1.507,2.030998,23.149994,11.770004,755.73
08/03/2023 11:00,1.318001,964,0,2.595001,3.339001,21.290009,16.769989,1010.33
08/03/2023 12:00,3.139999,964,0,3.997002,6.504997,60.359985,56.830017,911.74
08/03/2023 13:00,3.273998,964,0,3.014999,4.759003,56.309998,51.929993,683.21
08/03/2023 14:00,0.408,964,0,1.603001,3.16,80.900024,88.400024,698.99
08/03/2023 15:00,0.776,963,0,1.499001,2.398998,70.630005,81,846.83
08/03/2023 16:00,0.97,963,0,1.788,2.631001,63.179993,67.75,770.61
08/03/2023 17:00,0.858,963,0,2.488998,4.153,71.48999,68.680054,794.58
08/03/2023 18:00,0.616,963,0,2.594002,4.429001,66.560059,59.73999,749.67
08/03/2023 19:00,0.776,964,0,1.612,2.420002,62.330017,53.5,704.41
08/03/2023 20:00,0.703,964,0,2.181999,3.089001,36.599976,28.059998,671.21
08/03/2023 21:00,0.474,964,0,2.055,2.804001,35.690002,27.26001,595.40
08/03/2023 22:00,0.37,964,0,1.826,4.720001,36.210022,26.399994,446.27
08/03/2023 23:00,0.477,965,0,2.762001,3.542999,33.539978,27.929993,422.64
09/03/2023 00:00,0.361,965,0,2.507999,3.755001,39.280029,29.950012,395.55
09/03/2023 01:00,0.419,966,0,2.377998,3.334,37.97998,36.450012,386.92
09/03/2023 02:00,0.496,966,0,1.562,2.269001,45.580017,32.450012,285.80
09/03/2023 03:00,0.582,966,0,0.561,1.042999,356.899902,2.374001,235.39
09/03/2023 04:00,0.53,966,0,1.215,1.902,48.690002,31.940002,223.93
09/03/2023 05:00,0.458,967,0,0.971,1.660999,58.059998,39.599976,245.87
09/03/2023 06:00,0.184,967,0,1.215,1.797001,36.460022,28.079987,271.01
09/03/2023 07:00,0.238,967,0,1.893,2.597,44.830017,32.799988,327.44
09/03/2023 08:00,0.253,967,0,1.723,2.269001,40.97998,47.690002,429.09
09/03/2023 09:00,0.426,967,0,2.210999,3.055,59.470032,45.52002,546.44
09/03/2023 10:00,0.706,967,0,1.698999,2.701,57.380005,62.440002,591.65
09/03/2023 11:00,0.541,966,0,1.674999,2.623001,60.119995,64.810059,662.78
09/03/2023 12:00,0.752,966,0,2.202999,3.555,75.079956,73.790039,638.97
09/03/2023 13:00,1.02,965,0,3.138,3.802002,62.320007,74.619995,692.84
09/03/2023 14:00,1.094999,964,0.2,2.57,3.761002,69.530029,70.440063,756.09
09/03/2023 15:00,0.464,964,0,1.952999,2.934002,57.140015,64.459961,772.29
09/03/2023 16:00,0.658,963,0,2.205002,3.161999,59.27002,55.809998,761.09
09/03/2023 17:00,0.585,962,0,2.229,3.367001,64.630005,58.570007,760.45
09/03/2023 18:00,0.715,962,0,2.466999,3.015999,45.549988,45.970032,801.49
09/03/2023 19:00,0.44,961,0,2.528999,3.389999,43.659973,46.599976,839.61
09/03/2023 20:00,0.659,960,0,3.123001,6.460999,44.460022,76.810059,850.32
09/03/2023 21:00,0.696,960,0.2,2.632999,4.055,48.619995,45.030029,865.45
09/03/2023 22:00,0.76,959,0,3.091,4.584999,47.179993,49.960022,817.46
09/03/2023 23:00,0.854,959,0,3.403,4.948997,44.330017,38.02002,837.43
10/03/2023 00:00,0.54,959,0,3.292,4.509003,31.73999,27.149994,901.92
10/03/2023 01:00,0.332,959,0,3.476002,4.378998,33.890015,33.099976,936.23
10/03/2023 02:00,0.378,959,0,4.551003,6.260002,39.309998,24.940002,978.59
10/03/2023 03:00,0.509,960,0,3.701,5.107002,40.539978,36.609985,1047.83
10/03/2023 04:00,0.57,961,0,4.760002,7.133003,38.150024,33.409973,1131.72
10/03/2023 05:00,0.259,963,0,4.502998,4.047997,34.419983,18.380005,1161.92
10/03/2023 06:00,0.321,964,0,7.877998,5.939003,0,3.363998,1096.13
10/03/2023 07:00,0.347,967,0,4.036003,5.682999,18.619995,4.338997,987.92
10/03/2023 08:00,0.356,969,0,3.375,4.625,0.269,339.299805,934.68
10/03/2023 09:00,0.652,972,0,2.549,4.255997,6.620003,347,907.07
10/03/2023 10:00,1.068001,973,0,3.561001,5.237999,327.399902,327.299805,924.90
10/03/2023 11:00,1.193001,975,0,2.797001,4.527,332.899902,331.399902,896.75
10/03/2023 12:00,2.498001,975,0,3.376999,5.184998,324.100098,320.200195,872.83
10/03/2023 13:00,3.998001,977,0,1.987,3.816002,321.299805,317.899902,873.57
10/03/2023 14:00,4.237,978,0.2,2.504002,4.222,301.799805,309,799.34
10/03/2023 15:00,4.743004,979,0,2.587002,3.288002,325.5,305.5,709.77
10/03/2023 16:00,4.719002,979,0,2.271,4.345001,334.200195,328.5,496.07
10/03/2023 17:00,4.158997,980,0,1.653,2.845001,314.299805,302.100098,161.58
10/03/2023 18:00,2.456001,981,0,1.413,2.542,252,247.600098,66.88
10/03/2023 19:00,0.978,981,0,0.985,1.943001,235.100098,234.300049,39.08
10/03/2023 20:00,0.366,981,0,1.051001,1.773001,259.200195,250,26.25
10/03/2023 21:00,-0.415,982,0,1.527,2.514999,244.399902,244.699951,28.56
10/03/2023 22:00,-0.624,982,0,1.521999,2.589001,233.399902,226.899902,20.67
10/03/2023 23:00,-0.347,983,0,1.318001,2.042999,258,249.699951,21.17
11/03/2023 00:00,-1.204,983,0,0.556,1.144001,234.300049,247.199951,24.96
11/03/2023 01:00,-1.603001,983,0,0.893,1.33,240.100098,248.800049,24.16
11/03/2023 02:00,-1.823,982,0,1.049,1.429001,238.399902,237.300049,22.49
11/03/2023 03:00,-2.259998,982,0,0.955,1.389999,231.899902,240.399902,23.67
11/03/2023 04:00,-2.772999,982,0,0.629,1.365999,0,262.100098,24.41
11/03/2023 05:00,-2.584999,983,0,0.91,1.445,209.300049,226,24.67
11/03/2023 06:00,-2.547001,983,0,0.541,0.859,232.100098,248.100098,25.45
11/03/2023 07:00,-2.205002,983,0,0.407,0.301,104.699951,32.320007,28.57
11/03/2023 08:00,-1.211,983,0,0.653,1.066999,0,213.300049,37.56
11/03/2023 09:00,1.465,983,0,0.389,0.569,188,236.899902,55.00
11/03/2023 10:00,3.383999,983,0,1.899,2.655998,233.800049,222.800049,138.63
11/03/2023 11:00,4.175003,983,0,2.578999,2.942001,224.5,209.300049,238.58
11/03/2023 12:00,5.277,983,0,2.268002,3.101002,201.699951,185.899902,290.11
11/03/2023 13:00,5.709,982,0,3.16,4.168999,207.899902,197.399902,328.48
11/03/2023 14:00,5.429001,982,0,1.566999,2.939999,162.199951,150.399902,339.28
11/03/2023 15:00,5.426003,981,0,1.648001,2.681,145.600098,137.800049,361.24
11/03/2023 16:00,5.348,981,0.2,1.871,3.247002,170.100098,158.699951,354.68
11/03/2023 17:00,3.069,981,0,2.391998,4.392998,158.899902,150.399902,436.50
11/03/2023 18:00,2.179001,980,0.2,1.198999,1.896999,131.600098,112.900024,429.52
11/03/2023 19:00,2.335999,980,0,0.504,0.931,175.100098,131.199951,516.08
11/03/2023 20:00,1.799,979,0.2,1.452,2.485001,134.5,130.600098,488.64
11/03/2023 21:00,1.507999,979,0,1.162001,1.889,138.899902,132.5,592.77
11/03/2023 22:00,0.635,977,0,0.831,1.688999,148.5,128.899902,537.54
11/03/2023 23:00,0.963,976,0,0.961,1.93,177.5,156.300049,489.40
12/03/2023 00:00,1.636999,975,0,1.337999,2.140999,186.300049,173.100098,374.28
12/03/2023 01:00,2.203999,975,0,0.765,1.273001,194.899902,185.399902,277.80
12/03/2023 02:00,2.821999,974,0,1.975,3.226002,226.800049,219.300049,298.60
12/03/2023 03:00,4.605003,973,0,3.026001,4.229004,225.800049,217.199951,472.69
12/03/2023 04:00,5.699997,974,0,0.86,1.735001,252.100098,231,659.59
12/03/2023 05:00,7.435997,974,0,1.503,2.437,249.5,245.100098,775.76
12/03/2023 06:00,7.18,975,0,1.961,2.814999,195.699951,192.100098,821.25
12/03/2023 07:00,7.422997,975,0,0.888,1.516001,227.100098,209.800049,894.80
12/03/2023 08:00,7.596001,976,0,1.958,3.07,201.600098,188.199951,869.88
12/03/2023 09:00,8.809998,976,0,3.547001,4.341003,227.899902,225.5,709.22
12/03/2023 10:00,8.940002,975,0,4.042,4.922997,227.300049,219.199951,720.61
12/03/2023 11:00,9.789993,975,0,3.640999,4.568001,210.699951,207,776.58
12/03/2023 12:00,11.059998,975,0,3.921001,4.329002,230.699951,224.100098,840.43
12/03/2023 13:00,12.240005,974,0,3.798,5.503998,201.899902,192.300049,799.25
12/03/2023 14:00,12.440002,974,0,4.947998,6.082001,219.199951,204,946.89
12/03/2023 15:00,12.350006,973,0,3.588001,4.487,216.100098,205.399902,964.80
12/03/2023 16:00,12.110001,972,0,2.598,3.289001,189,188.199951,860.31
12/03/2023 17:00,11.229996,970,0,4.252998,5.388,212.399902,201.899902,778.71
12/03/2023 18:00,10.630005,969,0,4.153999,5.618004,190.800049,185.300049,763.67
12/03/2023 19:00,10.470001,968,0,4.209,5.518997,226.300049,216.399902,686.85
12/03/2023 20:00,10.039993,966,0,3.851002,4.606003,220.100098,210.300049,631.12
12/03/2023 21:00,9.550003,965,0,2.005001,2.761002,189.699951,178.100098,660.65
12/03/2023 22:00,9.740005,962,0,2.611,3.702999,181.199951,175,698.23
12/03/2023 23:00,10.020004,960,0,1.938999,3.998001,174.600098,165.899902,700.64
13/03/2023 00:00,10.869995,958,0,2.477001,3.331001,159.300049,156.699951,789.44
13/03/2023 01:00,11.460007,956,0,3.646999,4.253998,208.399902,190.399902,885.25
13/03/2023 02:00,11.930008,954,0,5.449997,6.566002,215.199951,209.800049,974.28
13/03/2023 03:00,12.369995,953,0,6.708,8.880005,222.399902,210,1153.39
13/03/2023 04:00,12.130005,952,0,7.416,9.460007,223.899902,212.600098,1414.85
13/03/2023 05:00,12.320007,951,0,5.505997,7.189003,216.399902,211.800049,1420.65
13/03/2023 06:00,12.539993,949,0,7.764,10.080002,231.300049,218.100098,1491.52
13/03/2023 07:00,11.119995,949,0,7.829002,9.570007,221.899902,215.5,1558.55
13/03/2023 08:00,10.619995,949,0,7.059998,7.182999,222.899902,214.699951,1590.27
13/03/2023 09:00,11.160004,948,0,6.067001,7.289001,227.699951,216.300049,1573.04
13/03/2023 10:00,11.580002,947,0,6.960999,9.690002,223.100098,216.899902,1467.28
13/03/2023 11:00,12,947,0,7.931,9.589996,230.199951,224.600098,1551.14
13/03/2023 12:00,12.75,947,0,9.070007,12.710007,236.5,226.699951,1482.32
13/03/2023 13:00,11.080002,948,0,6.929001,8.589996,226.600098,222.399902,1543.78
13/03/2023 14:00,10.740005,948,0,5.789001,7.169998,232,224.600098,1563.12
13/03/2023 15:00,12.139999,948,0,6.866997,8.509995,227.100098,225,1516.21
13/03/2023 16:00,10.800003,948,0,7.144997,7.542,229,210.199951,1439.59
13/03/2023 17:00,11.050003,948,0,4.602997,6.476997,231.100098,224.600098,1352.40
13/03/2023 18:00,10.589996,948,0,4.378998,4.887001,218.600098,215,1239.43
13/03/2023 19:00,10.320007,948,0,4.119003,5.794998,199.5,191.300049,1149.72
13/03/2023 20:00,9.789993,949,0,3.388,4.625,215.199951,210.600098,920.22
13/03/2023 21:00,7.195,951,0,2.466999,4.441002,297.100098,33.090027,818.00
13/03/2023 22:00,6.489998,952,0,1.804001,2.778,300.5,307.100098,814.79
13/03/2023 23:00,4.601997,954,0,1.839001,3.678001,316.200195,325.899902,763.36
14/03/2023 00:00,4.486,956,0,1.782,3.215,308.399902,305.799805,721.51
14/03/2023 01:00,4.355003,958,0,1.620001,2.831001,312.5,317.100098,726.26
14/03/2023 02:00,3.869999,960,0,2.133999,3.005001,354.200195,335.299805,758.55
14/03/2023 03:00,3.104,961,0,2.755001,5.144997,345.200195,329.200195,725.16
14/03/2023 04:00,3.077999,963,0,2.201,3.963001,348.600098,330.899902,739.10
14/03/2023 05:00,2.77,966,0,2.189999,3.606998,14.169998,344.200195,815.00
14/03/2023 06:00,2.641998,968,0,2.237,3.291,343.700195,336.799805,724.74
14/03/2023 07:00,2.566002,970,0,2.445,4.186996,321.600098,314.700195,556.23
14/03/2023 08:00,3.230999,972,0,1.693001,3.153,297.399902,301.299805,560.95
14/03/2023 09:00,4.140999,974,0,2.411999,4.128998,298.600098,291.899902,872.89
14/03/2023 10:00,4.899002,976,0,2.170002,3.479,268.700195,265.200195,1133.66
14/03/2023 11:00,6.172997,977,0,3.526001,4.234001,281.600098,281.299805,1249.56
14/03/2023 12:00,2.659,978,0,2.423,3.457001,260.100098,252.100098,1272.36
14/03/2023 13:00,6.378998,978,0,2.778999,5.221001,269.5,262.700195,1243.08
14/03/2023 14:00,4.986,978,0,2.645,4.364998,263.899902,270.299805,1399.93
14/03/2023 15:00,3.599998,979,0,3.587002,6.008003,273.799805,264.600098,1166.92
14/03/2023 16:00,3.174,980,0,2.117001,3.492001,259.200195,263.700195,1007.13
14/03/2023 17:00,4.113998,981,0,1.740999,3.023998,281.200195,275,901.86
14/03/2023 18:00,3.627998,982,0,0.835,1.500999,261.5,265.299805,745.96
14/03/2023 19:00,3.546001,983,0,0.412,1.042,264.600098,274.799805,606.48
14/03/2023 20:00,3.09,984,0,0.581,1.419001,0,258,476.48
14/03/2023 21:00,1.613001,985,0,0.903,1.509001,286.5,279.600098,343.79
14/03/2023 22:00,1.145,985,0,1.231001,1.240999,129.699951,124.300049,116.03
14/03/2023 23:00,0.044,986,0,0.32,0.709,238,357.5,71.55
15/03/2023 00:00,0.043,987,0,0.397,1.055,247.300049,261.5,60.16
15/03/2023 01:00,0.008,988,0,0.843,1.437,232.5,245.899902,46.39
15/03/2023 02:00,-0.532,989,0,0.5,1.247,0,256.100098,34.17
15/03/2023 03:00,-1.155001,989,0,0.385,1.143,236.600098,256.100098,29.08
15/03/2023 04:00,-1.223,989,0,0.751,1.531,244.600098,249,23.57
15/03/2023 05:00,-1.881001,989,0,0.459,0.955,257.799805,267,22.91
15/03/2023 06:00,-1.937,989,0,1.129,1.368999,239.300049,251.5,35.81
15/03/2023 07:00,-1.268,990,0,0.314,0.793,336.200195,255.199951,47.11
15/03/2023 08:00,0.382,989,0,2.384998,3.045002,209.800049,203,91.60
15/03/2023 09:00,2.478001,990,0,1.725,2.069,188.800049,173.800049,240.60
15/03/2023 10:00,3.219002,989,0,2.446999,3.083,205.5,188.199951,620.15
15/03/2023 11:00,4.182999,989,0,3.965,4.968002,221.399902,211.699951,835.68
15/03/2023 12:00,5.775002,989,0,2.963001,3.915001,217.699951,210,983.24
15/03/2023 13:00,6.129997,988,0,3.938,4.594002,213.300049,203.300049,977.49
15/03/2023 14:00,6.274002,987,0,3.036999,3.973999,215.5,196.899902,1038.07
15/03/2023 15:00,6.332001,987,0,4.382004,5.022003,212.800049,204.800049,863.00
15/03/2023 16:00,5.537003,986,0,2.862,3.786999,209.5,189.199951,699.40
15/03/2023 17:00,4.878998,986,0,2.167,3.110001,180.800049,165.800049,707.32
15/03/2023 18:00,4.644997,985,0,1.079,2.120998,131.300049,135.199951,742.05
15/03/2023 19:00,4.834999,984,0,1.796,2.990002,151,162.800049,730.85
15/03/2023 20:00,5.015999,983,0,1.361,2.295002,161.399902,143.800049,734.17
15/03/2023 21:00,5.484001,982,0,1.896,3.493,167.800049,159.5,762.47
15/03/2023 22:00,5.903,981,0,2.373001,3.943001,171.699951,159.300049,662.55
15/03/2023 23:00,6.134003,980,0,2.139,3.556,171.699951,162.800049,603.69
16/03/2023 00:00,6.397003,979,0,1.789,2.907001,168.199951,155.5,583.23
16/03/2023 01:00,7.107002,978,0,3.056999,4.088997,192.800049,178.199951,613.36
16/03/2023 02:00,7.686996,976,0,1.986,2.782001,172.199951,171.399902,666.15
16/03/2023 03:00,8.389999,975,0,2.226002,2.824001,173.100098,165.899902,748.35
16/03/2023 04:00,8.970001,974,0,3.963001,5.193001,222.899902,203.300049,857.55
16/03/2023 05:00,9.259995,974,0,4.002998,5.198997,219.5,207.699951,948.89
16/03/2023 06:00,9.770004,974,0,3.776001,4.922997,218.899902,212.199951,986.62
16/03/2023 07:00,10.029999,973,0,3.488998,5.230003,216,211.5,874.45
16/03/2023 08:00,10.330002,973,0,6.250999,7.499001,215.699951,211,856.57
16/03/2023 09:00,11.029999,973,0,5.857002,7.278,223,209.800049,959.62
16/03/2023 10:00,10.550003,974,0,4.044998,4.661003,210.699951,197.800049,966.71
16/03/2023 11:00,10.930008,973,0,3.066002,4.175003,180.100098,173.199951,997.15
16/03/2023 12:00,12.039993,973,0,5.257004,6.523003,210.600098,196.300049,981.28
16/03/2023 13:00,12.059998,973,0,3.747002,4.827003,224.899902,203.100098,996.01
16/03/2023 14:00,12.449997,972,0,4.755997,6.130997,222.399902,210.699951,930.22
