Date,Time,NO2_BR,Lat_BR,Lon_BR,NO2_DG,Lat_DG,Lon_DG,NO2_T,Lat_T,Lon_T
2023-01-08,09:00:00,35.95272,53.40495,-1.455815,9.82283,53.378622,-1.478096,10.59083,53.41058,-1.396139
2023-01-08,10:00:00,24.51859,53.40495,-1.455815,9.87681,53.378622,-1.478096,12.91819,53.41058,-1.396139
2023-01-08,11:00:00,28.66531,53.40495,-1.455815,13.87973,53.378622,-1.478096,12.12734,53.41058,-1.396139
2023-01-08,12:00:00,29.86088,53.40495,-1.455815,15.59797,53.378622,-1.478096,16.63717,53.41058,-1.396139
2023-01-08,13:00:00,29.35953,53.40495,-1.455815,18.72203,53.378622,-1.478096,13.37042,53.41058,-1.396139
2023-01-08,14:00:00,23.77467,53.40495,-1.455815,12.01355,53.378622,-1.478096,13.27096,53.41058,-1.396139
2023-01-08,15:00:00,25.17142,53.40495,-1.455815,8.78896,53.378622,-1.478096,18.62202,53.41058,-1.396139
2023-01-08,16:00:00,26.26827,53.40495,-1.455815,11.64639,53.378622,-1.478096,22.92591,53.41058,-1.396139
2023-01-08,17:00:00,39.30161,53.40495,-1.455815,12.53736,53.378622,-1.478096,26.98741,53.41058,-1.396139
2023-01-08,18:00:00,49.00745,53.40495,-1.455815,18.24829,53.378622,-1.478096,28.32033,53.41058,-1.396139
2023-01-08,19:00:00,42.70465,53.40495,-1.455815,15.85956,53.378622,-1.478096,15.73699,53.41058,-1.396139
2023-01-08,20:00:00,36.00678,53.40495,-1.455815,21.9953,53.378622,-1.478096,20.19319,53.41058,-1.396139
2023-01-08,21:00:00,41.04969,53.40495,-1.455815,20.173,53.378622,-1.478096,16.48357,53.41058,-1.396139
2023-01-08,22:00:00,25.51837,53.40495,-1.455815,13.82852,53.378622,-1.478096,14.80086,53.41058,-1.396139
2023-01-08,23:00:00,17.77702,53.40495,-1.455815,7.95437,53.378622,-1.478096,12.37183,53.41058,-1.396139
2023-01-08,24:00:00,26.16552,53.40495,-1.455815,7.06984,53.378622,-1.478096,19.94312,53.41058,-1.396139
2023-01-09,01:00:00,38.39453,53.40495,-1.455815,12.62392,53.378622,-1.478096,11.15245,53.41058,-1.396139
2023-01-09,02:00:00,6.65284,53.40495,-1.455815,9.3645,53.378622,-1.478096,10.64042,53.41058,-1.396139
2023-01-09,03:00:00,11.42669,53.40495,-1.455815,9.67624,53.378622,-1.478096,17.12478,53.41058,-1.396139
2023-01-09,04:00:00,7.33444,53.40495,-1.455815,4.68158,53.378622,-1.478096,14.15938,53.41058,-1.396139
2023-01-09,05:00:00,9.4312,53.40495,-1.455815,5.30535,53.378622,-1.478096,18.5678,53.41058,-1.396139
2023-01-09,06:00:00,10.73061,53.40495,-1.455815,6.13804,53.378622,-1.478096,26.97966,53.41058,-1.396139
2023-01-09,07:00:00,26.65408,53.40495,-1.455815,6.55502,53.378622,-1.478096,45.51406,53.41058,-1.396139
2023-01-09,08:00:00,46.8785,53.40495,-1.455815,14.15379,53.378622,-1.478096,33.88627,53.41058,-1.396139
2023-01-09,09:00:00,80.38042,53.40495,-1.455815,29.03839,53.378622,-1.478096,53.11705,53.41058,-1.396139
2023-01-09,10:00:00,36.09317,53.40495,-1.455815,19.51266,53.378622,-1.478096,31.7483,53.41058,-1.396139
2023-01-09,11:00:00,38.98867,53.40495,-1.455815,18.93927,53.378622,-1.478096,36.70728,53.41058,-1.396139
2023-01-09,12:00:00,28.15678,53.40495,-1.455815,11.86677,53.378622,-1.478096,28.33824,53.41058,-1.396139
2023-01-09,13:00:00,30.40003,53.40495,-1.455815,9.47422,53.378622,-1.478096,19.17516,53.41058,-1.396139
2023-01-09,14:00:00,32.94217,53.40495,-1.455815,10.20164,53.378622,-1.478096,17.73776,53.41058,-1.396139
2023-01-09,15:00:00,33.79437,53.40495,-1.455815,12.5428,53.378622,-1.478096,22.93629,53.41058,-1.396139
2023-01-09,16:00:00,33.99397,53.40495,-1.455815,12.69846,53.378622,-1.478096,32.24532,53.41058,-1.396139
2023-01-09,17:00:00,54.60404,53.40495,-1.455815,12.28048,53.378622,-1.478096,34.38107,53.41058,-1.396139
2023-01-09,18:00:00,51.06172,53.40495,-1.455815,13.63719,53.378622,-1.478096,28.97729,53.41058,-1.396139
2023-01-09,19:00:00,31.9946,53.40495,-1.455815,8.74229,53.378622,-1.478096,19.61211,53.41058,-1.396139
2023-01-09,20:00:00,28.25294,53.40495,-1.455815,8.68977,53.378622,-1.478096,13.12331,53.41058,-1.396139
2023-01-09,21:00:00,18.71865,53.40495,-1.455815,10.09359,53.378622,-1.478096,15.49704,53.41058,-1.396139
2023-01-09,22:00:00,14.92583,53.40495,-1.455815,7.12828,53.378622,-1.478096,12.02991,53.41058,-1.396139
2023-01-09,23:00:00,11.18036,53.40495,-1.455815,5.30748,53.378622,-1.478096,9.01032,53.41058,-1.396139
2023-01-09,24:00:00,13.17568,53.40495,-1.455815,5.0478,53.378622,-1.478096,10.64329,53.41058,-1.396139
2023-01-10,01:00:00,16.2928,53.40495,-1.455815,5.27735,53.378622,-1.478096,10.76086,53.41058,-1.396139
2023-01-10,02:00:00,9.04442,53.40495,-1.455815,8.95738,53.378622,-1.478096,12.18,53.41058,-1.396139
2023-01-10,03:00:00,9.12747,53.40495,-1.455815,6.35449,53.378622,-1.478096,18.06908,53.41058,-1.396139
2023-01-10,04:00:00,13.21791,53.40495,-1.455815,6.87646,53.378622,-1.478096,8.56516,53.41058,-1.396139
2023-01-10,05:00:00,11.47165,53.40495,-1.455815,5.25925,53.378622,-1.478096,12.18421,53.41058,-1.396139
2023-01-10,06:00:00,18.35475,53.40495,-1.455815,12.3397,53.378622,-1.478096,14.90598,53.41058,-1.396139
