0,1,2,3
2.0,256.0,636.0,2976.0
2.0,259.0,2613.0,2114.0
2.0,260.0,3454.0,944.0
2.0,261.0,2613.0,650.0
2.0,262.0,2613.0,2365.0
2.0,265.0,2613.0,3062.0
2.0,266.0,2613.0,2602.0
2.0,267.0,2041.0,3328.0
2.0,269.0,718.0,214.0
2.0,270.0,3454.0,2906.0
2.0,271.0,3264.0,340.0
2.0,275.0,3144.0,989.0
2.0,277.0,972.0,499.0
2.0,289.0,3143.0,2102.0
2.0,292.0,718.0,1594.0
2.0,295.0,3264.0,1419.0
2.0,298.0,2743.0,1265.0
2.0,305.0,3430.0,2359.0
2.0,307.0,718.0,248.0
2.0,311.0,3430.0,253.0
2.0,312.0,3264.0,251.0
2.0,313.0,2041.0,3377.0
2.0,316.0,2613.0,1868.0
2.0,317.0,2613.0,136.0
2.0,319.0,3430.0,3633.0
2.0,321.0,972.0,241.0
2.0,322.0,3455.0,3192.0
2.0,325.0,2743.0,1579.0
2.0,328.0,3455.0,2513.0
2.0,333.0,3263.0,256.0
2.0,336.0,2744.0,255.0
2.0,344.0,200.0,259.0
3.0,1.0,2443.0,1997.0
3.0,2.0,2443.0,718.0
3.0,3.0,2443.0,2443.0
3.0,5.0,2443.0,2010.0
3.0,6.0,2443.0,3195.0
3.0,7.0,2443.0,3589.0
3.0,11.0,2443.0,333.0
3.0,13.0,2443.0,1423.0
3.0,15.0,2443.0,2957.0
3.0,18.0,2443.0,31.0
3.0,20.0,2443.0,681.0
3.0,23.0,2443.0,866.0
3.0,24.0,2443.0,1491.0
3.0,27.0,2443.0,683.0
3.0,30.0,2443.0,3966.0
3.0,43.0,2443.0,686.0
3.0,44.0,2443.0,3593.0
3.0,46.0,2443.0,714.0
3.0,47.0,2443.0,1981.0
3.0,51.0,2443.0,2580.0
3.0,53.0,2443.0,2739.0
3.0,68.0,2443.0,440.0
3.0,70.0,2443.0,146.0
3.0,72.0,2443.0,34.0
3.0,73.0,2443.0,333.0
3.0,95.0,2443.0,3229.0
3.0,105.0,2443.0,2342.0
3.0,110.0,2443.0,2877.0
3.0,117.0,2443.0,137.0
3.0,122.0,2443.0,570.0
3.0,123.0,2443.0,682.0
3.0,125.0,2443.0,720.0
3.0,132.0,2443.0,3202.0
3.0,141.0,2443.0,238.0
3.0,147.0,2443.0,337.0
3.0,154.0,2443.0,3580.0
3.0,163.0,2443.0,2192.0
3.0,168.0,2443.0,2464.0
3.0,181.0,2443.0,2221.0
3.0,182.0,2443.0,2598.0
3.0,189.0,2443.0,1918.0
3.0,196.0,2443.0,436.0
3.0,198.0,2443.0,826.0
3.0,199.0,2443.0,1409.0
3.0,203.0,2443.0,1444.0
3.0,225.0,2443.0,84.0
3.0,234.0,2443.0,80.0
3.0,236.0,2443.0,1916.0
3.0,248.0,2443.0,692.0
3.0,275.0,2443.0,55.0
3.0,334.0,2443.0,149.0
4.0,4.0,314.0,283.0
4.0,5.0,1198.0,2011.0
4.0,6.0,1198.0,1812.0
4.0,7.0,1196.0,3941.0
4.0,8.0,3149.0,588.0
4.0,9.0,1198.0,2396.0
4.0,10.0,303.0,3927.0
4.0,11.0,303.0,333.0
4.0,13.0,1198.0,2366.0
4.0,14.0,3149.0,1744.0
4.0,15.0,893.0,3242.0
4.0,18.0,1197.0,3970.0
4.0,21.0,303.0,1207.0
4.0,23.0,284.0,12.0
4.0,24.0,1198.0,3704.0
4.0,29.0,1198.0,3524.0
4.0,30.0,3349.0,3966.0
4.0,33.0,283.0,3128.0
4.0,41.0,1198.0,3899.0
4.0,43.0,1198.0,682.0
4.0,44.0,303.0,85.0
4.0,45.0,892.0,779.0
4.0,48.0,1198.0,818.0
4.0,50.0,893.0,1999.0
4.0,52.0,1198.0,1842.0
