u,v,key,osmid,oneway,lanes_OSMNx,ref,highway,maxspeed,reversed,length,bridge,ID,ID_tuple,new_ID,count,speedlim,lanes,width,highway_key,class,road_class,capacity,congFactor,avgSpeed,criticalDensity,u_original,v_original,geometry,idx,u_Old,v_Old,key_Old,name,junction,access,width_OSMNx,suspicious_width,tunnel
499,500,0,"[4387587, 1030500254, 206186262]",False,"['2', '3']",B6081,secondary,30 mph,True,162.42286900869712,,"[4387587, 1030500254, 206186262]","(4387587, 1030500254, 206186262)",1279,2,48.2802,3.0,9.244928571428574,secondary,UAP3,3,1126.66191344125,0.3,14.48406,77.78633293712191,50507008,248805162,"LINESTRING (-1.4765669000000003 53.36385129999999, -1.4750709999999996 53.364679499999994, -1.4749759005325427 53.36491325004603)","(504, 505, 0)",504,505,0,Abbeydale Road,,,,,
499,501,0,"[206186260, 973141934]",False,"['2', '3']",A621,primary,30 mph,True,378.04699999999997,,"[206186260, 973141934]","(206186260, 973141934)",1280,2,48.2802,3.0,9.244928571428574,primary,UAP3,3,1126.66191344125,0.3,14.48406,77.78633293712191,50507008,256819073,"LINESTRING (-1.4765669000000003 53.36385129999999, -1.4791449999999997 53.36086159999999)","(504, 506, 0)",504,506,0,Abbeydale Road,,,,,
307,308,0,23057869,False,2,B6388,secondary,30 mph,False,145.96000000000004,,[23057869],"(23057869,)",2379,2,48.2802,2.0,7.169747619047621,secondary,UAP3,3,923.645803870954,0.3,14.48406,63.769813427378374,1540492612,248806382,"LINESTRING (-1.4684064999999995 53.364001099999996, -1.4693348000000004 53.3628516)","(312, 313, 0)",312,313,0,Prospect Road,,,,,
307,21,0,"[23280024, 4378017, 23057869, 93917150]",False,2,B6388,secondary,30 mph,True,337.1130541101617,yes,"[23280024, 4378017, 23057869, 93917150]","(23280024, 4378017, 23057869, 93917150)",1283,2,48.2802,2.0,7.169747619047621,secondary,UAP3,3,923.645803870954,0.3,14.48406,63.769813427378374,1540492612,51248758,"LINESTRING (-1.4684064999999995 53.364001099999996, -1.4697164000000011 53.36560540000001, -1.4709002319551443 53.364582019816375)","(312, 25, 0)",312,25,0,"['Havelock Bridge', 'Prospect Road', 'Myrtle Road']",,,,,
308,307,0,23057869,False,2,B6388,secondary,30 mph,True,145.95999999999998,,[23057869],"(23057869,)",2379,2,48.2802,2.0,7.169747619047621,secondary,UAP3,3,923.645803870954,0.3,14.48406,63.769813427378374,248806382,1540492612,"LINESTRING (-1.4693348000000004 53.3628516, -1.4684064999999995 53.364001099999996)","(313, 312, 0)",313,312,0,Prospect Road,,,,,
308,261,0,"[32076776, 23057865]",False,2,B6388,secondary,30 mph,False,533.639,,"[32076776, 23057865]","(32076776, 23057865)",693,2,48.2802,2.0,7.169747619047621,secondary,UAP3,3,923.645803870954,0.3,14.48406,63.769813427378374,248806382,26788029,"LINESTRING (-1.4693348000000004 53.3628516, -1.4636381999999994 53.35954490000001)","(313, 266, 0)",313,266,0,"['Spencer Road', 'Richards Road']",,,,,
308,21,0,32209151,False,,,unclassified,20 mph,False,438.7256572837274,,[32209151],"(32209151,)",2380,2,32.1868,1.0,4.137181359041696,unclassified,UAP4,4,542.9208760574087,0.3,9.656039999999999,56.22603842335044,248806382,361194016,"LINESTRING (-1.4693348000000004 53.3628516, -1.4709546000000007 53.36195750000001, -1.4709002319551443 53.364582019816375)","(313, 25, 0)",313,25,0,Prospect Road,,,,,
502,320,0,"[14339872, 93373449, 103895045, 103895041]",False,"['2', '3']",,tertiary,20 mph,True,358.1092791659297,yes,"[14339872, 93373449, 103895045, 103895041]","(14339872, 93373449, 103895045, 103895041)",4492,1,32.1868,3.0,9.302,tertiary,UAP4,4,1038.230194746018,0.3,9.656039999999999,107.52132289696586,6567692165,1173003087,"LINESTRING (-1.4646060499727713 53.36916330000779, -1.4646496 53.369189999999996, -1.4684908999999997 53.3713906)","(507, 325, 0)",507,325,0,Charlotte Road,,,,,
502,319,0,"[173045970, 823157570, 823157571]",True,"['2', '3']",A61,trunk,30 mph,False,399.56724837962065,,"[173045970, 823157570, 823157571]","(173045970, 823157570, 823157571)",4493,1,48.2802,3.0,9.244928571428574,trunk,UAP2,2,1274.204314754886,0.3,14.48406,87.97286912335947,6567692165,1838721769,"LINESTRING (-1.4646060499727713 53.36916330000779, -1.4646496 53.369189999999996, -1.4636621000000007 53.37184829999999, -1.4622764212685464 53.371789636083534)","(507, 324, 0)",507,324,0,Queens Road,,,,,
502,21,0,"[823157576, 93373468, 173066733, 173066734]",True,2,A61,trunk,30 mph,False,663.5889781868347,,"[823157576, 93373468, 173066733, 173066734]","(823157576, 93373468, 173066733, 173066734)",2530,1,48.2802,2.0,7.169747619047621,trunk,UAP2,2,1044.6021602016149,0.3,14.48406,72.12081144386414,260097827,6567692167,"LINESTRING (-1.4646060499727713 53.36916330000779, -1.4645625 53.369136600000004, -1.4668577000000016 53.367574899999994, -1.4709002319551443 53.364582019816375)","(507, 25, 0)",507,25,0,Queens Road,,,,,
502,265,0,"[1314417720, 280121259, 15832240, 23279966]",False,2,,tertiary,30 mph,True,227.15567393640444,yes,"[1314417720, 280121259, 15832240, 23279966]","(1314417720, 280121259, 15832240, 23279966)",2531,1,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,260097827,1094807215,"LINESTRING (-1.4646060499727713 53.36916330000779, -1.4645625 53.369136600000004, -1.4628055 53.36796809999999, -1.462565540563588 53.367559805094814)","(507, 270, 0)",507,270,0,Charlotte Road,,,,,
23,22,0,"[169683344, 168962970, 819927125]",False,3,A61,trunk,30 mph,"[False, True]",408.52317806611075,,"[169683344, 168962970, 819927125]","(169683344, 168962970, 819927125)",74,2,48.2802,3.0,9.244928571428574,trunk,UAP2,2,1274.204314754886,0.3,14.48406,87.97286912335947,1808492249,21027191,"LINESTRING (-1.4773862463758278 53.35655409743934, -1.4761076000000002 53.35748279999999, -1.475036300000001 53.35925249999999, -1.4755976516461589 53.35973315280961)","(27, 26, 0)",27,26,0,Chesterfield Road,,,,,
23,493,0,"[170051152, 222386456, 170051153, 425803912]",True,1,,unclassified,30 mph,False,460.8032965918268,,"[170051152, 222386456, 170051153, 425803912]","(170051152, 222386456, 170051153, 425803912)",4125,1,48.2802,1.0,4.369099938382911,unclassified,UAP4,4,570.4078578650892,0.3,14.48406,39.381765738687164,1801478939,250638805,"LINESTRING (-1.4773862463758278 53.35655409743934, -1.476694200000001 53.35753609999999, -1.4795359999999997 53.35711559999999, -1.4805804367105766 53.35828347885694)","(27, 498, 0)",27,498,0,Little London Road,,,,,yes
23,24,0,39628500,False,3,A61,trunk,30 mph,False,318.8448444626498,,[39628500],"(39628500,)",76,2,48.2802,3.0,9.244928571428574,trunk,UAP2,2,1274.204314754886,0.3,14.48406,87.97286912335947,1808492271,21027208,"LINESTRING (-1.4773862463758278 53.35655409743934, -1.478586500000001 53.355422399999995, -1.4806982000000004 53.3545676)","(27, 28, 0)",27,28,0,Chesterfield Road,,,,,
493,323,0,128450259,False,2,,tertiary,30 mph,True,483.0613712620387,,[128450259],"(128450259,)",1237,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,35634214,50781400,"LINESTRING (-1.4805804367105766 53.35828347885694, -1.4821210999999999 53.358471599999994, -1.4874084000000003 53.35972129999998)","(498, 328, 0)",498,328,0,Sheldon Road,,,,,
493,222,0,"[973141928, 973141932, 973141933, 39594766, 206186258, 206186261]",False,"['4', '3']",A621,primary,30 mph,True,624.5093678451733,,"[973141928, 973141932, 973141933, 39594766, 206186258, 206186261]","(973141928, 973141932, 973141933, 39594766, 206186258, 206186261)",2866,2,48.2802,4.0,9.244928571428574,primary,UAP2,2,1246.045296894819,0.3,14.48406,86.0287306801283,1132458506,333094816,"LINESTRING (-1.4805804367105766 53.35828347885694, -1.4824026000000012 53.3582439, -1.4857752000000015 53.3543349, -1.4859587796917384 53.35427932142125)","(498, 227, 0)",498,227,0,Abbeydale Road,,,,,
493,501,0,"[175760043, 206186260]",False,"['2', '3']",A621,primary,30 mph,False,305.05774251745834,,"[175760043, 206186260]","(175760043, 206186260)",2492,2,48.2802,3.0,9.244928571428574,primary,UAP3,3,1126.66191344125,0.3,14.48406,77.78633293712191,9006906648,256819073,"LINESTRING (-1.4805804367105766 53.35828347885694, -1.4803123000000011 53.359327, -1.4791449999999997 53.36086159999999)","(498, 506, 0)",498,506,0,Abbeydale Road,,,,,
493,22,0,"[170719888, 97839421, 170719895]",False,2,,tertiary,30 mph,False,420.9366582215082,,"[170719888, 97839421, 170719895]","(170719888, 97839421, 170719895)",2373,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,250638808,248729028,"LINESTRING (-1.4805804367105766 53.35828347885694, -1.4794957000000004 53.35858939999999, -1.4763003999999995 53.360154599999994, -1.4755976516461589 53.35973315280961)","(498, 26, 0)",498,26,0,Broadfield Road,,,,,
24,25,0,32142555,False,2,,unclassified,30 mph,False,318.68,,[32142555],"(32142555,)",75,2,48.2802,2.0,7.05026904761905,unclassified,UAP3,3,909.6974168927081,0.3,14.48406,62.8067970508758,21027208,339875358,"LINESTRING (-1.4806982000000004 53.3545676, -1.4786164999999996 53.3520108)","(28, 29, 0)",28,29,0,Derbyshire Lane,,,,,
24,23,0,39628500,False,3,A61,trunk,30 mph,True,318.8448444626498,,[39628500],"(39628500,)",76,2,48.2802,3.0,9.244928571428574,trunk,UAP2,2,1274.204314754886,0.3,14.48406,87.97286912335947,21027208,1808492271,"LINESTRING (-1.4806982000000004 53.3545676, -1.478586500000001 53.355422399999995, -1.4773862463758278 53.35655409743934)","(28, 27, 0)",28,27,0,Chesterfield Road,,,,,
24,26,0,"[42485714, 819927130]",False,"['4', '3']",A61,trunk,30 mph,False,544.543,,"[42485714, 819927130]","(42485714, 819927130)",77,2,48.2802,4.0,9.244928571428574,trunk,UAP2,2,1246.045296894819,0.3,14.48406,86.0287306801283,21027208,21027257,"LINESTRING (-1.4806982000000004 53.3545676, -1.4811871000000012 53.3501973)","(28, 30, 0)",28,30,0,Chesterfield Road,,,,,
25,27,0,22915217,False,2,,unclassified,,True,509.91899999999987,,[22915217],"(22915217,)",2878,2,48.2802,2.0,7.05026904761905,unclassified,UAP3,3,909.6974168927081,0.3,14.48406,62.8067970508758,339875358,360850916,"LINESTRING (-1.4786164999999996 53.3520108, -1.471286300000001 53.3509427)","(29, 31, 0)",29,31,0,Norton Lees Road,,,,,
25,24,0,32142555,False,2,,unclassified,30 mph,True,318.68,,[32142555],"(32142555,)",75,2,48.2802,2.0,7.05026904761905,unclassified,UAP3,3,909.6974168927081,0.3,14.48406,62.8067970508758,339875358,21027208,"LINESTRING (-1.4786164999999996 53.3520108, -1.4806982000000004 53.3545676)","(29, 28, 0)",29,28,0,Derbyshire Lane,,,,,
25,28,0,32147760,True,,,unclassified,30 mph,False,404.84794884279637,,[32147760],"(32147760,)",2879,1,48.2802,1.0,4.369099938382911,unclassified,UAP4,4,570.4078578650892,0.3,14.48406,39.381765738687164,339875358,339875413,"LINESTRING (-1.4786164999999996 53.3520108, -1.4770515000000002 53.34856969999999, -1.47696799989755 53.348517250028685)","(29, 32, 0)",29,32,0,Derbyshire Lane,,,,,
26,29,0,169850302,True,2,A61,trunk,30 mph,False,153.771,,[169850302],"(169850302,)",90,1,48.2802,2.0,7.169747619047621,trunk,UAP2,2,1044.6021602016149,0.3,14.48406,72.12081144386414,21027257,21027248,"LINESTRING (-1.4811871000000012 53.3501973, -1.4805734999999998 53.34889939999999)","(30, 33, 0)",30,33,0,Chesterfield Road,,,,,
26,24,0,"[42485714, 819927130]",False,"['4', '3']",A61,trunk,30 mph,True,544.543,,"[42485714, 819927130]","(42485714, 819927130)",77,2,48.2802,4.0,9.244928571428574,trunk,UAP2,2,1246.045296894819,0.3,14.48406,86.0287306801283,21027257,21027208,"LINESTRING (-1.4811871000000012 53.3501973, -1.4806982000000004 53.3545676)","(30, 28, 0)",30,28,0,Chesterfield Road,,,,,
27,25,0,22915217,False,2,,unclassified,,False,509.91900000000004,,[22915217],"(22915217,)",2878,2,48.2802,2.0,7.05026904761905,unclassified,UAP3,3,909.6974168927081,0.3,14.48406,62.8067970508758,360850916,339875358,"LINESTRING (-1.471286300000001 53.3509427, -1.4786164999999996 53.3520108)","(31, 29, 0)",31,29,0,Norton Lees Road,,,,,
27,310,0,"[280319968, 22915228, 22915220, 425803918]",False,2,,tertiary,30 mph,False,501.944,,"[280319968, 22915228, 22915220, 425803918]","(280319968, 22915228, 22915220, 425803918)",2912,1,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,360850916,246708546,"LINESTRING (-1.471286300000001 53.3509427, -1.4648905000000008 53.353213999999994)","(31, 315, 0)",31,315,0,"['Norton Lees Lane', 'Upper Albert Road']",,,,,
27,676,0,32142546,False,2,,unclassified,30 mph,False,1357.6920342520136,,[32142546],"(32142546,)",2265,2,48.2802,2.0,7.05026904761905,unclassified,UAP3,3,909.6974168927081,0.3,14.48406,62.8067970508758,360850916,246708481,"LINESTRING (-1.471286300000001 53.3509427, -1.4639040999999993 53.33977719999999, -1.4635823002178288 53.33980725043563)","(31, 681, 0)",31,681,0,Warminster Road,,,,,
27,28,0,42485670,False,2,,tertiary,30 mph,False,471.64966678400395,,[42485670],"(42485670,)",2263,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,360850916,246708447,"LINESTRING (-1.471286300000001 53.3509427, -1.4768845000000006 53.348464799999995, -1.47696799989755 53.348517250028685)","(31, 32, 0)",31,32,0,Norton Lees Lane,,,,,
28,32,0,23801293,False,2,,tertiary,30 mph,True,350.48737251456953,,[23801293],"(23801293,)",2880,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,339875413,2453048474,"LINESTRING (-1.47696799989755 53.348517250028685, -1.4770515000000002 53.34856969999999, -1.4785020000000004 53.3462529, -1.4794986782004458 53.3463457527347)","(32, 36, 0)",32,36,0,Scarsdale Road,,,,,
28,675,0,22915196,False,2,,tertiary,30 mph,True,1042.7562482590984,,[22915196],"(22915196,)",2251,4,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,246708447,246708442,"LINESTRING (-1.47696799989755 53.348517250028685, -1.4768845000000006 53.348464799999995, -1.4702004999999996 53.34020420000001, -1.4701350678927547 53.34008915447946)","(32, 680, 0)",32,680,0,Derbyshire Lane,,,,,
28,27,0,42485670,False,2,,tertiary,30 mph,True,471.64966678400395,,[42485670],"(42485670,)",2263,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,246708447,360850916,"LINESTRING (-1.47696799989755 53.348517250028685, -1.4768845000000006 53.348464799999995, -1.471286300000001 53.3509427)","(32, 31, 0)",32,31,0,Norton Lees Lane,,,,,
29,32,0,"[815926806, 804670007]",False,4,A61,trunk,30 mph,False,298.8124769251506,,"[815926806, 804670007]","(815926806, 804670007)",88,2,48.2802,4.0,9.244928571428574,trunk,UAP2,2,1246.045296894819,0.3,14.48406,86.0287306801283,21027248,21027242,"LINESTRING (-1.4805734999999998 53.34889939999999, -1.4796227 53.3477195, -1.4794986782004458 53.3463457527347)","(33, 36, 0)",33,36,0,Chesterfield Road,,,,,
29,26,0,804670009,True,2,A61,trunk,30 mph,False,151.023,,[804670009],"(804670009,)",89,1,48.2802,2.0,7.169747619047621,trunk,UAP2,2,1044.6021602016149,0.3,14.48406,72.12081144386414,21027248,21027257,"LINESTRING (-1.4805734999999998 53.34889939999999, -1.4811871000000012 53.3501973)","(33, 30, 0)",33,30,0,Chesterfield Road,,,,,
310,27,0,"[280319968, 22915220, 22915228, 425803918]",False,2,,tertiary,30 mph,True,501.94400000000013,,"[280319968, 22915220, 22915228, 425803918]","(280319968, 22915220, 22915228, 425803918)",2267,1,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,246708546,360850916,"LINESTRING (-1.4648905000000008 53.353213999999994, -1.471286300000001 53.3509427)","(315, 31, 0)",315,31,0,"['Norton Lees Lane', 'Upper Albert Road']",,,,,
310,309,0,"[936814338, 42563332, 39628509]",False,2,,tertiary,20 mph,False,314.963,,"[936814338, 42563332, 39628509]","(936814338, 42563332, 39628509)",2269,2,32.1868,2.0,5.277269356767096,tertiary,UAP4,4,641.3101877384192,0.3,9.656039999999999,66.41544439940382,246708546,246708633,"LINESTRING (-1.4648905000000008 53.353213999999994, -1.4641278999999998 53.35600959999999)","(315, 314, 1)",315,314,1,Upper Albert Road,,,,,
676,675,0,22915152,False,2,,tertiary,30 mph,True,438.38318954742584,,[22915152],"(22915152,)",2252,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,246708481,246708341,"LINESTRING (-1.4635823002178288 53.33980725043563, -1.4639040999999993 53.33977719999999, -1.4699771000000006 53.3401044, -1.4701350678927547 53.34008915447946)","(681, 680, 0)",681,680,0,Hemsworth Road,,,,,
676,27,0,32142546,False,2,,unclassified,30 mph,True,1357.6920342520136,,[32142546],"(32142546,)",2265,2,48.2802,2.0,7.05026904761905,unclassified,UAP3,3,909.6974168927081,0.3,14.48406,62.8067970508758,246708481,360850916,"LINESTRING (-1.4635823002178288 53.33980725043563, -1.4639040999999993 53.33977719999999, -1.471286300000001 53.3509427)","(681, 31, 0)",681,31,0,Warminster Road,,,,,
676,677,0,"[32215810, 42485658]",False,2,,tertiary,30 mph,False,586.6493594179584,,"[32215810, 42485658]","(32215810, 42485658)",2255,1,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,246708344,246708348,"LINESTRING (-1.4635823002178288 53.33980725043563, -1.463260500000001 53.3398373, -1.4548966000000005 53.33898599999999)","(681, 682, 0)",681,682,0,Hemsworth Road,,,,,
32,30,0,"[30754137, 32447042]",True,2,A61,unclassified,"['20 mph', '40 mph']",False,388.8009843919208,,"[30754137, 32447042]","(30754137, 32447042)",2946,1,64.3736,1.0,4.369099938382911,unclassified,UAP2,1,868.7938293089587,0.3,19.312079999999998,44.987066608514404,364493170,21027231,"LINESTRING (-1.4794986782004458 53.3463457527347, -1.4804637000000012 53.34553759999999, -1.478103 53.3434736)","(36, 34, 1)",36,34,1,The Dale,,,,,
32,28,0,23801293,False,2,,tertiary,30 mph,False,350.48737251456953,,[23801293],"(23801293,)",2880,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,2453048474,339875413,"LINESTRING (-1.4794986782004458 53.3463457527347, -1.4785020000000004 53.3462529, -1.4770515000000002 53.34856969999999, -1.47696799989755 53.348517250028685)","(36, 32, 0)",36,32,0,Scarsdale Road,,,,,
32,400,0,"[238410713, 238410714]",False,2,,tertiary,,True,787.8726164915128,,"[238410713, 238410714]","(238410713, 238410714)",1024,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,26971069,333098729,"LINESTRING (-1.4794986782004458 53.3463457527347, -1.4807640000000004 53.3459395, -1.4848903 53.3510192, -1.4857807361572875 53.35080577064058)","(36, 405, 0)",36,405,0,Woodseats Road,,,,,
32,29,0,"[815926806, 804670007]",False,4,A61,trunk,30 mph,True,298.8124769251506,,"[815926806, 804670007]","(815926806, 804670007)",88,2,48.2802,4.0,9.244928571428574,trunk,UAP2,2,1246.045296894819,0.3,14.48406,86.0287306801283,21027242,21027248,"LINESTRING (-1.4794986782004458 53.3463457527347, -1.4796227 53.3477195, -1.4805734999999998 53.34889939999999)","(36, 33, 0)",36,33,0,Chesterfield Road,,,,,
675,676,0,22915152,False,2,,tertiary,30 mph,False,438.38318954742584,,[22915152],"(22915152,)",2252,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,246708341,246708481,"LINESTRING (-1.4701350678927547 53.34008915447946, -1.4699771000000006 53.3401044, -1.4639040999999993 53.33977719999999, -1.4635823002178288 53.33980725043563)","(680, 681, 0)",680,681,0,Hemsworth Road,,,,,
675,28,0,22915196,False,2,,tertiary,30 mph,False,1042.7562482590986,,[22915196],"(22915196,)",2251,4,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,246708442,246708447,"LINESTRING (-1.4701350678927547 53.34008915447946, -1.4702004999999996 53.34020420000001, -1.4768845000000006 53.348464799999995, -1.47696799989755 53.348517250028685)","(680, 32, 0)",680,32,0,Derbyshire Lane,,,,,
30,31,0,"[835563749, 425801774, 1012139890, 1011051032, 1011051033, 101981978]",False,"['2', '3']",A61,trunk,30 mph,False,561.2688613349515,,"[835563749, 425801774, 1012139890, 1011051032, 1011051033, 101981978]","(835563749, 425801774, 1012139890, 1011051032, 1011051033, 101981978)",78,2,48.2802,3.0,9.244928571428574,trunk,UAP2,2,1274.204314754886,0.3,14.48406,87.97286912335947,21027231,1810664021,"LINESTRING (-1.478103 53.3434736, -1.4809035000000015 53.33935569999999, -1.4816649418826602 53.3389675262007)","(34, 35, 0)",34,35,0,Chesterfield Road,,,,,
30,32,0,101981978,False,2,A61,trunk,30 mph,True,340.94679484425234,,[101981978],"(101981978,)",79,2,48.2802,2.0,7.169747619047621,trunk,UAP2,2,1044.6021602016149,0.3,14.48406,72.12081144386414,21027231,21027236,"LINESTRING (-1.478103 53.3434736, -1.4785830000000006 53.345561899999986, -1.4794986782004458 53.3463457527347)","(34, 36, 0)",34,36,0,Chesterfield Road,,,,,
31,30,0,"[835563749, 425801774, 1012139890, 1011051032, 1011051033, 101981978]",False,"['2', '3']",A61,trunk,30 mph,True,561.2688613349515,,"[835563749, 425801774, 1012139890, 1011051032, 1011051033, 101981978]","(835563749, 425801774, 1012139890, 1011051032, 1011051033, 101981978)",78,2,48.2802,3.0,9.244928571428574,trunk,UAP2,2,1274.204314754886,0.3,14.48406,87.97286912335947,1810664021,21027231,"LINESTRING (-1.4816649418826602 53.3389675262007, -1.4809035000000015 53.33935569999999, -1.478103 53.3434736)","(35, 34, 0)",35,34,0,Chesterfield Road,,,,,
31,709,0,"[32449528, 815926841, 1011051034, 280319986]",False,"['5', '3']",A61,trunk,30 mph,False,436.70285952768995,,"[32449528, 815926841, 1011051034, 280319986]","(32449528, 815926841, 1011051034, 280319986)",2567,1,48.2802,5.0,9.244928571428574,trunk,UAP2,2,1224.6327247187003,0.3,14.48406,84.55037639437425,265657370,1236404503,"LINESTRING (-1.4816649418826602 53.3389675262007, -1.4819859 53.33843199999998, -1.4809405999999998 53.33559360000001, -1.480625547022628 53.33518555040831)","(35, 714, 0)",35,714,0,Meadowhead,,,,,
31,216,0,"[1011051035, 4408021]",False,"['2', '3']",B6068,secondary,30 mph,True,861.224270529794,,"[1011051035, 4408021]","(1011051035, 4408021)",3609,2,48.2802,3.0,9.244928571428574,secondary,UAP3,3,1126.66191344125,0.3,14.48406,77.78633293712191,1230872414,1869123641,"LINESTRING (-1.4816649418826602 53.3389675262007, -1.4822201000000004 53.33911539999999, -1.4930206000000004 53.335835899999985, -1.4932281209878537 53.33580477532658)","(35, 221, 0)",35,221,0,Abbey Lane,,,,,
709,31,0,"[32449528, 815926841, 280319986, 1011051034]",False,"['5', '3']",A61,trunk,30 mph,True,436.7028595276899,,"[32449528, 815926841, 280319986, 1011051034]","(32449528, 815926841, 280319986, 1011051034)",3663,1,48.2802,5.0,9.244928571428574,trunk,UAP2,2,1224.6327247187003,0.3,14.48406,84.55037639437425,1236404503,265657370,"LINESTRING (-1.480625547022628 53.33518555040831, -1.4809405999999998 53.33559360000001, -1.4819859 53.33843199999998, -1.4816649418826602 53.3389675262007)","(714, 35, 0)",714,35,0,Meadowhead,,,,,
709,732,0,"[1191460960, 1191460961, 815926856, 815926857, 815926858, 815926859, 280319982]",False,"['2', '3']",A61,trunk,30 mph,True,869.4513608150426,,"[1191460960, 1191460961, 815926856, 815926857, 815926858, 815926859, 280319982]","(1191460960, 1191460961, 815926856, 815926857, 815926858, 815926859, 280319982)",2908,2,48.2802,3.0,9.244928571428574,trunk,UAP2,2,1274.204314754886,0.3,14.48406,87.97286912335947,1540885272,360427664,"LINESTRING (-1.480625547022628 53.33518555040831, -1.4803104999999996 53.3347775, -1.4744766000000016 53.32829319999999)","(714, 737, 0)",714,737,0,Meadowhead,,,,,
216,214,0,"[280319939, 40611108, 280319942]",False,2,,tertiary,30 mph,True,515.9214345121292,,"[280319939, 40611108, 280319942]","(280319939, 40611108, 280319942)",456,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,1869123546,26621473,"LINESTRING (-1.4932281209878537 53.33580477532658, -1.4931781000000008 53.33568019999999, -1.4874433 53.3327568)","(221, 219, 0)",221,219,0,Bocking Lane,,yes,,,
216,725,0,"[32450099, 1082101716, 109573271]",False,2,B6068,secondary,"['30 mph', '40 mph']",True,538.2996451739256,,"[32450099, 1082101716, 109573271]","(32450099, 1082101716, 109573271)",3776,2,64.3736,2.0,7.169747619047621,secondary,UAP3,3,923.645803870954,0.3,19.312079999999998,47.827360070533786,1869123590,1328823833,"LINESTRING (-1.4932281209878537 53.33580477532658, -1.4934375000000002 53.33576759999999, -1.501215200000001 53.33507009999999)","(221, 730, 0)",221,730,0,Abbey Lane,,,,,
216,218,0,"[4367634, 1082101715, 1017491932, 172005239]",False,2,,tertiary,30 mph,"[False, True]",1066.0424249116563,,"[4367634, 1082101715, 1017491932, 172005239]","(4367634, 1082101715, 1017491932, 172005239)",2877,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,1869123752,335830239,"LINESTRING (-1.4932281209878537 53.33580477532658, -1.4932638000000011 53.33593299999998, -1.4947804000000007 53.3441763, -1.4953208685416957 53.34528849247885)","(221, 223, 0)",221,223,0,Hutcliffe Wood Road,,,,,
216,31,0,"[1011051035, 4408021]",False,"['2', '3']",B6068,secondary,30 mph,False,861.224270529794,,"[1011051035, 4408021]","(1011051035, 4408021)",3609,2,48.2802,3.0,9.244928571428574,secondary,UAP3,3,1126.66191344125,0.3,14.48406,77.78633293712191,1869123641,1230872414,"LINESTRING (-1.4932281209878537 53.33580477532658, -1.4930206000000004 53.335835899999985, -1.4822201000000004 53.33911539999999, -1.4816649418826602 53.3389675262007)","(221, 35, 0)",221,35,0,Abbey Lane,,,,,
400,32,0,"[238410713, 238410714]",False,2,,tertiary,,False,787.8726164915128,,"[238410713, 238410714]","(238410713, 238410714)",1024,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,333098729,26971069,"LINESTRING (-1.4857807361572875 53.35080577064058, -1.4848903 53.3510192, -1.4807640000000004 53.3459395, -1.4794986782004458 53.3463457527347)","(405, 36, 0)",405,36,0,Woodseats Road,,,,,
400,399,0,"[4408033, 6011334, 6011335]",False,2,,tertiary,,True,264.2940485455254,yes,"[4408033, 6011334, 6011335]","(4408033, 6011334, 6011335)",1025,2,48.2802,2.0,5.283099999999999,tertiary,UAP4,4,641.9517534381737,0.3,14.48406,44.321257536779996,333104247,26971087,"LINESTRING (-1.4857807361572875 53.35080577064058, -1.4851694000000006 53.351369, -1.486389900000001 53.3529084)","(405, 404, 0)",405,404,0,Woodseats Road,,yes,,,
