Time,sensorID,flowTotal,Nom_CO2_total,sensor,timestamp,AIRPRES,HUM,NO,NO2,PARTICLE_COUNT,PM1,PM10,PM2_5,PM4,TEMP,TSP,hour,month,day,dow,wkn
1674520200,SBT,90,12273,2450229,2023-01-24T00:30:00Z,1025.6,83.7,67.71,22.75,285.4,149.02,293.52,266.7,292.35,0.9,293.52,0,1,24,2,4
1674522000,SBT,47,5665,2450229,2023-01-24T01:00:00Z,1025.6,84.2,51.43,19.11,221.5,114.01,219.49,199.8,218.73,0.7,219.49,1,1,24,2,4
1674523800,SBT,40,4752,2450229,2023-01-24T01:30:00Z,1025.8,84.6,28.14,7.03,259.67,134.95,265.35,240.98,264.56,0.6,265.35,1,1,24,2,4
1674525600,SBT,31,3786,2450229,2023-01-24T02:00:00Z,1026.1,84.7,35.73,-2.33,234.3,121.35,234.59,212.96,233.33,0.4,234.59,2,1,24,2,4
1674527400,SBT,26,3110,2450229,2023-01-24T02:30:00Z,1025.9,84.7,29.09,-0.25,255.49,133.31,259.18,235.98,258.45,0.2,259.18,2,1,24,2,4
1674529200,SBT,20,2974,2450229,2023-01-24T03:00:00Z,1026,85.2,13.71,-11.83,239.96,125.19,240.32,219.11,239.32,0,240.32,3,1,24,2,4
1674531000,SBT,22,2317,2450229,2023-01-24T03:30:00Z,1025.9,85.2,32.62,-14.93,245.98,128.67,247.91,226.11,246.91,0,247.91,3,1,24,2,4
1674532800,SBT,25,3548,2450229,2023-01-24T04:00:00Z,1026.4,85.4,16.3,-12.87,275.96,145.25,286.43,261.1,285.66,-0.1,286.43,4,1,24,2,4
1674534600,SBT,24,3097,2450229,2023-01-24T04:30:00Z,1026.6,85.6,18.31,-13.66,240.59,126.04,246.62,224.2,245.17,-0.3,246.62,4,1,24,2,4
1674536400,SBT,42,5708,2450229,2023-01-24T05:00:00Z,1026.7,85.9,16.08,-7.33,251.21,131.44,258.06,235.1,257.29,-0.3,258.06,5,1,24,2,4
1674538200,SBT,40,4462,2450229,2023-01-24T05:30:00Z,1026.8,86.1,63.21,14.35,232.6,120.72,238.65,216.71,237.65,-0.3,238.65,5,1,24,2,4
1674540000,SBT,94,11823,2450229,2023-01-24T06:00:00Z,1027.1,86.2,90.56,12,269.08,139.19,299.39,269.48,298.62,-0.3,299.39,6,1,24,2,4
1674541800,SBT,140,17342,2450229,2023-01-24T06:30:00Z,1027.1,86.2,85.37,3.81,262.86,137.3,293.52,264.99,292.71,-0.2,293.52,6,1,24,2,4
1674543600,SBT,301,36690,2450229,2023-01-24T07:00:00Z,1026.8,86.6,103.09,1.89,260.95,133.55,267.92,243.08,266.79,0,267.92,7,1,24,2,4
1674545400,SBT,403,50693,2450229,2023-01-24T07:30:00Z,1026.4,86.6,155.01,33.58,236.72,121.06,248.92,223.9,247.44,0.3,248.92,7,1,24,2,4
1674547200,SBT,422,53275,2450229,2023-01-24T08:00:00Z,1026.8,86.7,138.43,33.28,260.81,141.22,314.21,280.81,312.74,0.7,314.21,8,1,24,2,4
1674549000,SBT,460,58717,2450229,2023-01-24T08:30:00Z,1026.6,86.5,114.85,42.55,250.9,136.25,294.84,264.33,293.58,1.2,294.84,8,1,24,2,4
1674550800,SBT,582,74254,2450229,2023-01-24T09:00:00Z,1027.3,86.5,134.3,5.41,240.66,126.98,257.66,232.57,256.66,1.6,257.66,9,1,24,2,4
1674552600,SBT,609,79418,2450229,2023-01-24T09:30:00Z,1026.9,85.9,220.63,68.21,267.73,147.84,329.21,292.41,327.19,2,329.21,9,1,24,2,4
1674554400,SBT,502,62518,2450229,2023-01-24T10:00:00Z,1027.1,85.9,230.4,51.65,226.08,121.11,263.83,233.46,260.7,2.8,263.83,10,1,24,2,4
1674556200,SBT,511,63595,2450229,2023-01-24T10:30:00Z,1026.3,84.1,115.42,27.66,200.51,104.27,250.81,222.17,249.79,4.2,250.81,10,1,24,2,4
1674558000,SBT,515,66653,2450229,2023-01-24T11:00:00Z,1026.2,83,118.04,8.36,216.77,114.53,293.05,257.32,292.05,5.5,293.05,11,1,24,2,4
1674559800,SBT,506,63199,2450229,2023-01-24T11:30:00Z,1026.4,81.6,96.66,15,210.84,115.21,282.5,248.27,281.8,6.9,282.5,11,1,24,2,4
1674561600,SBT,514,66453,2450229,2023-01-24T12:00:00Z,1026.1,80.1,82.67,0.38,191.86,104.46,247.16,217.14,246.15,8.3,247.16,12,1,24,2,4
1674563400,SBT,518,66284,2450229,2023-01-24T12:30:00Z,1025.9,78.8,25.42,-2.03,187.4,101.49,235.01,208.53,234.92,9.4,235.01,12,1,24,2,4
1674565200,SBT,549,70982,2450229,2023-01-24T13:00:00Z,1025.2,77.5,25.52,-5.98,181.32,100.09,234.41,207.38,234.41,10.4,234.41,13,1,24,2,4
1674567000,SBT,550,68615,2450229,2023-01-24T13:30:00Z,1025.1,77.2,34.37,-3.62,175.94,97.75,223.86,199.97,223.86,10.2,223.86,13,1,24,2,4
1674568800,SBT,514,68115,2450229,2023-01-24T14:00:00Z,1024.7,77.6,36.04,-4.68,190.01,103.83,239.03,213.51,239.03,9.9,239.03,14,1,24,2,4
1674570600,SBT,542,71364,2450229,2023-01-24T14:30:00Z,1024.7,77.8,53.72,4.76,187.67,101.32,235.86,210.67,235.85,9.8,235.86,14,1,24,2,4
1674572400,SBT,572,73163,2450229,2023-01-24T15:00:00Z,1024.7,77.9,36.44,-0.37,197.79,103.42,240.97,214.81,240.96,9.7,240.97,15,1,24,2,4
1674574200,SBT,509,67747,2450229,2023-01-24T15:30:00Z,1025,78,25.69,7.33,198.15,102.1,233.92,209.17,233.92,9.6,233.92,15,1,24,2,4
1674576000,SBT,512,67766,2450229,2023-01-24T16:00:00Z,1025.3,78.3,14.7,-7.15,194.2,103.1,238.76,213.88,238.76,9.4,238.76,16,1,24,2,4
1674577800,SBT,364,47706,2450229,2023-01-24T16:30:00Z,1025.2,78.2,8.83,-7.66,192.06,100.14,232.18,208.1,232.18,9.1,232.18,16,1,24,2,4
1674579600,SBT,395,48232,2450229,2023-01-24T17:00:00Z,1025.4,78.8,33.07,0.31,205.32,105.41,248.56,221.34,248.56,8.8,248.56,17,1,24,2,4
1674581400,SBT,332,40425,2450229,2023-01-24T17:30:00Z,1025.7,79.1,20.37,1.87,217.4,111.24,266.94,236.11,266.94,8.8,266.94,17,1,24,2,4
1674583200,SBT,349,43267,2450229,2023-01-24T18:00:00Z,1025.9,79.4,31.49,-0.89,192.61,99.75,231.92,205.69,231.9,8.6,231.92,18,1,24,2,4
1674585000,SBT,365,46283,2450229,2023-01-24T18:30:00Z,1025.9,79.7,47.81,12.97,205.91,106.56,253.86,223.91,253.19,8.4,253.86,18,1,24,2,4
1674586800,SBT,358,45554,2450229,2023-01-24T19:00:00Z,1025.6,79.9,51.52,10.57,220.43,113.06,275.18,242.19,274.92,8.2,275.18,19,1,24,2,4
1674588600,SBT,355,45897,2450229,2023-01-24T19:30:00Z,1025.3,80.1,25.1,9.62,216.16,110.28,259.26,229.52,259.17,8,259.26,19,1,24,2,4
1674590400,SBT,327,42195,2450229,2023-01-24T20:00:00Z,1024.9,80.6,26.9,-1.73,237.25,123.04,283.64,252.17,283.41,7.9,283.64,20,1,24,2,4
1674592200,SBT,290,36429,2450229,2023-01-24T20:30:00Z,1025,81,37.63,-2.88,228.77,116.47,273.74,242.84,273.39,7.9,273.74,20,1,24,2,4
1674594000,SBT,297,37272,2450229,2023-01-24T21:00:00Z,1024.8,81.1,8.44,16.89,210.61,109.12,265.49,234.1,265.03,7.8,265.49,21,1,24,2,4
1674595800,SBT,269,33150,2450229,2023-01-24T21:30:00Z,1024.7,81.1,47.71,7.51,220.7,114.05,275.31,242.8,274.61,7.8,275.31,21,1,24,2,4
1674597600,SBT,216,27912,2450229,2023-01-24T22:00:00Z,1024.5,81.4,17.06,-0.83,217.68,111.65,261.44,232.79,261.41,7.8,261.44,22,1,24,2,4
1674599400,SBT,209,26022,2450229,2023-01-24T22:30:00Z,1024.7,81.4,8.99,-1.95,224.36,113.1,267.04,237.13,266.94,7.9,267.04,22,1,24,2,4
1674601200,SBT,150,18030,2450229,2023-01-24T23:00:00Z,1024.6,81.2,15.01,-10.54,207.66,106.7,251.81,224.16,251.81,7.9,251.81,23,1,24,2,4
1674606600,SBT,80,10008,2450229,2023-01-25T00:30:00Z,1023,81.6,9.31,-8.64,222.97,114.42,264.3,236.46,264.3,7,264.3,0,1,25,3,4
1674608400,SBT,54,7280,2450229,2023-01-25T01:00:00Z,1022.7,81.8,-8.59,11.21,214.87,110.39,245.56,221.03,245.54,6.2,245.56,1,1,25,3,4
1674610200,SBT,47,6086,2450229,2023-01-25T01:30:00Z,1023,82.9,2.65,-1.7,211.51,108.76,231.91,210.28,231.91,5.6,231.91,1,1,25,3,4
1674612000,SBT,38,4613,2450229,2023-01-25T02:00:00Z,1022.7,83.7,10.03,-5.32,242.76,123,259.73,235.15,259.73,5.5,259.73,2,1,25,3,4
1674613800,SBT,22,2569,2450229,2023-01-25T02:30:00Z,1022.6,83.6,27.02,-5.29,247.6,125.55,264.15,239.04,264.15,5.4,264.15,2,1,25,3,4
1674615600,SBT,24,3103,2450229,2023-01-25T03:00:00Z,1022.1,83.5,-8.77,-3.63,259.5,135.46,297.56,268.1,297.54,4.9,297.56,3,1,25,3,4
1674617400,SBT,16,2276,2450229,2023-01-25T03:30:00Z,1022.1,83.9,-6.19,-11.87,217.16,114.35,251.62,227.04,251.6,4.5,251.62,3,1,25,3,4
1674619200,SBT,24,3140,2450229,2023-01-25T04:00:00Z,1021.8,84.5,13.79,-9.36,241.28,126.23,275.01,247.97,274.99,4.2,275.01,4,1,25,3,4
1674621000,SBT,26,3095,2450229,2023-01-25T04:30:00Z,1021.7,84.8,19.16,-8.07,217.86,113.59,244.04,220.29,243.76,4.1,244.04,4,1,25,3,4
1674622800,SBT,32,3743,2450229,2023-01-25T05:00:00Z,1021.1,84.8,-1.23,-8.73,239,122.53,255.17,230.83,254.81,3.8,255.17,5,1,25,3,4
1674624600,SBT,63,7564,2450229,2023-01-25T05:30:00Z,1020.8,85,20.35,-7.17,221.04,114.38,233.79,212.66,233.59,3.4,233.79,5,1,25,3,4
1674626400,SBT,118,13545,2450229,2023-01-25T06:00:00Z,1020.3,85.3,78.73,16.7,201.5,104.43,212.93,193.24,212.16,3.3,212.93,6,1,25,3,4
1674628200,SBT,159,19691,2450229,2023-01-25T06:30:00Z,1020.7,86,75.6,-5.82,238.32,124.36,254.24,231.42,253.84,3.3,254.24,6,1,25,3,4
1674630000,SBT,291,34623,2450229,2023-01-25T07:00:00Z,1020.4,86.5,31.91,-4.8,239.95,126.68,267.3,242.78,267.29,3.9,267.3,7,1,25,3,4
1674631800,SBT,463,59057,2450229,2023-01-25T07:30:00Z,1020.2,87.1,45.77,4.71,229.19,118.86,245.17,222.85,245.03,4.6,245.17,7,1,25,3,4
1674633600,SBT,430,54356,2450229,2023-01-25T08:00:00Z,1020.4,87.2,85.83,22.36,242.59,131.6,314.37,280.34,314.35,6.2,314.37,8,1,25,3,4
1674635400,SBT,488,60725,2450229,2023-01-25T08:30:00Z,1018.9,85.4,162.45,48.49,213.48,114.25,268.18,238.92,267.38,6.6,268.18,8,1,25,3,4
1674637200,SBT,567,72878,2450229,2023-01-25T09:00:00Z,1018.6,85.9,36.3,31.7,234.11,125.51,312.64,277.76,312.64,7.1,312.64,9,1,25,3,4
1674639000,SBT,566,72727,2450229,2023-01-25T09:30:00Z,1017.6,85.1,27.17,18.38,200.13,105.22,260.23,231.88,260.03,8.1,260.23,9,1,25,3,4
1674640800,SBT,511,63142,2450229,2023-01-25T10:00:00Z,1017.7,84.2,27.86,13.61,209.83,107.72,273.84,242.25,273.58,8.9,273.84,10,1,25,3,4
1674642600,SBT,533,69657,2450229,2023-01-25T10:30:00Z,1017.4,82.4,10.68,-7.21,201.2,106.74,272.62,240.53,272.6,9.9,272.62,10,1,25,3,4
1674644400,SBT,476,60319,2450229,2023-01-25T11:00:00Z,1017.9,81,12.72,-6.78,187.02,100.2,247.02,219.07,247.02,10.3,247.02,11,1,25,3,4
1674646200,SBT,505,63812,2450229,2023-01-25T11:30:00Z,1017.8,80.6,16.25,-8.57,179.89,95.65,231.21,206.05,231.21,10.3,231.21,11,1,25,3,4
1674648000,SBT,541,68509,2450229,2023-01-25T12:00:00Z,1017,80.9,5.3,-5.11,199.05,104.62,257.13,228.37,257.13,9.9,257.13,12,1,25,3,4
1674649800,SBT,538,71237,2450229,2023-01-25T12:30:00Z,1016.7,80.9,8.64,-8.69,202.93,106.71,262.95,232.91,262.94,10,262.95,12,1,25,3,4
1674651600,SBT,547,70287,2450229,2023-01-25T13:00:00Z,1016.5,81.4,16.74,-5.49,194.52,101.24,250.29,221.86,250.27,9.6,250.29,13,1,25,3,4
1674653400,SBT,499,66608,2450229,2023-01-25T13:30:00Z,1016.1,81.8,26.56,-1.72,215.27,114.73,301.26,265.02,300.91,9.6,301.26,13,1,25,3,4
1674655200,SBT,538,68396,2450229,2023-01-25T14:00:00Z,1016,81,9.77,1.4,210.18,113.82,294.44,259.82,294.44,9.8,294.44,14,1,25,3,4
1674657000,SBT,513,66058,2450229,2023-01-25T14:30:00Z,1015.3,80.7,14.77,-1.4,203.86,107.57,262.42,233.52,262.42,9.9,262.42,14,1,25,3,4
1674658800,SBT,568,72919,2450229,2023-01-25T15:00:00Z,1015.3,80.4,14.59,-11.47,205.97,109.48,268.57,239.07,268.57,10,268.57,15,1,25,3,4
1674660600,SBT,533,70226,2450229,2023-01-25T15:30:00Z,1016.1,79.1,20.29,-8.01,206.37,109.59,270.81,240.51,270.81,10.2,270.81,15,1,25,3,4
1674662400,SBT,469,59007,2450229,2023-01-25T16:00:00Z,1015.8,76.9,12.12,-4.27,193.73,102.69,248.67,219.81,247.52,10,248.67,16,1,25,3,4
1674664200,SBT,229,30601,2450229,2023-01-25T16:30:00Z,1016.1,77.1,14.32,-0.72,172.05,90.47,212.09,188.99,211.18,9.5,212.09,16,1,25,3,4
1674666000,SBT,312,39689,2450229,2023-01-25T17:00:00Z,1016.2,77.7,17.94,-7.08,197.41,101,243.19,215.48,241.83,8.8,243.19,17,1,25,3,4
1674667800,SBT,353,45132,2450229,2023-01-25T17:30:00Z,1016.5,78.4,22.95,-5.72,204.16,103.74,240.5,213.04,239.6,8.5,240.5,17,1,25,3,4
1674669600,SBT,328,41511,2450229,2023-01-25T18:00:00Z,1016.8,78.5,9.28,-2.48,225.23,115.98,284.06,250.55,283.62,8.3,284.06,18,1,25,3,4
1674671400,SBT,378,48622,2450229,2023-01-25T18:30:00Z,1017,78.6,25.79,-2.02,233.94,118.82,273.58,242.56,272.22,8.1,273.58,18,1,25,3,4
1674673200,SBT,339,43453,2450229,2023-01-25T19:00:00Z,1016.4,78.5,13.75,-2.64,219.27,113.22,254.76,227.17,254.06,7.6,254.76,19,1,25,3,4
1674675000,SBT,388,48273,2450229,2023-01-25T19:30:00Z,1017.4,76.4,1.74,-4.86,205.76,106.49,231.06,207.19,230.38,7.2,231.06,19,1,25,3,4
1674676800,SBT,314,40699,2450229,2023-01-25T20:00:00Z,1017.3,75.4,12.46,-2.28,213.43,109.76,230.87,207.84,229.97,6.8,230.87,20,1,25,3,4
1674678600,SBT,296,37435,2450229,2023-01-25T20:30:00Z,1017.5,74.1,10.68,-6.31,220.15,111.11,225.89,203.96,224.74,6.5,225.89,20,1,25,3,4
1674680400,SBT,225,29436,2450229,2023-01-25T21:00:00Z,1017.9,73.1,29.24,-1.63,221.79,115.99,240.45,217.22,239.44,6.4,240.45,21,1,25,3,4
1674682200,SBT,244,31183,2450229,2023-01-25T21:30:00Z,1018.1,73.3,28.13,-2.35,190.8,98.12,199.71,180.62,198.73,6.1,199.71,21,1,25,3,4
1674684000,SBT,219,27950,2450229,2023-01-25T22:00:00Z,1018.9,74.3,1.23,-7.66,229.26,116.61,232.92,211.45,231.96,5.8,232.92,22,1,25,3,4
1674685800,SBT,214,27401,2450229,2023-01-25T22:30:00Z,1019,75,-2.66,-10.29,221.87,110.4,215.28,195.83,214.35,5.7,215.28,22,1,25,3,4
1674687600,SBT,160,19962,2450229,2023-01-25T23:00:00Z,1019,75.4,0.23,-3.98,198.09,101.34,200.5,182.53,199.57,5.6,200.5,23,1,25,3,4
1674693000,SBT,83,10841,2450229,2023-01-26T00:30:00Z,1018.9,76.1,10.37,-9.79,259.36,130.38,261.41,237.57,260.48,5.2,261.41,0,1,26,4,4
1674694800,SBT,41,4732,2450229,2023-01-26T01:00:00Z,1018.9,76.7,-9.05,-3.64,233.21,117.68,233.97,213.01,233.2,5,233.97,1,1,26,4,4
1674696600,SBT,29,3300,2450229,2023-01-26T01:30:00Z,1018.9,76.7,-2.38,-4.38,196.61,101.42,206.59,187.03,205.2,4.9,206.59,1,1,26,4,4
1674698400,SBT,27,3258,2450229,2023-01-26T02:00:00Z,1018.9,76.7,6.55,2.71,208.8,107.32,215.31,196.35,214.96,4.8,215.31,2,1,26,4,4
1674700200,SBT,28,3644,2450229,2023-01-26T02:30:00Z,1018.7,76.4,3.21,-4.61,244.96,126.48,255.57,232.79,255.06,4.8,255.57,2,1,26,4,4
1674702000,SBT,16,2143,2450229,2023-01-26T03:00:00Z,1018.6,76.7,0.39,-8.07,247.08,125.39,245.18,223.93,244.31,4.7,245.18,3,1,26,4,4
1674703800,SBT,28,3165,2450229,2023-01-26T03:30:00Z,1019.1,76.1,-8.3,-6.75,223.61,112.53,225.91,205.92,225.52,5.1,225.91,3,1,26,4,4
1674705600,SBT,18,2474,2450229,2023-01-26T04:00:00Z,1019.5,75.6,-1.85,-3.06,210.81,109.37,230.93,209.59,230.91,5.4,230.93,4,1,26,4,4
1674707400,SBT,20,2206,2450229,2023-01-26T04:30:00Z,1019.4,75,-8.8,-6.91,223.09,117.33,254.44,229.6,253.96,5.7,254.44,4,1,26,4,4
1674709200,SBT,37,4641,2450229,2023-01-26T05:00:00Z,1020.1,74.5,7.03,-4.96,210.72,109.23,234.94,212.37,234.84,6.1,234.94,5,1,26,4,4
1674711000,SBT,56,6494,2450229,2023-01-26T05:30:00Z,1020.2,74.3,-4.17,-2.68,222.3,116.69,259.98,234.65,259.96,6.1,259.98,5,1,26,4,4
1674712800,SBT,96,11518,2450229,2023-01-26T06:00:00Z,1020.5,74.3,-6.18,-4.48,225.88,118.35,261.84,236.18,261.51,6.1,261.84,6,1,26,4,4
1674714600,SBT,157,19491,2450229,2023-01-26T06:30:00Z,1020.8,74.5,18.58,-8.52,204.89,103.48,206.91,188.34,206.43,6.2,206.91,6,1,26,4,4
1674716400,SBT,287,35404,2450229,2023-01-26T07:00:00Z,1020.9,75.2,19.89,-3.19,258.34,136.04,281.5,254.91,280.86,6.3,281.5,7,1,26,4,4
1674718200,SBT,428,53682,2450229,2023-01-26T07:30:00Z,1021,75.8,23.53,-2.78,232.3,116.19,233.42,211.66,232.94,6.4,233.42,7,1,26,4,4
1674720000,SBT,415,52532,2450229,2023-01-26T08:00:00Z,1021.1,76.1,25.76,-4.39,242.08,128.56,278.96,251.91,277.79,6.4,278.96,8,1,26,4,4
1674721800,SBT,496,61357,2450229,2023-01-26T08:30:00Z,1021.5,76.1,19.71,5.49,221.16,115.79,242.35,219.88,241.22,6.6,242.35,8,1,26,4,4
1674723600,SBT,556,70894,2450229,2023-01-26T09:00:00Z,1021.5,76.3,8.83,-2.69,218.89,112.44,231.31,209.94,230.38,6.8,231.31,9,1,26,4,4
1674725400,SBT,596,73019,2450229,2023-01-26T09:30:00Z,1021,76.4,20.14,-1.21,179.26,92.08,194.12,175.36,192.74,7,194.12,9,1,26,4,4
1674727200,SBT,539,69116,2450229,2023-01-26T10:00:00Z,1021.4,76.7,2.29,-3.84,219.11,115.6,265.79,238.13,264.86,7,265.79,10,1,26,4,4
1674729000,SBT,518,64912,2450229,2023-01-26T10:30:00Z,1021.9,77,13.55,-0.67,199.36,105.34,246.17,219.99,245.24,7.2,246.17,10,1,26,4,4
1674730800,SBT,508,64814,2450229,2023-01-26T11:00:00Z,1021.6,77.4,16.14,-4.63,209.36,110.03,259.75,231.26,258.82,7.4,259.75,11,1,26,4,4
1674732600,SBT,505,64319,2450229,2023-01-26T11:30:00Z,1022.5,80.1,23.9,-0.71,209.52,105.78,280.44,245,279.29,7,280.44,11,1,26,4,4
1674734400,SBT,505,63653,2450229,2023-01-26T12:00:00Z,1022.1,81.5,5.82,-4.81,226.58,123.31,333.44,291.52,332.06,6.8,333.44,12,1,26,4,4
1674736200,SBT,493,64413,2450229,2023-01-26T12:30:00Z,1021.8,81.7,28.27,-4.51,211.76,108.72,283.01,246.95,281.3,7,283.01,12,1,26,4,4
1674738000,SBT,488,61606,2450229,2023-01-26T13:00:00Z,1020.9,78.9,28.26,-1.98,198.7,105.28,272.84,238.61,271.58,7.5,272.84,13,1,26,4,4
1674739800,SBT,380,46913,2450229,2023-01-26T13:30:00Z,1020.6,76.9,11.16,-1.16,184.51,97.6,234.27,206.14,233.06,8,234.27,13,1,26,4,4
1674741600,SBT,438,54773,2450229,2023-01-26T14:00:00Z,1020.4,74.6,18.33,-5.19,197.3,105.86,248.43,220.84,248.34,8.1,248.43,14,1,26,4,4
1674743400,SBT,506,66577,2450229,2023-01-26T14:30:00Z,1021.1,74.5,21.62,-4.26,200.15,102.76,232.8,208.7,232.7,7.8,232.8,14,1,26,4,4
1674745200,SBT,524,68782,2450229,2023-01-26T15:00:00Z,1021.1,75.6,6.93,-3.91,196.36,103.93,245.14,219.32,244.78,7.5,245.14,15,1,26,4,4
1674747000,SBT,477,61856,2450229,2023-01-26T15:30:00Z,1021.7,77.8,23.73,-9.03,216.82,113.02,269.94,240.59,269.22,7.1,269.94,15,1,26,4,4
1674748800,SBT,443,54198,2450229,2023-01-26T16:00:00Z,1021.9,78.2,15.57,-1.53,207.74,106.88,246.77,220.86,246.05,6.9,246.77,16,1,26,4,4
1674750600,SBT,281,36551,2450229,2023-01-26T16:30:00Z,1021.8,77.8,31.21,-1.46,209.39,106.13,240.48,215.44,239.35,7,240.48,16,1,26,4,4
1674752400,SBT,357,44035,2450229,2023-01-26T17:00:00Z,1021.9,75.5,25.02,-4.02,195.72,99.93,220.83,198.88,220.47,7,220.83,17,1,26,4,4
1674754200,SBT,381,49704,2450229,2023-01-26T17:30:00Z,1022.1,71,3.33,-4.19,223.27,115.07,242.51,218.41,242.13,6.9,242.51,17,1,26,4,4
1674756000,SBT,363,45824,2450229,2023-01-26T18:00:00Z,1021.6,70.7,27.04,17.41,198.76,101.26,205.02,185.07,204.32,6.5,205.02,18,1,26,4,4
1674757800,SBT,360,44681,2450229,2023-01-26T18:30:00Z,1021.6,72,19.06,-1.36,205.54,104.72,208.36,188.66,207.43,6.1,208.36,18,1,26,4,4
1674759600,SBT,365,47074,2450229,2023-01-26T19:00:00Z,1021.4,73.2,12.05,16.09,223.84,114.5,230.57,208.44,229.87,6.1,230.57,19,1,26,4,4
1674761400,SBT,375,46730,2450229,2023-01-26T19:30:00Z,1021.5,74.2,8.2,-1.4,240.57,122.45,248.12,224.12,247.18,5.9,248.12,19,1,26,4,4
1674763200,SBT,376,48424,2450229,2023-01-26T20:00:00Z,1021.4,74.9,33.47,6.44,227.41,119.34,249.37,224.4,248.67,5.9,249.37,20,1,26,4,4
1674765000,SBT,326,42033,2450229,2023-01-26T20:30:00Z,1021.4,74.1,20.56,-1.58,219.48,112.69,227.4,205.78,226.97,5.8,227.4,20,1,26,4,4
1674766800,SBT,293,38006,2450229,2023-01-26T21:00:00Z,1021.1,74.4,32.25,-5.91,248.72,128.36,259.33,235.01,258.92,5.7,259.33,21,1,26,4,4
1674768600,SBT,289,36089,2450229,2023-01-26T21:30:00Z,1021,74.2,8.37,-6.21,224.18,114.7,230.81,209.22,230.45,5.7,230.81,21,1,26,4,4
1674770400,SBT,235,29308,2450229,2023-01-26T22:00:00Z,1020.9,74.7,4.53,-6.92,190.04,96.72,190.33,173.52,190.33,5.6,190.33,22,1,26,4,4
1674772200,SBT,237,28688,2450229,2023-01-26T22:30:00Z,1021,75.2,17.97,-5.31,244.39,128.11,264.44,239.9,264.42,5.7,264.44,22,1,26,4,4
1674774000,SBT,175,21767,2450229,2023-01-26T23:00:00Z,1020.8,76.2,-5.49,-7.7,230.79,121.13,253.49,229.43,253.46,5.6,253.49,23,1,26,4,4
1674779400,SBT,84,10980,2450229,2023-01-27T00:30:00Z,1020.4,79.7,19.44,-8.2,232.62,119.63,261.22,235.06,261.19,5.3,261.22,0,1,27,5,4
1674781200,SBT,51,6570,2450229,2023-01-27T01:00:00Z,1019.9,81.4,-6.89,-4.05,227.92,117.08,279.24,247,279.15,5,279.24,1,1,27,5,4
1674783000,SBT,37,5062,2450229,2023-01-27T01:30:00Z,1019.5,81.9,-8.8,-6.48,232.82,117.07,263.75,234.36,263.48,5,263.75,1,1,27,5,4
1674784800,SBT,31,3861,2450229,2023-01-27T02:00:00Z,1019.6,81.9,14.56,-4,242.64,122.48,273,243.15,272.97,5,273,2,1,27,5,4
1674786600,SBT,25,3306,2450229,2023-01-27T02:30:00Z,1019.5,82,-8.84,-2.59,240.22,126.02,288.38,256.17,288.35,5,288.38,2,1,27,5,4
1674788400,SBT,13,1290,2450229,2023-01-27T03:00:00Z,1019.6,82.5,1.5,13.66,222.56,116.18,268.64,238.72,268.61,5,268.64,3,1,27,5,4
1674790200,SBT,22,2522,2450229,2023-01-27T03:30:00Z,1019.4,82.9,1.41,-6.27,238.77,124.35,290.4,257.5,290.24,5,290.4,3,1,27,5,4
1674792000,SBT,24,2943,2450229,2023-01-27T04:00:00Z,1019.7,83.3,5.04,-7.51,227.28,114.32,258.26,229.69,257.9,4.8,258.26,4,1,27,5,4
1674793800,SBT,19,2703,2450229,2023-01-27T04:30:00Z,1019.4,83.5,6.73,-6.51,246.06,128.2,303,268.18,302.65,4.8,303,4,1,27,5,4
1674795600,SBT,26,3481,2450229,2023-01-27T05:00:00Z,1019.7,83.7,10.84,-5.57,232.29,123.58,302.42,267.2,302.39,4.8,302.42,5,1,27,5,4
1674797400,SBT,49,5795,2450229,2023-01-27T05:30:00Z,1019.4,83.8,0.56,-4.88,206.52,105.02,236.9,211.62,236.42,4.8,236.9,5,1,27,5,4
1674799200,SBT,104,12915,2450229,2023-01-27T06:00:00Z,1019.7,83.8,15.32,-5.23,203.62,102.61,229.92,205.37,229.64,4.7,229.92,6,1,27,5,4
1674801000,SBT,165,21034,2450229,2023-01-27T06:30:00Z,1019.7,83.6,10.41,-9.15,221.62,114.89,255.93,228.27,255.65,4.7,255.93,6,1,27,5,4
1674802800,SBT,285,34765,2450229,2023-01-27T07:00:00Z,1020.1,83.7,6.01,2.06,233.18,123.73,287.25,255.38,286.92,4.7,287.25,7,1,27,5,4
1674804600,SBT,445,55056,2450229,2023-01-27T07:30:00Z,1020.3,83.7,15.32,6.61,242.42,125.14,274.4,244.61,273.59,4.7,274.4,7,1,27,5,4
1674806400,SBT,416,49700,2450229,2023-01-27T08:00:00Z,1020.5,83.6,5.77,32.31,238.38,126.21,281.78,252.87,281.29,4.7,281.78,8,1,27,5,4
1674808200,SBT,409,53097,2450229,2023-01-27T08:30:00Z,1020.7,83.4,33.09,20.85,242.44,131.04,288.61,259.59,288.07,4.8,288.61,8,1,27,5,4
1674810000,SBT,439,55354,2450229,2023-01-27T09:00:00Z,1021,83.4,16.97,5.04,243.36,134.6,303.77,272.9,303.41,4.9,303.77,9,1,27,5,4
1674811800,SBT,524,67869,2450229,2023-01-27T09:30:00Z,1020.6,82.9,19.29,-3.34,229.24,122.94,270.48,243.46,269.94,5.2,270.48,9,1,27,5,4
