Actual,Partial_Dep,Density,Partial,CriticalDensity,Capacity,TT,Pred
12.23,15.34175968252554,15.375,0.11082448830230796,125,2450,0.9317090058970342,0.21525
13.23,15.34175968252554,15.375,0.11082448830230796,125,2450,0.9317090058970342,0.21525
15.905,15.34175968252554,15.375,0.11082448830230796,125,2450,0.9317090058970342,0.21525
10.89,15.34175968252554,15.375,0.11082448830230796,125,2450,0.9317090058970342,0.21525
11.35,15.34175968252554,15.375,0.11082448830230796,125,2450,0.9317090058970342,0.21525
29.715,15.337442923424694,15.416666666666666,0.10650772920146245,125,2450,0.9317093540545203,0.21583333333333332
13.51,15.338905607461385,15.5,0.10797041323815293,125,2450,0.9317100588879501,0.217
10.825,15.341341635405492,15.625,0.11040644118225984,125,2450,0.9317111376649843,0.21875
15.66,15.341341635405492,15.625,0.11040644118225984,125,2450,0.9317111376649843,0.21875
17.33,15.341341635405492,15.625,0.11040644118225984,125,2450,0.9317111376649843,0.21875
15.875,15.341341635405492,15.625,0.11040644118225984,125,2450,0.9317111376649843,0.21875
16.44,15.341341635405492,15.625,0.11040644118225984,125,2450,0.9317111376649843,0.21875
16.66,15.343380207903357,15.75,0.11244501368012472,125,2450,0.9317122426457142,0.2205
16.465,15.343380207903357,15.75,0.11244501368012472,125,2450,0.9317122426457142,0.2205
10.7,15.343380207903357,15.75,0.11244501368012472,125,2450,0.9317122426457142,0.2205
13.27,15.343380207903357,15.75,0.11244501368012472,125,2450,0.9317122426457142,0.2205
13.25,15.343480697875792,15.875,0.11254550365256044,125,2450,0.9317133742510714,0.22225
15.705,15.343480697875792,15.875,0.11254550365256044,125,2450,0.9317133742510714,0.22225
14.62,15.343480697875792,15.875,0.11254550365256044,125,2450,0.9317133742510714,0.22225
14.29,15.343480697875792,15.875,0.11254550365256044,125,2450,0.9317133742510714,0.22225
17.62,15.343480697875792,15.875,0.11254550365256044,125,2450,0.9317133742510714,0.22225
10.225,15.343480697875792,15.875,0.11254550365256044,125,2450,0.9317133742510714,0.22225
15.195,15.343480697875792,15.875,0.11254550365256044,125,2450,0.9317133742510714,0.22225
13.43,15.342886301549395,16,0.11195110732616342,125,2450,0.9317145329053415,0.224
9.510000000000002,15.342886301549395,16,0.11195110732616342,125,2450,0.9317145329053415,0.224
12.25,15.342886301549395,16,0.11195110732616342,125,2450,0.9317145329053415,0.224
13.47,15.342886301549395,16,0.11195110732616342,125,2450,0.9317145329053415,0.224
13.16,15.342886301549395,16,0.11195110732616342,125,2450,0.9317145329053415,0.224
11.97,15.341649002813536,16.125,0.11071380859030455,125,2450,0.9317157190361645,0.22575
11.675,15.341649002813536,16.125,0.11071380859030455,125,2450,0.9317157190361645,0.22575
15.26,15.341649002813536,16.125,0.11071380859030455,125,2450,0.9317157190361645,0.22575
18.28,15.341649002813536,16.125,0.11071380859030455,125,2450,0.9317157190361645,0.22575
14.125,15.341649002813536,16.125,0.11071380859030455,125,2450,0.9317157190361645,0.22575
15.13,15.341649002813536,16.125,0.11071380859030455,125,2450,0.9317157190361645,0.22575
12.695,15.341455465958674,16.25,0.11052027173544232,125,2450,0.9317169330745341,0.2275
11.615,15.341455465958674,16.25,0.11052027173544232,125,2450,0.9317169330745341,0.2275
14.94,15.341455465958674,16.25,0.11052027173544232,125,2450,0.9317169330745341,0.2275
16.235,15.341455465958674,16.25,0.11052027173544232,125,2450,0.9317169330745341,0.2275
18.48,15.341494365065223,16.375,0.11055917084199152,125,2450,0.931718175454798,0.22925
12.48,15.341494365065223,16.375,0.11055917084199152,125,2450,0.931718175454798,0.22925
14.19,15.341494365065223,16.375,0.11055917084199152,125,2450,0.931718175454798,0.22925
18.89,15.341494365065223,16.375,0.11055917084199152,125,2450,0.931718175454798,0.22925
17.605,15.341494365065223,16.375,0.11055917084199152,125,2450,0.931718175454798,0.22925
13.34,15.337540126399697,16.5,0.10660493217646483,125,2450,0.9317194466146583,0.231
10.03,15.337540126399697,16.5,0.10660493217646483,125,2450,0.9317194466146583,0.231
11.09,15.337540126399697,16.5,0.10660493217646483,125,2450,0.9317194466146583,0.231
11.53,15.337540126399697,16.5,0.10660493217646483,125,2450,0.9317194466146583,0.231
7.165,15.33839454969596,16.625,0.107459355472729,125,2450,0.9317207469951707,0.23275
13.935,15.33839454969596,16.625,0.107459355472729,125,2450,0.9317207469951707,0.23275
14.2,15.3388944919543,16.75,0.1079592977310675,125,2450,0.9317220770407452,0.23450000000000001
11.36,15.3388944919543,16.75,0.1079592977310675,125,2450,0.9317220770407452,0.23450000000000001
11.135000000000002,15.3388944919543,16.75,0.1079592977310675,125,2450,0.9317220770407452,0.23450000000000001
12.895,15.3388944919543,16.75,0.1079592977310675,125,2450,0.9317220770407452,0.23450000000000001
16.715,15.3388944919543,16.75,0.1079592977310675,125,2450,0.9317220770407452,0.23450000000000001
23.08,15.33876951583511,16.875,0.10783432161187889,125,2450,0.9317234371991459,0.23625000000000002
14.405,15.33876951583511,16.875,0.10783432161187889,125,2450,0.9317234371991459,0.23625000000000002
10.65,15.33876951583511,16.875,0.10783432161187889,125,2450,0.9317234371991459,0.23625000000000002
15.175,15.33876951583511,16.875,0.10783432161187889,125,2450,0.9317234371991459,0.23625000000000002
16.385,15.33876951583511,16.875,0.10783432161187889,125,2450,0.9317234371991459,0.23625000000000002
12.56,15.33876951583511,16.875,0.10783432161187889,125,2450,0.9317234371991459,0.23625000000000002
8.88,15.340468820440186,17,0.10953362621695462,125,2450,0.9317248279214906,0.23800000000000002
9.65,15.340468820440186,17,0.10953362621695462,125,2450,0.9317248279214906,0.23800000000000002
10.905,15.340468820440186,17,0.10953362621695462,125,2450,0.9317248279214906,0.23800000000000002
15.92,15.340468820440186,17,0.10953362621695462,125,2450,0.9317248279214906,0.23800000000000002
15.595,15.340468820440186,17,0.10953362621695462,125,2450,0.9317248279214906,0.23800000000000002
15.67,15.340468820440186,17,0.10953362621695462,125,2450,0.9317248279214906,0.23800000000000002
14.18,15.340468820440186,17,0.10953362621695462,125,2450,0.9317248279214906,0.23800000000000002
13.32,15.340468820440186,17,0.10953362621695462,125,2450,0.9317248279214906,0.23800000000000002
24.64,15.339444128752136,17.125,0.10850893452890453,125,2450,0.9317262496622516,0.23975000000000002
10.355,15.339444128752136,17.125,0.10850893452890453,125,2450,0.9317262496622516,0.23975000000000002
11.46,15.339444128752136,17.125,0.10850893452890453,125,2450,0.9317262496622516,0.23975000000000002
16.795,15.339444128752136,17.125,0.10850893452890453,125,2450,0.9317262496622516,0.23975000000000002
11.48,15.343503654343808,17.25,0.11256846012057586,125,2450,0.9317277028792545,0.2415
10.4,15.343503654343808,17.25,0.11256846012057586,125,2450,0.9317277028792545,0.2415
8.835,15.343503654343808,17.25,0.11256846012057586,125,2450,0.9317277028792545,0.2415
15.465,15.343503654343808,17.25,0.11256846012057586,125,2450,0.9317277028792545,0.2415
16.335,15.343503654343808,17.25,0.11256846012057586,125,2450,0.9317277028792545,0.2415
13.15,15.342116653345805,17.375,0.11118145912257305,125,2450,0.9317291880336801,0.24325
22.895,15.342116653345805,17.375,0.11118145912257305,125,2450,0.9317291880336801,0.24325
14.105,15.342116653345805,17.375,0.11118145912257305,125,2450,0.9317291880336801,0.24325
12.79,15.342116653345805,17.375,0.11118145912257305,125,2450,0.9317291880336801,0.24325
10.375,15.353056981974262,17.46875,0.12212178775103055,125,2450,0.9317303231377527,0.24456250000000002
16.12,15.357601767403404,17.5,0.12666657318017194,125,2450,0.9317307055900621,0.245
12.735,15.357601767403404,17.5,0.12666657318017194,125,2450,0.9317307055900621,0.245
18.045,15.357601767403404,17.5,0.12666657318017194,125,2450,0.9317307055900621,0.245
14.69,15.357601767403404,17.5,0.12666657318017194,125,2450,0.9317307055900621,0.245
16.555,15.357601767403404,17.5,0.12666657318017194,125,2450,0.9317307055900621,0.245
14.515,15.357601767403404,17.5,0.12666657318017194,125,2450,0.9317307055900621,0.245
18.85,15.357601767403404,17.5,0.12666657318017194,125,2450,0.9317307055900621,0.245
11.705,15.358877930672104,17.625,0.12794273644887255,125,2450,0.9317322560162886,0.24675
14.48,15.358877930672104,17.625,0.12794273644887255,125,2450,0.9317322560162886,0.24675
14.225,15.358877930672104,17.625,0.12794273644887255,125,2450,0.9317322560162886,0.24675
13.835,15.360591071057998,17.75,0.1296558768347662,125,2450,0.9317338397836024,0.2485
14.875,15.360591071057998,17.75,0.1296558768347662,125,2450,0.9317338397836024,0.2485
15.67,15.360591071057998,17.75,0.1296558768347662,125,2450,0.9317338397836024,0.2485
12.565,15.360591071057998,17.75,0.1296558768347662,125,2450,0.9317338397836024,0.2485
10.705000000000002,15.360591071057998,17.75,0.1296558768347662,125,2450,0.9317338397836024,0.2485
14.245,15.360591071057998,17.75,0.1296558768347662,125,2450,0.9317338397836024,0.2485
11.79,15.3637157407662,17.875,0.13278054654296767,125,2450,0.9317354573665994,0.25025000000000003
11.795000000000002,15.3637157407662,17.875,0.13278054654296767,125,2450,0.9317354573665994,0.25025000000000003
11.545,15.3637157407662,17.875,0.13278054654296767,125,2450,0.9317354573665994,0.25025000000000003
15.67,15.3637157407662,17.875,0.13278054654296767,125,2450,0.9317354573665994,0.25025000000000003
14.615000000000002,15.3637157407662,17.875,0.13278054654296767,125,2450,0.9317354573665994,0.25025000000000003
15.945,15.3637157407662,17.875,0.13278054654296767,125,2450,0.9317354573665994,0.25025000000000003
7.24,15.373504308155232,18,0.14256911393199978,125,2450,0.9317371092432296,0.252
10.395,15.373504308155232,18,0.14256911393199978,125,2450,0.9317371092432296,0.252
28.445,15.373504308155232,18,0.14256911393199978,125,2450,0.9317371092432296,0.252
16.725,15.373504308155232,18,0.14256911393199978,125,2450,0.9317371092432296,0.252
18.270000000000003,15.373504308155232,18,0.14256911393199978,125,2450,0.9317371092432296,0.252
21.39,15.373504308155232,18,0.14256911393199978,125,2450,0.9317371092432296,0.252
19.62,15.372900461087465,18.125,0.14196526686423283,125,2450,0.9317387958947979,0.25375000000000003
12.2,15.372900461087465,18.125,0.14196526686423283,125,2450,0.9317387958947979,0.25375000000000003
13.704999999999998,15.372900461087465,18.125,0.14196526686423283,125,2450,0.9317387958947979,0.25375000000000003
18.795,15.372900461087465,18.125,0.14196526686423283,125,2450,0.9317387958947979,0.25375000000000003
10.47,15.373314127682844,18.25,0.1423789334596126,125,2450,0.9317405178059626,0.2555
13.175,15.373314127682844,18.25,0.1423789334596126,125,2450,0.9317405178059626,0.2555
9.74,15.373314127682844,18.25,0.1423789334596126,125,2450,0.9317405178059626,0.2555
16.265,15.373314127682844,18.25,0.1423789334596126,125,2450,0.9317405178059626,0.2555
15.579999999999998,15.373314127682844,18.25,0.1423789334596126,125,2450,0.9317405178059626,0.2555
13,15.37209570060842,18.375,0.1411605063851873,125,2450,0.931742275464736,0.25725
14.8,15.37209570060842,18.375,0.1411605063851873,125,2450,0.931742275464736,0.25725
15.28,15.37209570060842,18.375,0.1411605063851873,125,2450,0.931742275464736,0.25725
15.26,15.372328722184315,18.5,0.14139352796108362,125,2450,0.9317440693624843,0.259
17.435000000000002,15.372328722184315,18.5,0.14139352796108362,125,2450,0.9317440693624843,0.259
7.74,15.372328722184315,18.5,0.14139352796108362,125,2450,0.9317440693624843,0.259
12.77,15.372328722184315,18.5,0.14139352796108362,125,2450,0.9317440693624843,0.259
12.42,15.372328722184315,18.5,0.14139352796108362,125,2450,0.9317440693624843,0.259
13.47,15.372328722184315,18.5,0.14139352796108362,125,2450,0.9317440693624843,0.259
14.94,15.371675017094496,18.625,0.1407398228712644,125,2450,0.9317458999939285,0.26075
12.715,15.371675017094496,18.625,0.1407398228712644,125,2450,0.9317458999939285,0.26075
17.66,15.371675017094496,18.625,0.1407398228712644,125,2450,0.9317458999939285,0.26075
14.705,15.371675017094496,18.625,0.1407398228712644,125,2450,0.9317458999939285,0.26075
12.58,15.371675017094496,18.625,0.1407398228712644,125,2450,0.9317458999939285,0.26075
13.920000000000002,15.371675017094496,18.625,0.1407398228712644,125,2450,0.9317458999939285,0.26075
12.455000000000002,15.371675017094496,18.625,0.1407398228712644,125,2450,0.9317458999939285,0.26075
9.7,15.371675017094496,18.625,0.1407398228712644,125,2450,0.9317458999939285,0.26075
15.75,15.373604889848988,18.75,0.14266969562575582,125,2450,0.9317477678571426,0.2625
14.115,15.373604889848988,18.75,0.14266969562575582,125,2450,0.9317477678571426,0.2625
12.215,15.373604889848988,18.75,0.14266969562575582,125,2450,0.9317477678571426,0.2625
17.635,15.373604889848988,18.75,0.14266969562575582,125,2450,0.9317477678571426,0.2625
12.64,15.373604889848988,18.75,0.14266969562575582,125,2450,0.9317477678571426,0.2625
14.29,15.373604889848988,18.75,0.14266969562575582,125,2450,0.9317477678571426,0.2625
12.665,15.373604889848988,18.75,0.14266969562575582,125,2450,0.9317477678571426,0.2625
12.74,15.375161811125482,18.875,0.14422661690224992,125,2450,0.9317496734535559,0.26425
16.700000000000003,15.375161811125482,18.875,0.14422661690224992,125,2450,0.9317496734535559,0.26425
9.135,15.375161811125482,18.875,0.14422661690224992,125,2450,0.9317496734535559,0.26425
12.635,15.375161811125482,18.875,0.14422661690224992,125,2450,0.9317496734535559,0.26425
14.995,15.375161811125482,18.875,0.14422661690224992,125,2450,0.9317496734535559,0.26425
14.385,15.376151270896417,19,0.1452160766731847,125,2450,0.9317516172879501,0.266
13.52,15.376151270896417,19,0.1452160766731847,125,2450,0.9317516172879501,0.266
14.77,15.376151270896417,19,0.1452160766731847,125,2450,0.9317516172879501,0.266
13.13,15.376151270896417,19,0.1452160766731847,125,2450,0.9317516172879501,0.266
13.465,15.376151270896417,19,0.1452160766731847,125,2450,0.9317516172879501,0.266
15.615,15.376151270896417,19,0.1452160766731847,125,2450,0.9317516172879501,0.266
12.44,15.376151270896417,19,0.1452160766731847,125,2450,0.9317516172879501,0.266
15.665,15.376151270896417,19,0.1452160766731847,125,2450,0.9317516172879501,0.266
15.84,15.376151270896417,19,0.1452160766731847,125,2450,0.9317516172879501,0.266
12.565,15.37647093775318,19.125,0.14553574352994758,125,2450,0.9317535998684627,0.26775
15.015,15.37647093775318,19.125,0.14553574352994758,125,2450,0.9317535998684627,0.26775
13.945,15.37647093775318,19.125,0.14553574352994758,125,2450,0.9317535998684627,0.26775
15.32,15.37647093775318,19.125,0.14553574352994758,125,2450,0.9317535998684627,0.26775
10.885000000000002,15.37647093775318,19.125,0.14553574352994758,125,2450,0.9317535998684627,0.26775
7.970000000000001,15.376864010892614,19.25,0.1459288166693824,125,2450,0.9317556217065835,0.2695
13.31,15.376864010892614,19.25,0.1459288166693824,125,2450,0.9317556217065835,0.2695
10.205,15.376864010892614,19.25,0.1459288166693824,125,2450,0.9317556217065835,0.2695
13.63,15.376864010892614,19.25,0.1459288166693824,125,2450,0.9317556217065835,0.2695
13.225,15.376864010892614,19.25,0.1459288166693824,125,2450,0.9317556217065835,0.2695
11.305,15.384811191293718,19.375,0.15387599707048594,125,2450,0.9317576833171582,0.27125
15.105,15.384811191293718,19.375,0.15387599707048594,125,2450,0.9317576833171582,0.27125
12.15,15.384811191293718,19.375,0.15387599707048594,125,2450,0.9317576833171582,0.27125
10.73,15.384811191293718,19.375,0.15387599707048594,125,2450,0.9317576833171582,0.27125
19.075000000000003,15.384811191293718,19.375,0.15387599707048594,125,2450,0.9317576833171582,0.27125
13.385,15.384811191293718,19.375,0.15387599707048594,125,2450,0.9317576833171582,0.27125
11.71,15.4238808072998,19.5,0.192945613076569,125,2450,0.931759785218385,0.273
34.39,15.4238808072998,19.5,0.192945613076569,125,2450,0.931759785218385,0.273
13.670000000000002,15.4238808072998,19.5,0.192945613076569,125,2450,0.931759785218385,0.273
15.665,15.4238808072998,19.5,0.192945613076569,125,2450,0.931759785218385,0.273
14.665,15.4238808072998,19.5,0.192945613076569,125,2450,0.931759785218385,0.273
15.215,15.4238808072998,19.5,0.192945613076569,125,2450,0.931759785218385,0.273
14.05,15.4238808072998,19.5,0.192945613076569,125,2450,0.931759785218385,0.273
15.45,15.4238808072998,19.5,0.192945613076569,125,2450,0.931759785218385,0.273
24.035000000000004,15.4238808072998,19.5,0.192945613076569,125,2450,0.931759785218385,0.273
13.585,15.42286707226986,19.625,0.1919318780466277,125,2450,0.9317619279318168,0.27475
26.315,15.42286707226986,19.625,0.1919318780466277,125,2450,0.9317619279318168,0.27475
15.72,15.42286707226986,19.625,0.1919318780466277,125,2450,0.9317619279318168,0.27475
12.260000000000002,15.42286707226986,19.625,0.1919318780466277,125,2450,0.9317619279318168,0.27475
15.675,15.407400646668682,19.75,0.1764654524454503,125,2450,0.9317641119823601,0.2765
8.975000000000001,15.407400646668682,19.75,0.1764654524454503,125,2450,0.9317641119823601,0.2765
14.375,15.407400646668682,19.75,0.1764654524454503,125,2450,0.9317641119823601,0.2765
15.23,15.407400646668682,19.75,0.1764654524454503,125,2450,0.9317641119823601,0.2765
16.405,15.407400646668682,19.75,0.1764654524454503,125,2450,0.9317641119823601,0.2765
6.965000000000001,15.395419439677902,19.875,0.16448424545466978,125,2450,0.9317663378982762,0.27825
12.905,15.395419439677902,19.875,0.16448424545466978,125,2450,0.9317663378982762,0.27825
15.62,15.395419439677902,19.875,0.16448424545466978,125,2450,0.9317663378982762,0.27825
13.04,15.395419439677902,19.875,0.16448424545466978,125,2450,0.9317663378982762,0.27825
14.29,15.395419439677902,19.875,0.16448424545466978,125,2450,0.9317663378982762,0.27825
12.9,15.393803636759928,20,0.16286844253669663,125,2450,0.93176860621118,0.28
12.305,15.393803636759928,20,0.16286844253669663,125,2450,0.93176860621118,0.28
14.26,15.393803636759928,20,0.16286844253669663,125,2450,0.93176860621118,0.28
16.265,15.393803636759928,20,0.16286844253669663,125,2450,0.93176860621118,0.28
14.84,15.393803636759928,20,0.16286844253669663,125,2450,0.93176860621118,0.28
16.03,15.393803636759928,20,0.16286844253669663,125,2450,0.93176860621118,0.28
15.44,15.394508638185648,20.125,0.16357344396241658,125,2450,0.9317709174560403,0.28175
12.32,15.394508638185648,20.125,0.16357344396241658,125,2450,0.9317709174560403,0.28175
14.285,15.394508638185648,20.125,0.16357344396241658,125,2450,0.9317709174560403,0.28175
12.98,15.394508638185648,20.125,0.16357344396241658,125,2450,0.9317709174560403,0.28175
11.01,15.394508638185648,20.125,0.16357344396241658,125,2450,0.9317709174560403,0.28175
15.995,15.394508638185648,20.125,0.16357344396241658,125,2450,0.9317709174560403,0.28175
16.86,15.394508638185648,20.125,0.16357344396241658,125,2450,0.9317709174560403,0.28175
16.465,15.394508638185648,20.125,0.16357344396241658,125,2450,0.9317709174560403,0.28175
14.585,15.393616809818573,20.25,0.162681615595341,125,2450,0.93177327217118,0.28350000000000003
10.625,15.393616809818573,20.25,0.162681615595341,125,2450,0.93177327217118,0.28350000000000003
14.34,15.393616809818573,20.25,0.162681615595341,125,2450,0.93177327217118,0.28350000000000003
14.04,15.393616809818573,20.25,0.162681615595341,125,2450,0.93177327217118,0.28350000000000003
13.185,15.393616809818573,20.25,0.162681615595341,125,2450,0.93177327217118,0.28350000000000003
16.265,15.393616809818573,20.25,0.162681615595341,125,2450,0.93177327217118,0.28350000000000003
21.98,15.393741431289916,20.375,0.1628062370666843,125,2450,0.9317756708982762,0.28525
7.755000000000001,15.393741431289916,20.375,0.1628062370666843,125,2450,0.9317756708982762,0.28525
47.575,15.393741431289916,20.375,0.1628062370666843,125,2450,0.9317756708982762,0.28525
13.885,15.393741431289916,20.375,0.1628062370666843,125,2450,0.9317756708982762,0.28525
12.335,15.393741431289916,20.375,0.1628062370666843,125,2450,0.9317756708982762,0.28525
14.75,15.393741431289916,20.375,0.1628062370666843,125,2450,0.9317756708982762,0.28525
11.525,15.39544195322224,20.5,0.1645067589990088,125,2450,0.9317781141823602,0.28700000000000003
15.86,15.39544195322224,20.5,0.1645067589990088,125,2450,0.9317781141823602,0.28700000000000003
14.27,15.39544195322224,20.5,0.1645067589990088,125,2450,0.9317781141823602,0.28700000000000003
9.3,15.39544195322224,20.5,0.1645067589990088,125,2450,0.9317781141823602,0.28700000000000003
11.86,15.39544195322224,20.5,0.1645067589990088,125,2450,0.9317781141823602,0.28700000000000003
14.435,15.39544195322224,20.5,0.1645067589990088,125,2450,0.9317781141823602,0.28700000000000003
13.565,15.39544195322224,20.5,0.1645067589990088,125,2450,0.9317781141823602,0.28700000000000003
12.795,15.393913621789869,20.625,0.16297842756663705,125,2450,0.9317806025718167,0.28875
13.135000000000002,15.393913621789869,20.625,0.16297842756663705,125,2450,0.9317806025718167,0.28875
10.6,15.393913621789869,20.625,0.16297842756663705,125,2450,0.9317806025718167,0.28875
14.245,15.393913621789869,20.625,0.16297842756663705,125,2450,0.9317806025718167,0.28875
15.145,15.396707028785402,20.75,0.16577183456216993,125,2450,0.931783136618385,0.2905
13.09,15.396707028785402,20.75,0.16577183456216993,125,2450,0.931783136618385,0.2905
13.56,15.396707028785402,20.75,0.16577183456216993,125,2450,0.931783136618385,0.2905
14.96,15.396707028785402,20.75,0.16577183456216993,125,2450,0.931783136618385,0.2905
14.080000000000002,15.396707028785402,20.75,0.16577183456216993,125,2450,0.931783136618385,0.2905
7.765,15.396707028785402,20.75,0.16577183456216993,125,2450,0.931783136618385,0.2905
14.47,15.411616449111415,20.84375,0.18068125488818332,125,2450,0.931785067449588,0.29181250000000003
8.17,15.41179208652706,20.875,0.18085689230382762,125,2450,0.9317857168771583,0.29225
18.365,15.41179208652706,20.875,0.18085689230382762,125,2450,0.9317857168771583,0.29225
17.700000000000003,15.41179208652706,20.875,0.18085689230382762,125,2450,0.9317857168771583,0.29225
18.585,15.41179208652706,20.875,0.18085689230382762,125,2450,0.9317857168771583,0.29225
11.9,15.41179208652706,20.875,0.18085689230382762,125,2450,0.9317857168771583,0.29225
10.555,15.41179208652706,20.875,0.18085689230382762,125,2450,0.9317857168771583,0.29225
15.35,15.416069771870658,20.96875,0.18513457764742647,125,2450,0.9317876827338126,0.2935625
15.15,15.416069771870658,20.96875,0.18513457764742647,125,2450,0.9317876827338126,0.2935625
12.45,15.416069771870658,21,0.18513457764742647,125,2450,0.9317883439065837,0.294
13.525,15.416069771870658,21,0.18513457764742647,125,2450,0.9317883439065837,0.294
18.06,15.416069771870658,21,0.18513457764742647,125,2450,0.9317883439065837,0.294
11.56,15.416069771870658,21,0.18513457764742647,125,2450,0.9317883439065837,0.294
12.71,15.416069771870658,21,0.18513457764742647,125,2450,0.9317883439065837,0.294
14.63,15.416069771870658,21,0.18513457764742647,125,2450,0.9317883439065837,0.294
14.875,15.416069771870658,21,0.18513457764742647,125,2450,0.9317883439065837,0.294
16.3,15.416069771870658,21,0.18513457764742647,125,2450,0.9317883439065837,0.294
18.48,15.416069771870658,21,0.18513457764742647,125,2450,0.9317883439065837,0.294
11.415,15.41614320738059,21.125,0.18520801315735902,125,2450,0.9317910182684628,0.29575
11.9,15.41614320738059,21.125,0.18520801315735902,125,2450,0.9317910182684628,0.29575
16.48,15.41614320738059,21.125,0.18520801315735902,125,2450,0.9317910182684628,0.29575
15.105,15.41614320738059,21.125,0.18520801315735902,125,2450,0.9317910182684628,0.29575
16.365000000000002,15.41614320738059,21.125,0.18520801315735902,125,2450,0.9317910182684628,0.29575
11.995,15.41614320738059,21.125,0.18520801315735902,125,2450,0.9317910182684628,0.29575
12.105,15.41614320738059,21.125,0.18520801315735902,125,2450,0.9317910182684628,0.29575
13.65,15.41660349418793,21.25,0.18566829996469814,125,2450,0.93179374052795,0.2975
8.15,15.41660349418793,21.25,0.18566829996469814,125,2450,0.93179374052795,0.2975
11.09,15.41660349418793,21.25,0.18566829996469814,125,2450,0.93179374052795,0.2975
10.595,15.41660349418793,21.25,0.18566829996469814,125,2450,0.93179374052795,0.2975
11.775,15.41660349418793,21.25,0.18566829996469814,125,2450,0.93179374052795,0.2975
14.605,15.42466736121578,21.375,0.19373216699254847,125,2450,0.9317965112535558,0.29925
12.58,15.42466736121578,21.375,0.19373216699254847,125,2450,0.9317965112535558,0.29925
15.55,15.42466736121578,21.375,0.19373216699254847,125,2450,0.9317965112535558,0.29925
17.060000000000002,15.42466736121578,21.375,0.19373216699254847,125,2450,0.9317965112535558,0.29925
16.025,15.42466736121578,21.375,0.19373216699254847,125,2450,0.9317965112535558,0.29925
12.075,15.42466736121578,21.375,0.19373216699254847,125,2450,0.9317965112535558,0.29925
15.91,15.43907601141538,21.5,0.20814081719214883,125,2450,0.9317993310171427,0.301
13.23,15.43907601141538,21.5,0.20814081719214883,125,2450,0.9317993310171427,0.301
15.15,15.43907601141538,21.5,0.20814081719214883,125,2450,0.9317993310171427,0.301
16.255000000000003,15.43907601141538,21.5,0.20814081719214883,125,2450,0.9317993310171427,0.301
13.510000000000002,15.43907601141538,21.5,0.20814081719214883,125,2450,0.9317993310171427,0.301
14.41,15.43907601141538,21.5,0.20814081719214883,125,2450,0.9317993310171427,0.301
19.25,15.448889056515656,21.625,0.21795386229242375,125,2450,0.9318022003939285,0.30275
13.005,15.448889056515656,21.625,0.21795386229242375,125,2450,0.9318022003939285,0.30275
13.555,15.448889056515656,21.625,0.21795386229242375,125,2450,0.9318022003939285,0.30275
15.48,15.448889056515656,21.625,0.21795386229242375,125,2450,0.9318022003939285,0.30275
15.305,15.448889056515656,21.625,0.21795386229242375,125,2450,0.9318022003939285,0.30275
14.345,15.448889056515656,21.625,0.21795386229242375,125,2450,0.9318022003939285,0.30275
16.775,15.45860483555282,21.75,0.22766964132958734,125,2450,0.9318051199624843,0.3045
15.5,15.45860483555282,21.75,0.22766964132958734,125,2450,0.9318051199624843,0.3045
15.81,15.45860483555282,21.75,0.22766964132958734,125,2450,0.9318051199624843,0.3045
19.31,15.45860483555282,21.75,0.22766964132958734,125,2450,0.9318051199624843,0.3045
11.38,15.45860483555282,21.75,0.22766964132958734,125,2450,0.9318051199624843,0.3045
18.8,15.45860483555282,21.75,0.22766964132958734,125,2450,0.9318051199624843,0.3045
12.165,15.45860483555282,21.75,0.22766964132958734,125,2450,0.9318051199624843,0.3045
14.43,15.45860483555282,21.75,0.22766964132958734,125,2450,0.9318051199624843,0.3045
17.05,15.45860483555282,21.75,0.22766964132958734,125,2450,0.9318051199624843,0.3045
16.12,15.45939224573246,21.875,0.22845705150922768,125,2450,0.931808090304736,0.30625
11.875,15.45939224573246,21.875,0.22845705150922768,125,2450,0.931808090304736,0.30625
17.185000000000002,15.45939224573246,21.875,0.22845705150922768,125,2450,0.931808090304736,0.30625
12.395,15.45939224573246,21.875,0.22845705150922768,125,2450,0.931808090304736,0.30625
15.31,15.45939224573246,21.875,0.22845705150922768,125,2450,0.931808090304736,0.30625
22.63,15.4628183405666,21.916666666666668,0.23188314634336749,125,2450,0.9318090918029259,0.30683333333333335
12.235,15.460177315949169,22,0.22924212172593705,125,2450,0.9318111120059627,0.308
14.17,15.460177315949169,22,0.22924212172593705,125,2450,0.9318111120059627,0.308
9.675,15.460177315949169,22,0.22924212172593705,125,2450,0.9318111120059627,0.308
12.945,15.460177315949169,22,0.22924212172593705,125,2450,0.9318111120059627,0.308
10.54,15.460177315949169,22,0.22924212172593705,125,2450,0.9318111120059627,0.308
14.205,15.460177315949169,22,0.22924212172593705,125,2450,0.9318111120059627,0.308
15.235,15.46064847945549,22.125,0.22971328523225765,125,2450,0.9318141856547979,0.30975
9.105,15.46064847945549,22.125,0.22971328523225765,125,2450,0.9318141856547979,0.30975
16.365000000000002,15.46064847945549,22.125,0.22971328523225765,125,2450,0.9318141856547979,0.30975
15.755,15.465347570083756,22.25,0.23441237586052388,125,2450,0.9318173118432297,0.3115
16.23,15.465347570083756,22.25,0.23441237586052388,125,2450,0.9318173118432297,0.3115
10.475,15.465347570083756,22.25,0.23441237586052388,125,2450,0.9318173118432297,0.3115
11.565,15.465347570083756,22.25,0.23441237586052388,125,2450,0.9318173118432297,0.3115
