set,date,month,day,hour,day_julian,temp,airpres,ws_10m,wd_10m,ws_24m,wd_24m,hum,value,density,date_unix,weekday
testing,2023-05-13T00:00:00Z,5,13,10,133,10.35,1017,2.081001,15.830002,2.541,9.899994,75.15,13.105,125.125,1683936000,6
testing,2023-05-13T00:00:00Z,5,13,16,133,19.8,1013.25,1.740999,42.539978,1.962999,58.200012,56.400000000000006,17.765,124,1683936000,6
testing,2023-05-13T00:00:00Z,5,13,20,133,13.95,1013.2,1.483999,121.5,2.361,120.800049,69.30000000000001,15.375,85.25,1683936000,6
testing,2023-05-13T00:00:00Z,5,13,21,133,12.2,1012.85,0.573,145,1.107,132,74.25,15.3,83.625,1683936000,6
training,2023-05-14T00:00:00Z,5,14,23,134,11.9,1005.9,2.280998,323.799805,4.499001,306.100098,70.2,10.97,15.25,1684022400,7
training,2023-05-14T00:00:00Z,5,14,12,134,21.85,1006.25,1.326,302.299805,1.973,310.700195,46.5,21.225,130,1684022400,7
training,2023-05-14T00:00:00Z,5,14,5,134,7.5,1009.2,1.197001,136.899902,2.166,134.100098,83.85,17.33,15.625,1684022400,7
training,2023-05-14T00:00:00Z,5,14,1,134,8.9,1011.05,0.331,102.5,0.549,209.600098,81.19999999999999,15.235,30.125,1684022400,7
training,2023-05-14T00:00:00Z,5,14,2,134,8.399999999999999,1010.85,0.602,141.100098,1.166,194.899902,81.7,13.115,22.375,1684022400,7
training,2023-05-14T00:00:00Z,5,14,11,134,20.6,1006.4,1.438999,52.340027,2.271999,60.570007,58.1,20.05,127.125,1684022400,7
training,2023-05-14T00:00:00Z,5,14,3,134,7.85,1009.95,0.329,161.399902,0.707,210.899902,82.55,12.73,26.625,1684022400,7
training,2023-05-14T00:00:00Z,5,14,0,134,9.55,1011.55,0.378,0,0.891,223,80.15,14.405000000000001,36,1684022400,7
training,2023-05-14T00:00:00Z,5,14,16,134,21.549999999999997,1005.05,1.476,0,2.935001,261,44.4,20.340000000000003,94.5,1684022400,7
training,2023-05-14T00:00:00Z,5,14,17,134,20.6,1004.25,1.955999,232,3.571999,241.899902,48.650000000000006,15.71,87.625,1684022400,7
training,2023-05-14T00:00:00Z,5,14,6,134,9.399999999999999,1008.95,0.7,30.720001,0.941,42.580017,83.85,12.055,22.875,1684022400,7
training,2023-05-14T00:00:00Z,5,14,15,134,22.2,1005.2,2.080002,253.600098,3.655998,252.199951,44.599999999999994,18.939999999999998,122.625,1684022400,7
training,2023-05-14T00:00:00Z,5,14,8,134,14.649999999999999,1008.55,1.714001,27.440002,1.868999,35.52002,74.95,16.765,57.5,1684022400,7
training,2023-05-14T00:00:00Z,5,14,19,134,16.05,1004.6500000000001,1.711,272.5,2.877998,260,64.15,15.455000000000002,76.5,1684022400,7
training,2023-05-14T00:00:00Z,5,14,13,134,22.5,1005.8,1.124001,46.5,1.978001,49.590027,45.35,20.73,100.75,1684022400,7
training,2023-05-14T00:00:00Z,5,14,14,134,22.65,1004.75,1.459,236.199951,2.384998,244.100098,43.8,18.884999999999998,115.08333333333333,1684022400,7
training,2023-05-14T00:00:00Z,5,14,4,134,7.45,1009.35,0.638,156.199951,1.013,187,83,10.614999999999998,15.25,1684022400,7
testing,2023-05-14T00:00:00Z,5,14,7,134,12.7,1008.5,1.959,20.23999,2.356998,23.529999,79.2,17.75,30.625,1684022400,7
testing,2023-05-14T00:00:00Z,5,14,9,134,16.65,1007.3,1.509001,34.369995,1.816,44.330017,71.85,21.62,81.125,1684022400,7
testing,2023-05-14T00:00:00Z,5,14,10,134,19.049999999999997,1006.95,1.681,38.429993,2.539001,50.419983,67.3,17.925,116.75,1684022400,7
testing,2023-05-14T00:00:00Z,5,14,18,134,18.25,1004.6,2.333,304.200195,3.726002,279.5,58.7,10.184999999999999,82.875,1684022400,7
testing,2023-05-14T00:00:00Z,5,14,20,134,14.65,1005.5,1.309999,276.799805,2.713001,267.299805,66.65,15.99,69.75,1684022400,7
testing,2023-05-14T00:00:00Z,5,14,21,134,14.1,1005.9,1.315001,292.700195,2.521,296.299805,70.65,11.42,52.875,1684022400,7
testing,2023-05-14T00:00:00Z,5,14,22,134,13.6,1005.9,3.799,321.700195,6.114998,314.399902,68.9,12.66,41.875,1684022400,7
training,2023-05-15T00:00:00Z,5,15,19,135,15.1,1010.4,3.098999,327.399902,5.906998,313.5,51.099999999999994,15.185,86.375,1684108800,1
training,2023-05-15T00:00:00Z,5,15,15,135,17.9,1009,2.435001,349.200195,3.990002,330.700195,39.099999999999994,17,123.25,1684108800,1
training,2023-05-15T00:00:00Z,5,15,16,135,17.15,1008.8,2.398998,332.399902,3.990002,321.100098,40.9,14.25,135.5,1684108800,1
training,2023-05-15T00:00:00Z,5,15,4,135,8,1006.9,0.731,264.899902,1.971001,279.100098,72.25,10.93,24.25,1684108800,1
training,2023-05-15T00:00:00Z,5,15,12,135,15.35,1009.3,3.09,337.899902,4.842003,323.399902,46.5,15,112,1684108800,1
training,2023-05-15T00:00:00Z,5,15,7,135,10.55,1007.9,3.18,333.700195,4.931,320.799805,64,15.34,176.75,1684108800,1
training,2023-05-15T00:00:00Z,5,15,3,135,8.65,1007.2,1.452999,296.600098,2.257,287.5,70,10.235,6.5,1684108800,1
training,2023-05-15T00:00:00Z,5,15,10,135,14.25,1008.4,3.337002,346.100098,5.201004,326,50.45,18.44,107.625,1684108800,1
training,2023-05-15T00:00:00Z,5,15,23,135,10.4,1011.5,0.803,297.799805,1.5,267.299805,65.7,8.74,26.5,1684108800,1
training,2023-05-15T00:00:00Z,5,15,18,135,16.4,1009.3,2.845001,303.899902,4.772003,294.600098,47.6,12.66,102.375,1684108800,1
training,2023-05-15T00:00:00Z,5,15,20,135,13.3,1011.25,1.471001,355.399902,2.437,345.899902,56.05,9.280000000000001,78.375,1684108800,1
training,2023-05-15T00:00:00Z,5,15,11,135,14.45,1008.95,3.019001,331,4.357002,319.700195,48.8,16.740000000000002,108,1684108800,1
training,2023-05-15T00:00:00Z,5,15,8,135,11.95,1008.45,3.055,323.100098,5.032997,332,59.2,15.89,136.75,1684108800,1
training,2023-05-15T00:00:00Z,5,15,14,135,17,1008.8,3.570999,327.5,5.152,327.399902,41.75,15.05,132.875,1684108800,1
training,2023-05-15T00:00:00Z,5,15,17,135,17.200000000000003,1009.2,3.563999,309.899902,5.025002,304,43.8,13.505,151.125,1684108800,1
training,2023-05-15T00:00:00Z,5,15,5,135,8,1007,2.173,299.200195,3.689999,288.299805,71.25,12.365,56.625,1684108800,1
training,2023-05-15T00:00:00Z,5,15,21,135,12.35,1011.5,1.051001,129.399902,1.129,107,60.05,12.605,64.75,1684108800,1
training,2023-05-15T00:00:00Z,5,15,2,135,9.3,1006.85,1.184999,295,2.123001,285.299805,71.65,12.705,7,1684108800,1
training,2023-05-15T00:00:00Z,5,15,6,135,9,1007.85,2.557999,320.299805,4.182999,305.600098,68.85,9.135,167.625,1684108800,1
testing,2023-05-15T00:00:00Z,5,15,0,135,11.35,1006.2,1.806999,316.100098,3.032001,303.700195,70.35,12.995000000000001,9.25,1684108800,1
testing,2023-05-15T00:00:00Z,5,15,1,135,10.35,1006.6,2.105999,316.600098,3.685001,300.399902,71.44999999999999,10.425,7.875,1684108800,1
testing,2023-05-15T00:00:00Z,5,15,9,135,13.100000000000001,1008.2,2.924,335.600098,4.862999,317.899902,53.2,16.52,117.125,1684108800,1
testing,2023-05-15T00:00:00Z,5,15,13,135,16.25,1008.85,3.609001,327.700195,5.038002,311.200195,43.25,18.25,115.5,1684108800,1
testing,2023-05-15T00:00:00Z,5,15,22,135,11.6,1011.5,0.767,285.100098,1.549999,270,61.6,14.33,32.5,1684108800,1
training,2023-05-16T00:00:00Z,5,16,20,136,13.7,1013.6,0.883,0,1.469,263.799805,61.25,13.565000000000001,87.5,1684195200,2
training,2023-05-16T00:00:00Z,5,16,10,136,14.55,1012.15,2.589001,330.600098,4.672997,315.799805,56.55,14.51,136.75,1684195200,2
training,2023-05-16T00:00:00Z,5,16,1,136,9.45,1011.2,0.94,236.699951,1.313999,262.100098,68.6,14.655000000000001,7.625,1684195200,2
training,2023-05-16T00:00:00Z,5,16,0,136,9.95,1011.6,1.063,319.200195,1.948999,282.399902,66.75,12.370000000000001,49.5,1684195200,2
training,2023-05-16T00:00:00Z,5,16,9,136,14.05,1012.05,2.159,295.200195,3.459,289.799805,57.5,16.275,119.375,1684195200,2
training,2023-05-16T00:00:00Z,5,16,18,136,16.6,1013.3,3.370998,299.600098,4.449997,290.299805,53.5,14.47,95.375,1684195200,2
training,2023-05-16T00:00:00Z,5,16,22,136,11.9,1014.7,1.162001,252.800049,2.620998,257.5,67.7,11.17,40.75,1684195200,2
training,2023-05-16T00:00:00Z,5,16,5,136,8.399999999999999,1011.6,1.504999,291.200195,2.105,290.399902,73.3,15.100000000000001,68.875,1684195200,2
training,2023-05-16T00:00:00Z,5,16,19,136,15.399999999999999,1013.05,1.757,283.799805,2.830002,276.600098,56.2,13.305000000000001,166.5,1684195200,2
training,2023-05-16T00:00:00Z,5,16,4,136,8.35,1011.45,0.595,317.299805,1.301001,279,73.2,12.23,30.875,1684195200,2
training,2023-05-16T00:00:00Z,5,16,7,136,11.649999999999999,1012.3499999999999,2.486,311.100098,3.851002,295.899902,63.900000000000006,17.93,173.25,1684195200,2
training,2023-05-16T00:00:00Z,5,16,13,136,16.25,1012.45,2.696999,303.5,4.823997,304.100098,53.5,14.265,109.125,1684195200,2
training,2023-05-16T00:00:00Z,5,16,14,136,17.25,1012.0999999999999,3.202999,313.299805,4.259003,302.299805,50.85,15.27,149,1684195200,2
training,2023-05-16T00:00:00Z,5,16,2,136,9.1,1011.05,0.85,250.100098,1.614,266.5,70.25,11.91,5.125,1684195200,2
training,2023-05-16T00:00:00Z,5,16,15,136,18.25,1012.15,2.834,316.100098,3.803001,299.700195,48.25,17.05,120.25,1684195200,2
training,2023-05-16T00:00:00Z,5,16,12,136,15.65,1012.2,2.000999,345.299805,4.218002,325.899902,53.900000000000006,16.385,128.625,1684195200,2
testing,2023-05-16T00:00:00Z,5,16,3,136,8.8,1011.55,1.021999,224.199951,1.639,254.399902,71.9,10.469999999999999,18.25,1684195200,2
testing,2023-05-16T00:00:00Z,5,16,6,136,9.65,1012,1.886999,291.799805,2.479,291.100098,69.8,14.965,181.5,1684195200,2
testing,2023-05-16T00:00:00Z,5,16,8,136,13.100000000000001,1012.45,2.703999,306.600098,4.610001,296.100098,58.35,15.22,138.5,1684195200,2
testing,2023-05-16T00:00:00Z,5,16,11,136,14.55,1012.35,2.5,302.299805,4.457001,291.5,57.6,14.75,125.75,1684195200,2
testing,2023-05-16T00:00:00Z,5,16,16,136,17.5,1012.45,3.398998,323.5,4.973,309.200195,51.1,12.035,135.75,1684195200,2
testing,2023-05-16T00:00:00Z,5,16,17,136,17.5,1012.5,5.264999,314.200195,7.154999,304.100098,51.65,16.025,244,1684195200,2
testing,2023-05-16T00:00:00Z,5,16,21,136,12.399999999999999,1014.2,1.198,247.300049,2.603001,276.299805,65.35,13.37,65.125,1684195200,2
testing,2023-05-16T00:00:00Z,5,16,23,136,11.2,1014.8,0.975,283.100098,1.773001,284.299805,71.3,11.56,21,1684195200,2
training,2023-05-17T00:00:00Z,5,17,17,137,18.8,1015.25,0.971,259.799805,1.497999,257.399902,51.400000000000006,17.630000000000003,239.25,1684281600,3
training,2023-05-17T00:00:00Z,5,17,8,137,14.100000000000001,1016.8,1.356001,309.899902,2,298.399902,67.05000000000001,16.505,150.875,1684281600,3
training,2023-05-17T00:00:00Z,5,17,3,137,9.45,1015.5,1.385,231.699951,1.957001,238.199951,77.05,16.135,6.75,1684281600,3
training,2023-05-17T00:00:00Z,5,17,20,137,15.850000000000001,1015.35,0.819,268.600098,1.66,260.100098,55.650000000000006,15.620000000000001,99.25,1684281600,3
training,2023-05-17T00:00:00Z,5,17,1,137,9.85,1015,0.448,254.600098,1.372,259.899902,74.4,14.585,7.875,1684281600,3
training,2023-05-17T00:00:00Z,5,17,15,137,18.450000000000003,1016.15,1.271,4.424004,2.341,354.600098,50.400000000000006,16.814999999999998,147.375,1684281600,3
training,2023-05-17T00:00:00Z,5,17,7,137,12.95,1016.5,1.051001,321,1.311001,300.399902,70.9,17.53,149.5,1684281600,3
training,2023-05-17T00:00:00Z,5,17,22,137,14.4,1016,0.264,174.199951,0.49,217.800049,58,16.91,42.125,1684281600,3
training,2023-05-17T00:00:00Z,5,17,18,137,18.049999999999997,1015.8,0.755,279.899902,1.740999,270.100098,54.1,17.255,117.75,1684281600,3
training,2023-05-17T00:00:00Z,5,17,21,137,15,1015.7,0.383,247.800049,0.684,271.399902,56.15,15.610000000000001,60.625,1684281600,3
training,2023-05-17T00:00:00Z,5,17,19,137,16.9,1015.4000000000001,1.098,267.5,2.303001,262.799805,54.75,14.575000000000001,85.625,1684281600,3
training,2023-05-17T00:00:00Z,5,17,10,137,16.5,1016.45,0.855,262.5,1.191999,279.600098,56.75,16.505000000000003,124,1684281600,3
training,2023-05-17T00:00:00Z,5,17,13,137,18.6,1016.7,1.041,359.200195,1.436001,0.29,49.3,16.225,120.75,1684281600,3
training,2023-05-17T00:00:00Z,5,17,23,137,13.7,1015.5,0.485,241.399902,1.187,239.199951,62.7,15.86,20.5,1684281600,3
training,2023-05-17T00:00:00Z,5,17,6,137,11.4,1016.05,0.861,238.800049,1.26,242.899902,75.5,15.295000000000002,144.125,1684281600,3
training,2023-05-17T00:00:00Z,5,17,4,137,9.7,1015.2,1.122999,250.800049,2.215,252.399902,77.15,12.15,19.375,1684281600,3
training,2023-05-17T00:00:00Z,5,17,2,137,9.2,1015.05,1.011,257.299805,2.188999,255.600098,76.7,12.155,1.5,1684281600,3
training,2023-05-17T00:00:00Z,5,17,9,137,15.399999999999999,1017,1.287001,291.600098,1.982,299.600098,60.7,18.875,100.5,1684281600,3
training,2023-05-17T00:00:00Z,5,17,11,137,17.8,1016.5999999999999,1.913,1.795,2.949001,343.200195,53.3,16.405,105.375,1684281600,3
testing,2023-05-17T00:00:00Z,5,17,0,137,10.85,1014.35,0.857,269.100098,1.030001,278.299805,72,13.7,7.75,1684281600,3
testing,2023-05-17T00:00:00Z,5,17,5,137,10.05,1015.4,1.461,237.699951,1.82,236.699951,76.94999999999999,12.59,57.75,1684281600,3
testing,2023-05-17T00:00:00Z,5,17,12,137,18.299999999999997,1016.8,1.205,321.899902,1.769001,311.299805,50.35,17.665,137.375,1684281600,3
testing,2023-05-17T00:00:00Z,5,17,14,137,18.25,1016.65,0.783,304.899902,0.907,270.600098,48.849999999999994,20.875,140.5,1684281600,3
testing,2023-05-17T00:00:00Z,5,17,16,137,19.75,1015.2,1.603001,252,1.773001,243.300049,49.55,20.21,139.5,1684281600,3
training,2023-05-18T00:00:00Z,5,18,11,138,19.95,1015,2.160999,221.899902,2.686001,210.800049,46.75,17.93,108.125,1684368000,4
training,2023-05-18T00:00:00Z,5,18,16,138,20.75,1014.3,1.960001,209.899902,2.395,208.300049,45.6,18.93,163.125,1684368000,4
training,2023-05-18T00:00:00Z,5,18,14,138,21.15,1015.25,1.943001,226.600098,2.591999,230.100098,44.099999999999994,24.08,171.625,1684368000,4
training,2023-05-18T00:00:00Z,5,18,6,138,12,1015.75,0.675,116.900024,0.899,120.900024,68.1,16.465,147.875,1684368000,4
training,2023-05-18T00:00:00Z,5,18,8,138,16.6,1015.1,2.198002,222.5,3.216999,209,55.349999999999994,22.815,195.875,1684368000,4
training,2023-05-18T00:00:00Z,5,18,20,138,18.1,1014.9,0.94,26.059998,1.335001,17.860016,58.7,22.215,105.5,1684368000,4
training,2023-05-18T00:00:00Z,5,18,23,138,14.4,1015.7,0.428,321.600098,0.751,316.5,66.4,12.47,34.375,1684368000,4
training,2023-05-18T00:00:00Z,5,18,5,138,11.45,1015.55,0.421,0,0.962,238.699951,68.9,12.605,58,1684368000,4
training,2023-05-18T00:00:00Z,5,18,4,138,11.6,1015.6,0.325,0,0.713,226.699951,67.4,14.27,20.5,1684368000,4
training,2023-05-18T00:00:00Z,5,18,12,138,20.049999999999997,1015.1,2.070999,211,2.882999,202.199951,46.1,19.86,108,1684368000,4
training,2023-05-18T00:00:00Z,5,18,19,138,19.85,1014,1.503,35.77002,2.562,38.76001,51.55,20.405,85.25,1684368000,4
training,2023-05-18T00:00:00Z,5,18,15,138,21.25,1014.3,1.488001,181.399902,2.170002,181.5,44.45,21.990000000000002,151.625,1684368000,4
training,2023-05-18T00:00:00Z,5,18,17,138,20.5,1013.9,0.75,252.800049,1.348,245.300049,45.25,20.84,229.125,1684368000,4
training,2023-05-18T00:00:00Z,5,18,22,138,15.7,1014.8,0.971,9.020004,1.638,351.200195,63.7,14.05,53.875,1684368000,4
training,2023-05-18T00:00:00Z,5,18,7,138,13.7,1015.45,0.397,222.800049,0.42,196.800049,65.05000000000001,18.715,162.75,1684368000,4
training,2023-05-18T00:00:00Z,5,18,1,138,12.3,1015.75,0.351,0,0.793,283.899902,66.1,13.34,12.125,1684368000,4
training,2023-05-18T00:00:00Z,5,18,18,138,20.2,1013.6500000000001,1.410999,268.799805,1.646,268,47.1,20.61,130,1684368000,4
testing,2023-05-18T00:00:00Z,5,18,0,138,13.100000000000001,1015.25,0.339,227.899902,0.82,247.800049,64.85,15.885,13,1684368000,4
testing,2023-05-18T00:00:00Z,5,18,2,138,12.05,1015.45,0.748,217.600098,1.041,229.600098,66.9,14.975000000000001,4.25,1684368000,4
testing,2023-05-18T00:00:00Z,5,18,3,138,11.850000000000001,1015.3,0.605,54.210022,0.96,5.831001,65.85,14.115,4.125,1684368000,4
testing,2023-05-18T00:00:00Z,5,18,9,138,18.049999999999997,1015.3,2.103001,231.699951,2.673,217.399902,49.95,20.259999999999998,111.375,1684368000,4
testing,2023-05-18T00:00:00Z,5,18,10,138,19.65,1015.05,2.205002,218.399902,2.887001,211.800049,48.2,19.34,117.25,1684368000,4
testing,2023-05-18T00:00:00Z,5,18,13,138,20.700000000000003,1014.6,2.370998,209.899902,2.955002,202.399902,46.9,20.285,107.75,1684368000,4
testing,2023-05-18T00:00:00Z,5,18,21,138,16.75,1015.15,1.419001,17.610016,2.033001,8.880005,62.05,17.25,71.875,1684368000,4
training,2023-05-19T00:00:00Z,5,19,1,139,13.7,1015.1,0.866,40.73999,1.691,30.269989,68.8,14.57,15.25,1684454400,5
training,2023-05-19T00:00:00Z,5,19,11,139,16.7,1015.55,1.674,355.100098,2.523998,349.799805,64.7,19.075,116.125,1684454400,5
training,2023-05-19T00:00:00Z,5,19,2,139,13.25,1015.1500000000001,1.106001,6.991997,1.749001,345,68.95,12.39,4.25,1684454400,5
training,2023-05-19T00:00:00Z,5,19,16,139,20.25,1014.9000000000001,2.52,31.670013,3.625,38.419983,53.849999999999994,17.435000000000002,130.25,1684454400,5
training,2023-05-19T00:00:00Z,5,19,8,139,15.05,1015.55,1.421,336.700195,2.710999,326.799805,69.3,12.25,138.5,1684454400,5
training,2023-05-19T00:00:00Z,5,19,19,139,16.4,1016,1.129999,93.900024,1.799999,70.26001,63.7,14.780000000000001,105.5,1684454400,5
training,2023-05-19T00:00:00Z,5,19,9,139,14.95,1015.8,1.365,310.100098,2.932999,322.5,70.65,17.29,172.375,1684454400,5
training,2023-05-19T00:00:00Z,5,19,13,139,18.1,1016.1,1.912001,15.080002,2.685001,1.724001,61.15,16.985,111.75,1684454400,5
training,2023-05-19T00:00:00Z,5,19,7,139,14.6,1015.4,1.247,295.399902,1.605,294.600098,67.4,17.490000000000002,160.75,1684454400,5
training,2023-05-19T00:00:00Z,5,19,21,139,15.25,1017.4,1.569,52.150024,3.038002,79.410034,67.85,14.435,98.25,1684454400,5
training,2023-05-19T00:00:00Z,5,19,6,139,13.2,1015.05,0.642,329.399902,0.745,307.200195,68.7,16.645,127.625,1684454400,5
training,2023-05-19T00:00:00Z,5,19,10,139,14.55,1015.75,1.467001,342.200195,2.651001,336.799805,71,15.27,102.75,1684454400,5
training,2023-05-19T00:00:00Z,5,19,4,139,12.350000000000001,1015.0999999999999,0.623,327.700195,1.082001,314.700195,70.9,14.34,20.25,1684454400,5
training,2023-05-19T00:00:00Z,5,19,14,139,19.05,1015.45,1.952999,36.099976,2.594002,39.02002,59.7,15.895,126.875,1684454400,5
training,2023-05-19T00:00:00Z,5,19,23,139,12.5,1017.8,0.819,82.5,1.971001,70.079956,71.7,12.16,48.75,1684454400,5
training,2023-05-19T00:00:00Z,5,19,0,139,14.2,1015.4,0.303,319.799805,0.838,303.5,67.65,14.955,22.5,1684454400,5
training,2023-05-19T00:00:00Z,5,19,20,139,15.8,1016.7,0.831,74.619995,1.931,70.810059,65.55000000000001,16.630000000000003,116.375,1684454400,5
training,2023-05-19T00:00:00Z,5,19,22,139,14.4,1017.3,1.35,53.669983,2.310001,73.209961,67.4,14.56,62.625,1684454400,5
training,2023-05-19T00:00:00Z,5,19,12,139,18.200000000000003,1016.3,2.275002,22.420013,3.297001,23.200012,60.05,15.98,164.625,1684454400,5
training,2023-05-19T00:00:00Z,5,19,15,139,19.85,1014.9,2.446999,42.77002,3.075001,33.25,55.95,18.825000000000003,130.375,1684454400,5
testing,2023-05-19T00:00:00Z,5,19,3,139,12.75,1014.95,0.705,0,1.169001,350.299805,69.25,13.645,9,1684454400,5
testing,2023-05-19T00:00:00Z,5,19,5,139,12.45,1015.35,0.459,337.700195,0.758,327.700195,69.95,15.785,49.625,1684454400,5
testing,2023-05-19T00:00:00Z,5,19,17,139,19.1,1015.4000000000001,2.174999,55.130005,4.077003,53.809998,57.1,17.335,134.25,1684454400,5
testing,2023-05-19T00:00:00Z,5,19,18,139,17.45,1015.75,1.451,68.310059,2.890999,70.680054,61.1,15.585,120.25,1684454400,5
training,2023-05-20T00:00:00Z,5,20,20,140,16.15,1013.5,0.848,58.47998,1.952999,73.25,53.2,13.095,87.5,1684540800,6
training,2023-05-20T00:00:00Z,5,20,21,140,14.5,1013.9,0.452,84.199951,1.070999,62.960022,58.55,14.765,155.875,1684540800,6
training,2023-05-20T00:00:00Z,5,20,2,140,9.65,1017.45,0.157,0,0.561,46.549988,77.4,10.205,15.125,1684540800,6
training,2023-05-20T00:00:00Z,5,20,9,140,15.3,1017.05,2.053001,2.134998,2.741001,357.899902,63.9,19.735,106,1684540800,6
training,2023-05-20T00:00:00Z,5,20,5,140,9.1,1017.9,1.25,3.866001,1.792999,347.299805,79.65,11.38,21.75,1684540800,6
training,2023-05-20T00:00:00Z,5,20,6,140,9.399999999999999,1017.55,1.305,22.950012,1.614,5.459999,79.15,16.080000000000002,42.5,1684540800,6
training,2023-05-20T00:00:00Z,5,20,11,140,17.95,1016.3,1.533001,58.97998,3.018002,64.130005,54.5,20.325,114.5,1684540800,6
training,2023-05-20T00:00:00Z,5,20,19,140,18.35,1013.4,1.601999,78.459961,3.139,74.23999,47.95,15.23,125.375,1684540800,6
training,2023-05-20T00:00:00Z,5,20,8,140,13,1017.05,1.841,31.48999,2.288002,8.350006,71.9,16.785,91.75,1684540800,6
training,2023-05-20T00:00:00Z,5,20,10,140,17,1016.35,2.257,46.73999,3.366001,42.27002,57.849999999999994,18.42,139.125,1684540800,6
training,2023-05-20T00:00:00Z,5,20,14,140,20.549999999999997,1014.35,2.908001,64.319946,4.329002,55.919983,46.9,17.16,161.41666666666666,1684540800,6
training,2023-05-20T00:00:00Z,5,20,3,140,8.95,1017.5999999999999,0.259,211.600098,0.699,319.100098,79.2,10.905,14.25,1684540800,6
training,2023-05-20T00:00:00Z,5,20,22,140,13.6,1014,0.328,140.5,0.697001,82.5,60.8,16.68,77.125,1684540800,6
training,2023-05-20T00:00:00Z,5,20,18,140,19.549999999999997,1013.45,2.103001,97.199951,3.049,97.800049,45.3,21.455,134.625,1684540800,6
training,2023-05-20T00:00:00Z,5,20,13,140,20.1,1014.8499999999999,2.136002,33.159973,3.951,42.140015,50.599999999999994,17.405,131.375,1684540800,6
training,2023-05-20T00:00:00Z,5,20,15,140,20.75,1014.1500000000001,3.370998,43.619995,4.819,34.909973,44.349999999999994,18.275,117.375,1684540800,6
training,2023-05-20T00:00:00Z,5,20,12,140,18.6,1015.6500000000001,2.744999,43.789978,3.723999,33.169983,54.099999999999994,16.055,142.625,1684540800,6
testing,2023-05-20T00:00:00Z,5,20,0,140,11.75,1017.4000000000001,0.797,108.800049,1.983,73.709961,73.15,12.695,42.375,1684540800,6
